NOC,Country,Place,Year,Discipline,Gender Cleaned,Event Cleaned
USA,United States,Silver,1964,Athletics,Men,110 metres Hurdles
USA,United States,Gold,1964,Athletics,Men,200 metres
USA,United States,Silver,1964,Athletics,Men,200 metres
USA,United States,Gold,1964,Athletics,Women,200 metres
USA,United States,Silver,2000,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,2000,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,2000,Swimming,Men,4 x 100 metres Medley Relay
USA,United States,Gold,1964,Athletics,Men,400 metres Hurdles
USA,United States,Gold,1964,Athletics,Men,400 metres
USA,United States,Gold,1964,Athletics,Men,"5,000 metres"
USA,United States,Bronze,1964,Athletics,Men,"5,000 metres"
USA,United States,Gold,1964,Athletics,Men,Discus Throw
USA,United States,Bronze,1964,Athletics,Men,Discus Throw
USA,United States,Silver,1964,Athletics,Men,High Jump
USA,United States,Bronze,1964,Athletics,Men,High Jump
USA,United States,Silver,1964,Athletics,Men,Long Jump
USA,United States,Gold,1964,Athletics,Men,Pole Vault
USA,United States,Gold,1964,Athletics,Men,Shot Put
USA,United States,Silver,1964,Athletics,Men,Shot Put
USA,United States,Gold,1964,Basketball,Men,Basketball
USA,United States,Bronze,1964,Boxing,Men,Featherweight
USA,United States,Bronze,1964,Boxing,Men,Flyweight
USA,United States,Gold,1964,Boxing,Men,Heavyweight
USA,United States,Bronze,1964,Boxing,Men,Lightweight
USA,United States,Silver,1964,Canoe Sprint,Women,"Kayak Doubles, 500 metres"
USA,United States,Bronze,1964,Canoe Sprint,Women,"Kayak Singles, 500 metres"
USA,United States,Gold,1964,Diving,Men,Platform
USA,United States,Bronze,1964,Diving,Men,Platform
USA,United States,Gold,1964,Diving,Women,Platform
USA,United States,Gold,1964,Diving,Men,Springboard
USA,United States,Silver,1964,Diving,Men,Springboard
USA,United States,Bronze,1964,Diving,Men,Springboard
USA,United States,Silver,1964,Diving,Women,Springboard
USA,United States,Bronze,1964,Diving,Women,Springboard
USA,United States,Silver,1964,Equestrian Eventing,Open,Team
USA,United States,Bronze,1964,Judo,Men,Middleweight
USA,United States,Silver,1964,Modern Pentathlon,Men,Team
USA,United States,Gold,1964,Rowing,Men,Coxed Pairs
USA,United States,Bronze,1964,Rowing,Men,Coxless Fours
USA,United States,Silver,1964,Rowing,Men,Double Sculls
USA,United States,Gold,1964,Rowing,Men,Eights
USA,United States,Bronze,1964,Sailing,Open,5.5 metres
USA,United States,Silver,1964,Sailing,Open,One Person Dinghy
USA,United States,Bronze,1964,Sailing,Open,Three Person Keelboat
USA,United States,Bronze,1964,Sailing,Open,Two Person Heavyweight Dinghy
USA,United States,Silver,1964,Sailing,Open,Two Person Keelboat
USA,United States,Silver,1964,Shooting,Men,"Free Pistol, 50 metres"
USA,United States,Gold,1964,Shooting,Men,"Free Rifle, Three Positions, 300 metres"
USA,United States,Bronze,1964,Shooting,Men,"Free Rifle, Three Positions, 300 metres"
USA,United States,Silver,1964,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
USA,United States,Bronze,1964,Shooting,Men,"Small-Bore Rifle, Prone, 50 metres"
USA,United States,Gold,1964,Shooting,Men,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Bronze,1964,Shooting,Men,Trap
USA,United States,Silver,1964,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Gold,1964,Swimming,Women,100 metres Backstroke
USA,United States,Bronze,1964,Swimming,Women,100 metres Backstroke
USA,United States,Gold,1964,Swimming,Women,100 metres Butterfly
USA,United States,Bronze,1964,Swimming,Women,100 metres Butterfly
USA,United States,Gold,1964,Swimming,Men,100 metres Freestyle
USA,United States,Silver,1964,Swimming,Women,100 metres Freestyle
USA,United States,Bronze,1964,Swimming,Women,100 metres Freestyle
USA,United States,Gold,1964,Swimming,Men,200 metres Backstroke
USA,United States,Silver,1964,Swimming,Men,200 metres Backstroke
USA,United States,Bronze,1964,Swimming,Men,200 metres Backstroke
USA,United States,Bronze,1964,Swimming,Men,200 metres Breaststroke
USA,United States,Silver,1964,Swimming,Women,200 metres Breaststroke
USA,United States,Silver,1964,Swimming,Men,200 metres Butterfly
USA,United States,Bronze,1964,Swimming,Men,200 metres Butterfly
USA,United States,Gold,2000,Swimming,Women,4 x 100 metres Medley Relay
USA,United States,Gold,1984,Athletics,Men,4 x 100 metres Relay
USA,United States,Gold,1992,Athletics,Men,4 x 100 metres Relay
USA,United States,Silver,1996,Athletics,Men,4 x 100 metres Relay
USA,United States,Gold,1964,Swimming,Men,400 metres Freestyle
USA,United States,Gold,1964,Swimming,Women,400 metres Freestyle
USA,United States,Silver,1964,Swimming,Women,400 metres Freestyle
USA,United States,Bronze,1964,Swimming,Women,400 metres Freestyle
USA,United States,Gold,1964,Swimming,Men,400 metres Individual Medley
USA,United States,Silver,1964,Swimming,Men,400 metres Individual Medley
USA,United States,Gold,1964,Swimming,Women,400 metres Individual Medley
USA,United States,Silver,1964,Swimming,Women,400 metres Individual Medley
USA,United States,Bronze,1964,Swimming,Women,400 metres Individual Medley
USA,United States,Silver,1964,Weightlifting,Men,Featherweight
USA,United States,Bronze,1964,Weightlifting,Men,Heavyweight
USA,United States,Bronze,1964,Wrestling,Men,"Middleweight, Freestyle"
USA,United States,Silver,1968,Athletics,Men,"1,500 metres"
USA,United States,Gold,1968,Athletics,Men,100 metres
USA,United States,Bronze,1968,Athletics,Men,100 metres
USA,United States,Gold,1968,Athletics,Women,100 metres
USA,United States,Silver,1968,Athletics,Women,100 metres
USA,United States,Gold,1968,Athletics,Men,110 metres Hurdles
USA,United States,Silver,1968,Athletics,Men,110 metres Hurdles
USA,United States,Gold,1968,Athletics,Men,200 metres
USA,United States,Bronze,1968,Athletics,Men,200 metres
USA,United States,Bronze,1968,Athletics,Men,"3,000 metres Steeplechase"
USA,United States,Silver,2004,Athletics,Men,4 x 100 metres Relay
USA,United States,Gold,1984,Athletics,Women,4 x 100 metres Relay
USA,United States,Gold,1968,Athletics,Men,400 metres
USA,United States,Silver,1968,Athletics,Men,400 metres
USA,United States,Bronze,1968,Athletics,Men,400 metres
USA,United States,Bronze,1968,Athletics,Men,50 kilometres Walk
USA,United States,Bronze,1968,Athletics,Men,800 metres
USA,United States,Gold,1968,Athletics,Women,800 metres
USA,United States,Gold,1968,Athletics,Men,Decathlon
USA,United States,Gold,1968,Athletics,Men,Discus Throw
USA,United States,Gold,1968,Athletics,Men,High Jump
USA,United States,Silver,1968,Athletics,Men,High Jump
USA,United States,Gold,1968,Athletics,Men,Long Jump
USA,United States,Bronze,1968,Athletics,Men,Long Jump
USA,United States,Gold,1968,Athletics,Men,Pole Vault
USA,United States,Gold,1968,Athletics,Men,Shot Put
USA,United States,Silver,1968,Athletics,Men,Shot Put
USA,United States,Gold,1968,Basketball,Men,Basketball
USA,United States,Silver,1968,Boxing,Men,Featherweight
USA,United States,Gold,1968,Boxing,Men,Heavyweight
USA,United States,Bronze,1968,Boxing,Men,Light-Flyweight
USA,United States,Bronze,1968,Boxing,Men,Light-Middleweight
USA,United States,Gold,1968,Boxing,Men,Lightweight
USA,United States,Bronze,1968,Boxing,Men,Light-Welterweight
USA,United States,Bronze,1968,Boxing,Men,Middleweight
USA,United States,Bronze,1968,Diving,Men,Platform
USA,United States,Bronze,1968,Diving,Women,Platform
USA,United States,Gold,1968,Diving,Men,Springboard
USA,United States,Bronze,1968,Diving,Men,Springboard
USA,United States,Gold,1968,Diving,Women,Springboard
USA,United States,Bronze,1968,Diving,Women,Springboard
USA,United States,Bronze,1968,Equestrian Eventing,Open,Individual
USA,United States,Silver,1968,Equestrian Eventing,Open,Team
USA,United States,Gold,1968,Equestrian Jumping,Open,Individual
USA,United States,Silver,1968,Rowing,Men,Coxless Pairs
USA,United States,Bronze,1968,Rowing,Men,Double Sculls
USA,United States,Gold,1968,Sailing,Open,Three Person Keelboat
USA,United States,Gold,1968,Sailing,Open,Two Person Keelboat
USA,United States,Gold,1968,Shooting,Open,"Free Rifle, Three Positions, 300 metres"
USA,United States,Silver,1968,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Silver,1968,Shooting,Open,Trap
USA,United States,Gold,1968,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Silver,1968,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Silver,1968,Swimming,Men,100 metres Backstroke
USA,United States,Bronze,1968,Swimming,Men,100 metres Backstroke
USA,United States,Gold,1968,Swimming,Women,100 metres Backstroke
USA,United States,Bronze,1968,Swimming,Women,100 metres Backstroke
USA,United States,Gold,1968,Swimming,Men,100 metres Breaststroke
USA,United States,Bronze,1968,Swimming,Women,100 metres Breaststroke
USA,United States,Gold,1968,Swimming,Men,100 metres Butterfly
USA,United States,Silver,1968,Swimming,Men,100 metres Butterfly
USA,United States,Bronze,1968,Swimming,Men,100 metres Butterfly
USA,United States,Silver,1968,Swimming,Women,100 metres Butterfly
USA,United States,Bronze,1968,Swimming,Women,100 metres Butterfly
USA,United States,Silver,1968,Swimming,Men,100 metres Freestyle
USA,United States,Bronze,1968,Swimming,Men,100 metres Freestyle
USA,United States,Gold,1968,Swimming,Women,100 metres Freestyle
USA,United States,Silver,1968,Swimming,Women,100 metres Freestyle
USA,United States,Bronze,1968,Swimming,Women,100 metres Freestyle
USA,United States,Silver,1968,Swimming,Men,200 metres Backstroke
USA,United States,Bronze,1968,Swimming,Men,200 metres Backstroke
USA,United States,Gold,1968,Swimming,Women,200 metres Backstroke
USA,United States,Bronze,1968,Swimming,Women,200 metres Backstroke
USA,United States,Bronze,1968,Swimming,Men,200 metres Breaststroke
USA,United States,Gold,1968,Swimming,Women,200 metres Breaststroke
USA,United States,Gold,1968,Swimming,Men,200 metres Butterfly
USA,United States,Bronze,1968,Swimming,Men,200 metres Butterfly
USA,United States,Bronze,1968,Swimming,Women,200 metres Butterfly
USA,United States,Silver,1968,Swimming,Men,200 metres Freestyle
USA,United States,Bronze,1968,Swimming,Men,200 metres Freestyle
USA,United States,Gold,1968,Swimming,Women,200 metres Freestyle
USA,United States,Silver,1968,Swimming,Women,200 metres Freestyle
USA,United States,Bronze,1968,Swimming,Women,200 metres Freestyle
USA,United States,Gold,1968,Swimming,Men,200 metres Individual Medley
USA,United States,Silver,1968,Swimming,Men,200 metres Individual Medley
USA,United States,Bronze,1968,Swimming,Men,200 metres Individual Medley
USA,United States,Gold,1968,Swimming,Women,200 metres Individual Medley
USA,United States,Silver,1968,Swimming,Women,200 metres Individual Medley
USA,United States,Bronze,1968,Swimming,Women,200 metres Individual Medley
USA,United States,Gold,1988,Athletics,Women,4 x 100 metres Relay
USA,United States,Gold,1992,Athletics,Women,4 x 100 metres Relay
USA,United States,Gold,1996,Athletics,Women,4 x 100 metres Relay
USA,United States,Bronze,2000,Athletics,Women,4 x 100 metres Relay
USA,United States,Gold,1968,Swimming,Men,400 metres Freestyle
USA,United States,Gold,1968,Swimming,Women,400 metres Freestyle
USA,United States,Silver,1968,Swimming,Women,400 metres Freestyle
USA,United States,Gold,1968,Swimming,Men,400 metres Individual Medley
USA,United States,Silver,1968,Swimming,Men,400 metres Individual Medley
USA,United States,Gold,1968,Swimming,Women,400 metres Individual Medley
USA,United States,Silver,1968,Swimming,Women,400 metres Individual Medley
USA,United States,Gold,1968,Swimming,Women,800 metres Freestyle
USA,United States,Silver,1968,Swimming,Women,800 metres Freestyle
USA,United States,Bronze,1968,Weightlifting,Men,Heavyweight
USA,United States,Silver,1968,Wrestling,Men,"Bantamweight, Freestyle"
USA,United States,Silver,1968,Wrestling,Men,"Flyweight, Freestyle"
USA,United States,Gold,1972,Archery,Men,Individual
USA,United States,Gold,1972,Archery,Women,Individual
USA,United States,Silver,1972,Athletics,Men,100 metres
USA,United States,Gold,1972,Athletics,Men,110 metres Hurdles
USA,United States,Bronze,1972,Athletics,Men,110 metres Hurdles
USA,United States,Silver,1972,Athletics,Men,200 metres
USA,United States,Silver,2000,Swimming,Men,4 x 200 metres Freestyle Relay
USA,United States,Gold,2000,Swimming,Women,4 x 200 metres Freestyle Relay
USA,United States,Gold,1984,Athletics,Men,4 x 400 metres Relay
USA,United States,Gold,1988,Athletics,Men,4 x 400 metres Relay
USA,United States,Silver,1972,Athletics,Men,400 metres Hurdles
USA,United States,Gold,1972,Athletics,Men,400 metres
USA,United States,Silver,1972,Athletics,Men,400 metres
USA,United States,Bronze,1972,Athletics,Women,400 metres
USA,United States,Bronze,1972,Athletics,Men,50 kilometres Walk
USA,United States,Gold,1972,Athletics,Men,800 metres
USA,United States,Silver,1972,Athletics,Men,Discus Throw
USA,United States,Bronze,1972,Athletics,Men,High Jump
USA,United States,Bronze,1972,Athletics,Men,Javelin Throw
USA,United States,Bronze,1972,Athletics,Women,Javelin Throw
USA,United States,Gold,1972,Athletics,Men,Long Jump
USA,United States,Bronze,1972,Athletics,Men,Long Jump
USA,United States,Gold,1972,Athletics,Men,Marathon
USA,United States,Silver,1972,Athletics,Men,Pole Vault
USA,United States,Bronze,1972,Athletics,Men,Pole Vault
USA,United States,Silver,1972,Athletics,Men,Shot Put
USA,United States,Silver,1972,Basketball,Men,Basketball
USA,United States,Bronze,1972,Boxing,Men,Bantamweight
USA,United States,Gold,1972,Boxing,Men,Light-Welterweight
USA,United States,Bronze,1972,Boxing,Men,Middleweight
USA,United States,Bronze,1972,Boxing,Men,Welterweight
USA,United States,Bronze,1972,Canoe Slalom,Men,"Canadian Singles, Slalom"
USA,United States,Silver,1972,Diving,Men,Platform
USA,United States,Bronze,1972,Diving,Men,Springboard
USA,United States,Gold,1972,Diving,Women,Springboard
USA,United States,Silver,1972,Equestrian Eventing,Open,Team
USA,United States,Bronze,1972,Equestrian Jumping,Open,Individual
USA,United States,Silver,1972,Equestrian Jumping,Open,Team
USA,United States,Silver,1972,Rowing,Men,Eights
USA,United States,Gold,1972,Sailing,Open,Three Person Keelboat
USA,United States,Bronze,1972,Sailing,Open,Three Person Keelboat
USA,United States,Bronze,1972,Sailing,Open,Two Person Keelboat
USA,United States,Gold,1972,Shooting,Open,"Free Rifle, Three Positions, 300 metres"
USA,United States,Silver,1972,Shooting,Open,"Small-Bore Rifle, Prone, 50 metres"
USA,United States,Gold,1972,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Silver,1972,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Gold,1972,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Bronze,1972,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Silver,1972,Swimming,Men,100 metres Backstroke
USA,United States,Bronze,1972,Swimming,Men,100 metres Backstroke
USA,United States,Gold,1972,Swimming,Women,100 metres Backstroke
USA,United States,Bronze,1972,Swimming,Women,100 metres Backstroke
USA,United States,Silver,1972,Swimming,Men,100 metres Breaststroke
USA,United States,Bronze,1972,Swimming,Men,100 metres Breaststroke
USA,United States,Gold,1972,Swimming,Women,100 metres Breaststroke
USA,United States,Gold,1972,Swimming,Men,100 metres Butterfly
USA,United States,Bronze,1972,Swimming,Men,100 metres Butterfly
USA,United States,Gold,1972,Swimming,Men,100 metres Freestyle
USA,United States,Silver,1972,Swimming,Men,100 metres Freestyle
USA,United States,Gold,1972,Swimming,Women,100 metres Freestyle
USA,United States,Silver,1972,Swimming,Women,100 metres Freestyle
USA,United States,Silver,1972,Swimming,Men,200 metres Backstroke
USA,United States,Bronze,1972,Swimming,Men,200 metres Backstroke
USA,United States,Gold,1972,Swimming,Women,200 metres Backstroke
USA,United States,Silver,1972,Swimming,Women,200 metres Backstroke
USA,United States,Gold,1972,Swimming,Men,200 metres Breaststroke
USA,United States,Silver,1972,Swimming,Women,200 metres Breaststroke
USA,United States,Gold,1972,Swimming,Men,200 metres Butterfly
USA,United States,Silver,1972,Swimming,Men,200 metres Butterfly
USA,United States,Bronze,1972,Swimming,Men,200 metres Butterfly
USA,United States,Gold,1972,Swimming,Women,200 metres Butterfly
USA,United States,Silver,1972,Swimming,Women,200 metres Butterfly
USA,United States,Bronze,1972,Swimming,Women,200 metres Butterfly
USA,United States,Gold,1972,Swimming,Men,200 metres Freestyle
USA,United States,Silver,1972,Swimming,Men,200 metres Freestyle
USA,United States,Silver,1972,Swimming,Women,200 metres Freestyle
USA,United States,Bronze,1972,Swimming,Women,200 metres Freestyle
USA,United States,Silver,1972,Swimming,Men,200 metres Individual Medley
USA,United States,Bronze,1972,Swimming,Men,200 metres Individual Medley
USA,United States,Bronze,1972,Swimming,Women,200 metres Individual Medley
USA,United States,Gold,1992,Athletics,Men,4 x 400 metres Relay
USA,United States,Gold,1996,Athletics,Men,4 x 400 metres Relay
USA,United States,Gold,2004,Athletics,Men,4 x 400 metres Relay
USA,United States,Gold,1984,Athletics,Women,4 x 400 metres Relay
USA,United States,Silver,1972,Swimming,Men,400 metres Freestyle
USA,United States,Bronze,1972,Swimming,Men,400 metres Freestyle
USA,United States,Silver,1972,Swimming,Men,400 metres Individual Medley
USA,United States,Gold,1972,Swimming,Women,800 metres Freestyle
USA,United States,Bronze,1972,Water Polo,Men,Water Polo
USA,United States,Silver,1972,Wrestling,Men,"Bantamweight, Freestyle"
USA,United States,Gold,1972,Wrestling,Men,"Light-Heavyweight, Freestyle"
USA,United States,Gold,1972,Wrestling,Men,"Lightweight, Freestyle"
USA,United States,Silver,1972,Wrestling,Men,"Middleweight, Freestyle"
USA,United States,Bronze,1972,Wrestling,Men,"Super-Heavyweight, Freestyle"
USA,United States,Gold,1972,Wrestling,Men,"Welterweight, Freestyle"
USA,United States,Gold,1976,Archery,Men,Individual
USA,United States,Gold,1976,Archery,Women,Individual
USA,United States,Bronze,1976,Artistic Gymnastics,Men,Floor Exercise
USA,United States,Bronze,1976,Athletics,Men,110 metres Hurdles
USA,United States,Silver,1976,Athletics,Men,200 metres
USA,United States,Bronze,1976,Athletics,Men,200 metres
USA,United States,Silver,1988,Athletics,Women,4 x 400 metres Relay
USA,United States,Silver,1992,Athletics,Women,4 x 400 metres Relay
USA,United States,Gold,1996,Athletics,Women,4 x 400 metres Relay
USA,United States,Gold,2004,Athletics,Women,4 x 400 metres Relay
USA,United States,Gold,1976,Athletics,Men,400 metres Hurdles
USA,United States,Silver,1976,Athletics,Men,400 metres Hurdles
USA,United States,Silver,1976,Athletics,Men,400 metres
USA,United States,Bronze,1976,Athletics,Men,400 metres
USA,United States,Bronze,1976,Athletics,Men,800 metres
USA,United States,Gold,1976,Athletics,Men,Decathlon
USA,United States,Gold,1976,Athletics,Men,Discus Throw
USA,United States,Bronze,1976,Athletics,Men,Discus Throw
USA,United States,Bronze,1976,Athletics,Men,High Jump
USA,United States,Bronze,1976,Athletics,Women,Javelin Throw
USA,United States,Gold,1976,Athletics,Men,Long Jump
USA,United States,Silver,1976,Athletics,Men,Long Jump
USA,United States,Silver,1976,Athletics,Women,Long Jump
USA,United States,Silver,1976,Athletics,Men,Marathon
USA,United States,Bronze,1976,Athletics,Men,Pole Vault
USA,United States,Silver,1976,Athletics,Men,Triple Jump
USA,United States,Gold,1976,Basketball,Men,Basketball
USA,United States,Silver,1976,Basketball,Women,Basketball
USA,United States,Silver,1976,Boxing,Men,Bantamweight
USA,United States,Gold,1976,Boxing,Men,Flyweight
USA,United States,Bronze,1976,Boxing,Men,Heavyweight
USA,United States,Gold,1976,Boxing,Men,Light-Heavyweight
USA,United States,Gold,1976,Boxing,Men,Lightweight
USA,United States,Gold,1976,Boxing,Men,Light-Welterweight
USA,United States,Gold,1976,Boxing,Men,Middleweight
USA,United States,Silver,1976,Diving,Men,Platform
USA,United States,Bronze,1976,Diving,Women,Platform
USA,United States,Gold,1976,Diving,Men,Springboard
USA,United States,Gold,1976,Diving,Women,Springboard
USA,United States,Bronze,1976,Diving,Women,Springboard
USA,United States,Bronze,1976,Equestrian Dressage,Open,Team
USA,United States,Gold,1976,Equestrian Eventing,Open,Individual
USA,United States,Silver,1976,Equestrian Eventing,Open,Individual
USA,United States,Gold,1976,Equestrian Eventing,Open,Team
USA,United States,Bronze,1976,Judo,Men,Heavyweight
USA,United States,Silver,1976,Rowing,Men,Coxless Pairs
USA,United States,Bronze,1976,Rowing,Women,Eights
USA,United States,Silver,1976,Rowing,Women,Single Sculls
USA,United States,Silver,1976,Sailing,Open,Multihull
USA,United States,Silver,1976,Sailing,Open,Three Person Keelboat
USA,United States,Bronze,1976,Sailing,Open,Two Person Keelboat
USA,United States,Gold,1976,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Silver,1976,Shooting,Open,"Small-Bore Rifle, Three Positions, 50 metres"
USA,United States,Gold,1976,Shooting,Open,Trap
USA,United States,Gold,1976,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Silver,1976,Swimming,Men,"1,500 metres Freestyle"
USA,United States,Gold,1976,Swimming,Men,100 metres Backstroke
USA,United States,Silver,1976,Swimming,Men,100 metres Backstroke
USA,United States,Gold,1976,Swimming,Men,100 metres Breaststroke
USA,United States,Gold,1976,Swimming,Men,100 metres Butterfly
USA,United States,Silver,1976,Swimming,Men,100 metres Butterfly
USA,United States,Bronze,1976,Swimming,Men,100 metres Butterfly
USA,United States,Bronze,1976,Swimming,Women,100 metres Butterfly
USA,United States,Gold,1976,Swimming,Men,100 metres Freestyle
USA,United States,Silver,1976,Swimming,Men,100 metres Freestyle
USA,United States,Gold,1976,Swimming,Men,200 metres Backstroke
USA,United States,Silver,1976,Swimming,Men,200 metres Backstroke
USA,United States,Bronze,1976,Swimming,Men,200 metres Backstroke
USA,United States,Silver,1976,Swimming,Men,200 metres Breaststroke
USA,United States,Bronze,1976,Swimming,Men,200 metres Breaststroke
USA,United States,Gold,1976,Swimming,Men,200 metres Butterfly
USA,United States,Silver,1976,Swimming,Men,200 metres Butterfly
USA,United States,Bronze,1976,Swimming,Men,200 metres Butterfly
USA,United States,Gold,1976,Swimming,Men,200 metres Freestyle
USA,United States,Silver,1976,Swimming,Men,200 metres Freestyle
USA,United States,Bronze,1976,Swimming,Men,200 metres Freestyle
USA,United States,Silver,1976,Swimming,Women,200 metres Freestyle
USA,United States,Gold,1964,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,1968,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,1972,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,1976,Swimming,Men,400 metres Freestyle
USA,United States,Silver,1976,Swimming,Men,400 metres Freestyle
USA,United States,Silver,1976,Swimming,Women,400 metres Freestyle
USA,United States,Gold,1976,Swimming,Men,400 metres Individual Medley
USA,United States,Silver,1976,Swimming,Men,400 metres Individual Medley
USA,United States,Silver,1976,Swimming,Women,800 metres Freestyle
USA,United States,Bronze,1976,Swimming,Women,800 metres Freestyle
USA,United States,Silver,1976,Weightlifting,Men,Middle-Heavyweight
USA,United States,Bronze,1976,Wrestling,Men,"Featherweight, Freestyle"
USA,United States,Silver,1976,Wrestling,Men,"Heavyweight, Freestyle"
USA,United States,Silver,1976,Wrestling,Men,"Light-Heavyweight, Freestyle"
USA,United States,Silver,1976,Wrestling,Men,"Lightweight, Freestyle"
USA,United States,Gold,1976,Wrestling,Men,"Middleweight, Freestyle"
USA,United States,Bronze,1976,Wrestling,Men,"Welterweight, Freestyle"
USA,United States,Gold,1984,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,1988,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,1992,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,1996,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Bronze,2004,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,2008,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Silver,2012,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,2016,Swimming,Men,4 x 100 metres Freestyle Relay
USA,United States,Gold,1984,Archery,Men,Individual
USA,United States,Silver,1984,Archery,Men,Individual
USA,United States,Bronze,1984,Artistic Gymnastics,Women,Balance Beam
USA,United States,Silver,1984,Artistic Gymnastics,Women,Floor Exercise
USA,United States,Bronze,1984,Artistic Gymnastics,Women,Floor Exercise
USA,United States,Silver,1984,Artistic Gymnastics,Men,Horse Vault
USA,United States,Silver,1984,Artistic Gymnastics,Women,Horse Vault
USA,United States,Silver,1984,Artistic Gymnastics,Men,Individual All-Around
USA,United States,Gold,1984,Artistic Gymnastics,Women,Individual All-Around
USA,United States,Gold,1984,Artistic Gymnastics,Men,Parallel Bars
USA,United States,Bronze,1984,Artistic Gymnastics,Men,Parallel Bars
USA,United States,Gold,1984,Artistic Gymnastics,Men,Pommelled Horse
USA,United States,Bronze,1984,Artistic Gymnastics,Men,Pommelled Horse
USA,United States,Bronze,1984,Artistic Gymnastics,Men,Rings
USA,United States,Gold,1984,Artistic Gymnastics,Men,Team All-Around
USA,United States,Silver,1984,Artistic Gymnastics,Women,Team All-Around
USA,United States,Gold,1984,Artistic Gymnastics,Women,Uneven Bars
USA,United States,Bronze,1984,Artistic Gymnastics,Women,Uneven Bars
USA,United States,Gold,1984,Artistic Swimming,Women,Duet
USA,United States,Gold,1984,Artistic Swimming,Women,Solo
USA,United States,Gold,1984,Athletics,Women,100 metres Hurdles
USA,United States,Bronze,1984,Athletics,Women,100 metres Hurdles
USA,United States,Gold,1984,Athletics,Men,100 metres
USA,United States,Silver,1984,Athletics,Men,100 metres
USA,United States,Gold,1984,Athletics,Women,100 metres
USA,United States,Silver,1984,Athletics,Women,100 metres
USA,United States,Gold,1984,Athletics,Men,110 metres Hurdles
USA,United States,Silver,1984,Athletics,Men,110 metres Hurdles
USA,United States,Gold,1984,Athletics,Men,200 metres
USA,United States,Silver,1984,Athletics,Men,200 metres
USA,United States,Bronze,1984,Athletics,Men,200 metres
USA,United States,Gold,1984,Athletics,Women,200 metres
USA,United States,Silver,1984,Athletics,Women,200 metres
USA,United States,Bronze,1984,Athletics,Men,"3,000 metres Steeplechase"
USA,United States,Gold,1964,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,1968,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,1972,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,1976,Swimming,Women,4 x 100 metres Freestyle Relay
USA,United States,Gold,1984,Athletics,Men,400 metres Hurdles
USA,United States,Silver,1984,Athletics,Men,400 metres Hurdles
USA,United States,Silver,1984,Athletics,Women,400 metres Hurdles
USA,United States,Gold,1984,Athletics,Men,400 metres
USA,United States,Bronze,1984,Athletics,Men,400 metres
USA,United States,Gold,1984,Athletics,Women,400 metres
USA,United States,Silver,1984,Athletics,Women,400 metres
USA,United States,Bronze,1984,Athletics,Men,800 metres
USA,United States,Silver,1984,Athletics,Women,800 metres
USA,United States,Silver,1984,Athletics,Men,Discus Throw
USA,United States,Bronze,1984,Athletics,Men,Discus Throw
USA,United States,Silver,1984,Athletics,Women,Discus Throw
USA,United States,Silver,1984,Athletics,Women,Heptathlon
USA,United States,Bronze,1984,Athletics,Women,High Jump
USA,United States,Gold,1984,Athletics,Men,Long Jump
USA,United States,Gold,1984,Athletics,Women,Marathon
USA,United States,Silver,1984,Athletics,Men,Pole Vault
USA,United States,Bronze,1984,Athletics,Men,Pole Vault
USA,United States,Silver,1984,Athletics,Men,Shot Put
USA,United States,Bronze,1984,Athletics,Men,Shot Put
USA,United States,Gold,1984,Athletics,Men,Triple Jump
USA,United States,Silver,1984,Athletics,Men,Triple Jump
USA,United States,Gold,1984,Basketball,Men,Basketball
USA,United States,Gold,1984,Basketball,Women,Basketball
USA,United States,Gold,1984,Boxing,Men,Featherweight
USA,United States,Gold,1984,Boxing,Men,Flyweight
USA,United States,Gold,1984,Boxing,Men,Heavyweight
