Event,Name,NOC,Pos.,Year,Discipline
"Singles, Women",Ye Zhaoying,CHN,3,2000,Badminton
"Baseball, Men",United States,USA,1,2000,Baseball
"Baseball, Men",Cuba,CUB,2,2000,Baseball
"Baseball, Men",Republic of Korea,KOR,3,2000,Baseball
"Basketball, Men",United States,USA,1,2000,Basketball
"Basketball, Men",France,FRA,2,2000,Basketball
"Basketball, Men",Lithuania,LTU,3,2000,Basketball
"Basketball, Women",United States,USA,1,2000,Basketball
"Basketball, Women",Australia,AUS,2,2000,Basketball
"Basketball, Women",Brazil,BRA,3,2000,Basketball
"Beach Volleyball, Men",United States 1,USA,1,2000,Beach Volleyball
"Beach Volleyball, Men",Brazil 1,BRA,2,2000,Beach Volleyball
"Beach Volleyball, Men",Germany 1,GER,3,2000,Beach Volleyball
"Beach Volleyball, Women",Australia 1,AUS,1,2000,Beach Volleyball
"Beach Volleyball, Women",Brazil 1,BRA,2,2000,Beach Volleyball
"Beach Volleyball, Women",Brazil 2,BRA,3,2000,Beach Volleyball
"Bantamweight, Men",Guillermo Rigondeaux,CUB,1,2000,Boxing
"Bantamweight, Men",,,1,2000,Boxing
"Bantamweight, Men",Raimkul Malakhbekov,RUS,2,2000,Boxing
"Bantamweight, Men",,,2,2000,Boxing
"Bantamweight, Men",Clarence VinsonSerhiy Danylchenko,USA,3,2000,Boxing
"Bantamweight, Men",,UKR,3,2000,Boxing
"Featherweight, Men",Bekzat Sattarkhanov,KAZ,1,2000,Boxing
"Featherweight, Men",,,1,2000,Boxing
"Featherweight, Men",Rocky JuÃ¡rez,USA,2,2000,Boxing
"Featherweight, Men",,,2,2000,Boxing
"Featherweight, Men",Kamil DzhamaludinovTahar Tamsamani,RUS,3,2000,Boxing
"Featherweight, Men",,MAR,3,2000,Boxing
"Flyweight, Men",Wijan Ponlid,THA,1,2000,Boxing
"Flyweight, Men",,,1,2000,Boxing
"Flyweight, Men",Bolat Zhumadilov,KAZ,2,2000,Boxing
"Flyweight, Men",,,2,2000,Boxing
"Flyweight, Men",JÃ©rÃ´me ThomasVolodymyr Sydorenko,FRA,3,2000,Boxing
"Flyweight, Men",,UKR,3,2000,Boxing
"Heavyweight, Men",FÃ©lix SavÃ³n,CUB,1,2000,Boxing
"Heavyweight, Men",,,1,2000,Boxing
"Heavyweight, Men",Sultan Ibragimov,RUS,2,2000,Boxing
"Heavyweight, Men",,,2,2000,Boxing
"Heavyweight, Men",Sebastian KÃ¶berVladimir Ch'ant'uria,GER,3,2000,Boxing
"Heavyweight, Men",,GEO,3,2000,Boxing
"Light-Flyweight, Men",Brahim Asloum,FRA,1,2000,Boxing
"Light-Flyweight, Men",,,1,2000,Boxing
"Light-Flyweight, Men",Rafael Lozano,ESP,2,2000,Boxing
"Light-Flyweight, Men",,,2,2000,Boxing
"Light-Flyweight, Men",Kim Un-CholMaikro Romero,PRK,3,2000,Boxing
"Light-Flyweight, Men",,CUB,3,2000,Boxing
"Light-Heavyweight, Men",Aleksandr Lebzyak,RUS,1,2000,Boxing
"Light-Heavyweight, Men",,,1,2000,Boxing
"Light-Heavyweight, Men",Rudi Kraj,CZE,2,2000,Boxing
"Light-Heavyweight, Men",,,2,2000,Boxing
"Light-Heavyweight, Men",Andriy FedchukSergey Mikhaylov,UKR,3,2000,Boxing
"Light-Heavyweight, Men",,UZB,3,2000,Boxing
"Light-Middleweight, Men",Yermakhan Ibraimov,KAZ,1,2000,Boxing
"Light-Middleweight, Men",,,1,2000,Boxing
"Light-Middleweight, Men",Marian Simion,ROU,2,2000,Boxing
"Light-Middleweight, Men",,,2,2000,Boxing
"Light-Middleweight, Men",Jermain TaylorPornchai Thongburan,USA,3,2000,Boxing
"Light-Middleweight, Men",,THA,3,2000,Boxing
"Lightweight, Men",Mario KindelÃ¡n,CUB,1,2000,Boxing
"Lightweight, Men",,,1,2000,Boxing
"Lightweight, Men",Andriy Kotelnyk,UKR,2,2000,Boxing
"Lightweight, Men",,,2,2000,Boxing
"Lightweight, Men",Aleksandr MaletinCristian Bejarano,RUS,3,2000,Boxing
"Lightweight, Men",,MEX,3,2000,Boxing
"Light-Welterweight, Men",Mukhammad Kadyr Abdullayev,UZB,1,2000,Boxing
"Light-Welterweight, Men",,,1,2000,Boxing
"Light-Welterweight, Men","Ricardo Williams, Jr.",USA,2,2000,Boxing
"Light-Welterweight, Men",,,2,2000,Boxing
"Light-Welterweight, Men",DiÃ³genes LunaMohamed Allalou,CUB,3,2000,Boxing
"Light-Welterweight, Men",,ALG,3,2000,Boxing
"Middleweight, Men",Jorge GutiÃ©rrez,CUB,1,2000,Boxing
"Middleweight, Men",,,1,2000,Boxing
"Middleweight, Men",Gaydarbek Gaydarbekov,RUS,2,2000,Boxing
"Middleweight, Men",,,2,2000,Boxing
"Middleweight, Men",VÃ¼qar Mursal ÆlÉkbÉrovZsolt Erdei,AZE,3,2000,Boxing
"Middleweight, Men",,HUN,3,2000,Boxing
"Super-Heavyweight, Men",Audley Harrison,GBR,1,2000,Boxing
"Super-Heavyweight, Men",,,1,2000,Boxing
"Super-Heavyweight, Men",Mukhtarkhan Dildabekov,KAZ,2,2000,Boxing
"Super-Heavyweight, Men",,,2,2000,Boxing
"Super-Heavyweight, Men",Paolo VidozRustam Saidov,ITA,3,2000,Boxing
"Super-Heavyweight, Men",,UZB,3,2000,Boxing
"Welterweight, Men",Oleg Saitov,RUS,1,2000,Boxing
"Welterweight, Men",,,1,2000,Boxing
"Welterweight, Men",Serhiy Dotsenko,UKR,2,2000,Boxing
"Welterweight, Men",,,2,2000,Boxing
"Welterweight, Men",Dorel SimionVitalie GruÅac,ROU,3,2000,Boxing
"Welterweight, Men",,MDA,3,2000,Boxing
"Canadian Doubles, Slalom, Men",Slovakia,SVK,1,2000,Canoe Slalom
"Canadian Doubles, Slalom, Men",Poland 1,POL,2,2000,Canoe Slalom
"Canadian Doubles, Slalom, Men",Czech Republic 1,CZE,3,2000,Canoe Slalom
"Canadian Singles, Slalom, Men",Tony Estanguet,FRA,1,2000,Canoe Slalom
"Canadian Singles, Slalom, Men",Michal MartikÃ¡n,SVK,2,2000,Canoe Slalom
"Canadian Singles, Slalom, Men",Juraj MinÄÃ­k,SVK,3,2000,Canoe Slalom
"Kayak Singles, Slalom, Men",Thomas Schmidt,GER,1,2000,Canoe Slalom
"Kayak Singles, Slalom, Men",Paul Ratcliffe,GBR,2,2000,Canoe Slalom
"Kayak Singles, Slalom, Men",Pierpaolo Ferrazzi,ITA,3,2000,Canoe Slalom
"Kayak Singles, Slalom, Women",Å tÄpÃ¡nka HilgertovÃ¡,CZE,1,2000,Canoe Slalom
"Kayak Singles, Slalom, Women",Brigitte Guibal,FRA,2,2000,Canoe Slalom
"Kayak Singles, Slalom, Women",Anne-Lise Bardet,FRA,3,2000,Canoe Slalom
"Canadian Doubles, 1,000 metres, Men",Romania,ROU,1,2000,Canoe Sprint
"Canadian Doubles, 1,000 metres, Men",Cuba,CUB,2,2000,Canoe Sprint
"Canadian Doubles, 1,000 metres, Men",Germany,GER,3,2000,Canoe Sprint
"Canadian Doubles, 500 metres, Men",Hungary,HUN,1,2000,Canoe Sprint
"Canadian Doubles, 500 metres, Men",Poland,POL,2,2000,Canoe Sprint
"Canadian Doubles, 500 metres, Men",Romania,ROU,3,2000,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",Andreas Dittmer,GER,1,2000,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",Ledys Balceiro,CUB,2,2000,Canoe Sprint
"Canadian Singles, 1,000 metres, Men",Steve Giles,CAN,3,2000,Canoe Sprint
"Canadian Singles, 500 metres, Men",GyÃ¶rgy Kolonics,HUN,1,2000,Canoe Sprint
"Canadian Singles, 500 metres, Men",Maksim Opalev,RUS,2,2000,Canoe Sprint
"Canadian Singles, 500 metres, Men",Andreas Dittmer,GER,3,2000,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",Italy,ITA,1,2000,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",Sweden,SWE,2,2000,Canoe Sprint
"Kayak Doubles, 1,000 metres, Men",Hungary,HUN,3,2000,Canoe Sprint
"Kayak Doubles, 500 metres, Men",Hungary,HUN,1,2000,Canoe Sprint
"Kayak Doubles, 500 metres, Men",Australia,AUS,2,2000,Canoe Sprint
"Kayak Doubles, 500 metres, Men",Germany,GER,3,2000,Canoe Sprint
"Kayak Doubles, 500 metres, Women",Germany,GER,1,2000,Canoe Sprint
"Kayak Doubles, 500 metres, Women",Hungary,HUN,2,2000,Canoe Sprint
"Kayak Doubles, 500 metres, Women",Poland,POL,3,2000,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",Hungary,HUN,1,2000,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",Germany,GER,2,2000,Canoe Sprint
"Kayak Fours, 1,000 metres, Men",Poland,POL,3,2000,Canoe Sprint
"Kayak Fours, 500 metres, Women",Germany,GER,1,2000,Canoe Sprint
"Kayak Fours, 500 metres, Women",Hungary,HUN,2,2000,Canoe Sprint
"Kayak Fours, 500 metres, Women",Romania,ROU,3,2000,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",Knut Holmann,NOR,1,2000,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",Petar Merkov,BUL,2,2000,Canoe Sprint
"Kayak Singles, 1,000 metres, Men",Tim Brabants,GBR,3,2000,Canoe Sprint
"Kayak Singles, 500 metres, Men",Knut Holmann,NOR,1,2000,Canoe Sprint
"Kayak Singles, 500 metres, Men",Petar Merkov,BUL,2,2000,Canoe Sprint
"Kayak Singles, 500 metres, Men",Michael Kolganov,ISR,3,2000,Canoe Sprint
"Kayak Singles, 500 metres, Women",Josefa Idem-Guerrini,ITA,1,2000,Canoe Sprint
"Kayak Singles, 500 metres, Women",Caroline Brunet,CAN,2,2000,Canoe Sprint
"Kayak Singles, 500 metres, Women",Katrin Borchert,AUS,3,2000,Canoe Sprint
"Cross-Country, Men",Miguel Martinez,FRA,1,2000,Cycling Mountain Bike
"Cross-Country, Men",Filip Meirhaeghe,BEL,2,2000,Cycling Mountain Bike
"Cross-Country, Men",Christoph Sauser,SUI,3,2000,Cycling Mountain Bike
"Cross-Country, Women",Paola Pezzo,ITA,1,2000,Cycling Mountain Bike
"Cross-Country, Women",Barbara Blatter,SUI,2,2000,Cycling Mountain Bike
"Cross-Country, Women",Marga Fullana,ESP,3,2000,Cycling Mountain Bike
"Individual Time Trial, Men",Vyacheslav Yekimov,RUS,1,2000,Cycling Road
"Individual Time Trial, Men",Jan Ullrich,GER,2,2000,Cycling Road
"Individual Time Trial, Men",0,0,3,2000,Cycling Road
"Individual Time Trial, Women",Leontien Zijlaard-van Moorsel,NED,1,2000,Cycling Road
"Individual Time Trial, Women",Mari Holden,USA,2,2000,Cycling Road
"Individual Time Trial, Women",Jeannie Longo-Ciprelli,FRA,3,2000,Cycling Road
"Road Race, Individual, Men",Jan Ullrich,GER,1,2000,Cycling Road
"Road Race, Individual, Men",Aleksandr Vinokurov,KAZ,2,2000,Cycling Road
"Road Race, Individual, Men",Andreas KlÃ¶den,GER,3,2000,Cycling Road
"Road Race, Individual, Women",Leontien Zijlaard-van Moorsel,NED,1,2000,Cycling Road
"Road Race, Individual, Women",Hanka Kupfernagel,GER,2,2000,Cycling Road
"Road Race, Individual, Women",Diana Å½iliÅ«tÄ,LTU,3,2000,Cycling Road
"1,000 metres Time Trial, Men",Jason Queally,GBR,1,2000,Cycling Track
"1,000 metres Time Trial, Men",Stefan Nimke,GER,2,2000,Cycling Track
"1,000 metres Time Trial, Men",Shane Kelly,AUS,3,2000,Cycling Track
"500 metres Time Trial, Women",F�licia Ballanger,FRA,1,2000,Cycling Track
"500 metres Time Trial, Women",Michelle Ferris,AUS,2,2000,Cycling Track
"500 metres Time Trial, Women",Jiang Cuihua,CHN,3,2000,Cycling Track
"Individual Pursuit, 4,000 metres, Men",Robert Bartko,GER,1,2000,Cycling Track
"Individual Pursuit, 4,000 metres, Men",Jens Lehmann,GER,2,2000,Cycling Track
"Individual Pursuit, 4,000 metres, Men",Brad McGee,AUS,3,2000,Cycling Track
"Individual Pursuit, Women",Leontien Zijlaard-van Moorsel,NED,1,2000,Cycling Track
"Individual Pursuit, Women",Marion Clignet,FRA,2,2000,Cycling Track
"Individual Pursuit, Women",Yvonne McGregor,GBR,3,2000,Cycling Track
"Keirin, Men",Florian Rousseau,FRA,1,2000,Cycling Track
"Keirin, Men",Gary Neiwand,AUS,2,2000,Cycling Track
"Keirin, Men",Jens Fiedler,GER,3,2000,Cycling Track
"Madison, Men",Australia,AUS,1,2000,Cycling Track
"Madison, Men",Belgium,BEL,2,2000,Cycling Track
"Madison, Men",Italy,ITA,3,2000,Cycling Track
"Points Race, Men",Joan Llaneras,ESP,1,2000,Cycling Track
"Points Race, Men",Milton Wynants,URU,2,2000,Cycling Track
"Points Race, Men",Aleksey Markov,RUS,3,2000,Cycling Track
"Points Race, Women",Antonella Bellutti,ITA,1,2000,Cycling Track
"Points Race, Women",Leontien Zijlaard-van Moorsel,NED,2,2000,Cycling Track
"Points Race, Women",Olga Slyusareva,RUS,3,2000,Cycling Track
"Sprint, Men",Marty Nothstein,USA,1,2000,Cycling Track
"Sprint, Men",Florian Rousseau,FRA,2,2000,Cycling Track
"Sprint, Men",Jens Fiedler,GER,3,2000,Cycling Track
"Sprint, Women",F�licia Ballanger,FRA,1,2000,Cycling Track
"Sprint, Women",Oksana Grishina,RUS,2,2000,Cycling Track
"Sprint, Women",Iryna Yanovych,UKR,3,2000,Cycling Track
"Team Pursuit, 4,000 metres, Men",Germany,GER,1,2000,Cycling Track
"Team Pursuit, 4,000 metres, Men",Ukraine,UKR,2,2000,Cycling Track
"Team Pursuit, 4,000 metres, Men",Great Britain,GBR,3,2000,Cycling Track
"Team Sprint, Men",France,FRA,1,2000,Cycling Track
"Team Sprint, Men",Great Britain,GBR,2,2000,Cycling Track
"Team Sprint, Men",Australia,AUS,3,2000,Cycling Track
"Platform, Men",Tian Liang,CHN,1,2000,Diving
"Platform, Men",Hu Jia,CHN,2,2000,Diving
"Platform, Men",Dmitry Sautin,RUS,3,2000,Diving
"Platform, Women",Laura Wilkinson,USA,1,2000,Diving
"Platform, Women",Li Na,CHN,2,2000,Diving
"Platform, Women",Anne Montminy,CAN,3,2000,Diving
"Springboard, Men",Xiong Ni,CHN,1,2000,Diving
"Springboard, Men",Fernando Platas,MEX,2,2000,Diving
"Springboard, Men",Dmitry Sautin,RUS,3,2000,Diving
"Springboard, Women",Fu Mingxia,CHN,1,2000,Diving
"Springboard, Women",Guo Jingjing,CHN,2,2000,Diving
"Springboard, Women",DÃ¶rte Lindner,GER,3,2000,Diving
"Synchronized Platform, Men",Russian Federation,RUS,1,2000,Diving
"Synchronized Platform, Men",People's Republic of China,CHN,2,2000,Diving
"Synchronized Platform, Men",Germany,GER,3,2000,Diving
"Synchronized Platform, Women",People's Republic of China,CHN,1,2000,Diving
"Synchronized Platform, Women",Canada,CAN,2,2000,Diving
"Synchronized Platform, Women",Australia,AUS,3,2000,Diving
"Synchronized Springboard, Men",People's Republic of China,CHN,1,2000,Diving
"Synchronized Springboard, Men",Russian Federation,RUS,2,2000,Diving
"Synchronized Springboard, Men",Australia,AUS,3,2000,Diving
"Synchronized Springboard, Women",Russian Federation,RUS,1,2000,Diving
"Synchronized Springboard, Women",People's Republic of China,CHN,2,2000,Diving
"Synchronized Springboard, Women",Ukraine,UKR,3,2000,Diving
"Individual, Open",Anky van Grunsven,NED,1,2000,Equestrian Dressage
"Individual, Open",Isabell Werth,GER,2,2000,Equestrian Dressage
"Individual, Open",Ulla Salzgeber,GER,3,2000,Equestrian Dressage
"Team, Open",Germany,GER,1,2000,Equestrian Dressage
"Team, Open",Netherlands,NED,2,2000,Equestrian Dressage
"Team, Open",United States,USA,3,2000,Equestrian Dressage
"Individual, Open",David O'Connor,USA,1,2000,Equestrian Eventing
"Individual, Open",Andrew Hoy,AUS,2,2000,Equestrian Eventing
"Individual, Open",Mark Todd,NZL,3,2000,Equestrian Eventing
"Team, Open",Australia,AUS,1,2000,Equestrian Eventing
"Team, Open",Great Britain,GBR,2,2000,Equestrian Eventing
"Team, Open",United States,USA,3,2000,Equestrian Eventing
"Individual, Open",Jeroen Dubbeldam,NED,1,2000,Equestrian Jumping
"Individual, Open",Albert Voorn,NED,2,2000,Equestrian Jumping
"Individual, Open",Khaled Al-Eid,KSA,3,2000,Equestrian Jumping
"Team, Open",Germany,GER,1,2000,Equestrian Jumping
"Team, Open",Switzerland,SUI,2,2000,Equestrian Jumping
"Team, Open",Brazil,BRA,3,2000,Equestrian Jumping
"ÃpÃ©e, Individual, Men",Pavel Kolobkov,RUS,1,2000,Fencing
"ÃpÃ©e, Individual, Men",Hugues Obry,FRA,2,2000,Fencing
"ÃpÃ©e, Individual, Men",Lee Sang-Gi,KOR,3,2000,Fencing
"ÃpÃ©e, Individual, Women",TÃ­mea Nagy,HUN,1,2000,Fencing
"ÃpÃ©e, Individual, Women",Gianna HablÃ¼tzel-BÃ¼rki,SUI,2,2000,Fencing
"ÃpÃ©e, Individual, Women",Laura Flessel-Colovic,FRA,3,2000,Fencing
"ÃpÃ©e, Team, Men",Italy,ITA,1,2000,Fencing
"ÃpÃ©e, Team, Men",France,FRA,2,2000,Fencing
"ÃpÃ©e, Team, Men",Cuba,CUB,3,2000,Fencing
"ÃpÃ©e, Team, Women",Russian Federation,RUS,1,2000,Fencing
"ÃpÃ©e, Team, Women",Switzerland,SUI,2,2000,Fencing
"ÃpÃ©e, Team, Women",People's Republic of China,CHN,3,2000,Fencing
"Foil, Individual, Men",Kim Yeong-Ho,KOR,1,2000,Fencing
"Foil, Individual, Men",Ralf BiÃdorf,GER,2,2000,Fencing
"Foil, Individual, Men",Dmitry Shevchenko,RUS,3,2000,Fencing
"Foil, Individual, Women",Valentina Vezzali,ITA,1,2000,Fencing
"Foil, Individual, Women",Rita KÃ¶nig,GER,2,2000,Fencing
"Foil, Individual, Women",Giovanna Trillini,ITA,3,2000,Fencing
"Foil, Team, Men",France,FRA,1,2000,Fencing
"Foil, Team, Men",People's Republic of China,CHN,2,2000,Fencing
"Foil, Team, Men",Italy,ITA,3,2000,Fencing
"Foil, Team, Women",Italy,ITA,1,2000,Fencing
"Foil, Team, Women",Poland,POL,2,2000,Fencing
"Foil, Team, Women",Germany,GER,3,2000,Fencing
"Sabre, Individual, Men",Mihai Covaliu,ROU,1,2000,Fencing
"Sabre, Individual, Men",Matthieu Gourdain,FRA,2,2000,Fencing
"Sabre, Individual, Men",Wiradech Kothny,GER,3,2000,Fencing
"Sabre, Team, Men",Russian Federation,RUS,1,2000,Fencing
"Sabre, Team, Men",France,FRA,2,2000,Fencing
"Sabre, Team, Men",Germany,GER,3,2000,Fencing
"Football, Men",Cameroon,CMR,1,2000,Football
"Football, Men",Spain,ESP,2,2000,Football
"Football, Men",Chile,CHI,3,2000,Football
"Football, Women",Norway,NOR,1,2000,Football
"Football, Women",United States,USA,2,2000,Football
"Football, Women",Germany,GER,3,2000,Football
"Handball, Men",Russian Federation,RUS,1,2000,Handball
"Handball, Men",Sweden,SWE,2,2000,Handball
"Handball, Men",Spain,ESP,3,2000,Handball
"Handball, Women",Denmark,DEN,1,2000,Handball
"Handball, Women",Hungary,HUN,2,2000,Handball
"Handball, Women",Norway,NOR,3,2000,Handball
"Hockey, Men",Netherlands,NED,1,2000,Hockey
"Hockey, Men",Republic of Korea,KOR,2,2000,Hockey
"Hockey, Men",Australia,AUS,3,2000,Hockey
"Hockey, Women",Australia,AUS,1,2000,Hockey
"Hockey, Women",Argentina,ARG,2,2000,Hockey
"Hockey, Women",Netherlands,NED,3,2000,Hockey
"Extra-Lightweight, Men",Tadahiro Nomura,JPN,1,2000,Judo
"Extra-Lightweight, Men",,,1,2000,Judo
"Extra-Lightweight, Men",Jeong Bu-Gyeong,KOR,2,2000,Judo
"Extra-Lightweight, Men",,,2,2000,Judo
"Extra-Lightweight, Men",Aydyn SmagulovManolo Poulot,KGZ,3,2000,Judo
"Extra-Lightweight, Men",,CUB,3,2000,Judo
"Extra-Lightweight, Women",Ryoko Tamura,JPN,1,2000,Judo
"Extra-Lightweight, Women",,,1,2000,Judo
"Extra-Lightweight, Women",Lyubov Bruletova,RUS,2,2000,Judo
"Extra-Lightweight, Women",,,2,2000,Judo
"Extra-Lightweight, Women",Ann SimonsAnna-Maria Gradante,BEL,3,2000,Judo
"Extra-Lightweight, Women",,GER,3,2000,Judo
"Half-Heavyweight, Men",Kosei Inoue,JPN,1,2000,Judo
"Half-Heavyweight, Men",,,1,2000,Judo
"Half-Heavyweight, Men",Nicolas Gill,CAN,2,2000,Judo
"Half-Heavyweight, Men",,,2,2000,Judo
"Half-Heavyweight, Men",StÃ©phane TraineauYury Styopkin,FRA,3,2000,Judo
"Half-Heavyweight, Men",,RUS,3,2000,Judo
"Half-Heavyweight, Women",Tang Lin,CHN,1,2000,Judo
"Half-Heavyweight, Women",,,1,2000,Judo
"Half-Heavyweight, Women",CÃ©line Lebrun,FRA,2,2000,Judo
"Half-Heavyweight, Women",,,2,2000,Judo
"Half-Heavyweight, Women",Emanuela PierantozziSimona Richter,ITA,3,2000,Judo
"Half-Heavyweight, Women",,ROU,3,2000,Judo
"Half-Lightweight, Men",HÃ¼seyin Ãzkan,TUR,1,2000,Judo
"Half-Lightweight, Men",,,1,2000,Judo
"Half-Lightweight, Men",Larbi Benboudaoud,FRA,2,2000,Judo
"Half-Lightweight, Men",,,2,2000,Judo
"Half-Lightweight, Men",Giorgi VazagashviliGirolamo Giovinazzo,GEO,3,2000,Judo
"Half-Lightweight, Men",,ITA,3,2000,Judo
"Half-Lightweight, Women",Legna Verdecia,CUB,1,2000,Judo
"Half-Lightweight, Women",,,1,2000,Judo
"Half-Lightweight, Women",Noriko Sugawara-Narazaki,JPN,2,2000,Judo
"Half-Lightweight, Women",,,2,2000,Judo
"Half-Lightweight, Women",Kye Sun-HuiLiu Yuxiang,PRK,3,2000,Judo
"Half-Lightweight, Women",,CHN,3,2000,Judo
"Half-Middleweight, Men",Makoto Takimoto,JPN,1,2000,Judo
"Half-Middleweight, Men",,,1,2000,Judo
"Half-Middleweight, Men",Jo In-Cheol,KOR,2,2000,Judo
"Half-Middleweight, Men",,,2,2000,Judo
"Half-Middleweight, Men",Aleksei BudÃµlinNuno Delgado,EST,3,2000,Judo
"Half-Middleweight, Men",,POR,3,2000,Judo
"Half-Middleweight, Women",SÃ©verine Vandenhende,FRA,1,2000,Judo
"Half-Middleweight, Women",,,1,2000,Judo
"Half-Middleweight, Women",Li Shufang,CHN,2,2000,Judo
"Half-Middleweight, Women",,,2,2000,Judo
"Half-Middleweight, Women",Gella VandecaveyeJeong Seong-Suk,BEL,3,2000,Judo
"Half-Middleweight, Women",,KOR,3,2000,Judo
"Heavyweight, Men",David Douillet,FRA,1,2000,Judo
"Heavyweight, Men",,,1,2000,Judo
"Heavyweight, Men",Shinichi Shinohara,JPN,2,2000,Judo
"Heavyweight, Men",,,2,2000,Judo
"Heavyweight, Men",Indrek PertelsonTamerlan Tmenov,EST,3,2000,Judo
"Heavyweight, Men",,RUS,3,2000,Judo
"Heavyweight, Women",Yuan Hua,CHN,1,2000,Judo
"Heavyweight, Women",,,1,2000,Judo
"Heavyweight, Women",Daima BeltrÃ¡n,CUB,2,2000,Judo
"Heavyweight, Women",,,2,2000,Judo
"Heavyweight, Women",Kim Seon-YeongMayumi Yamashita,KOR,3,2000,Judo
"Heavyweight, Women",,JPN,3,2000,Judo
"Lightweight, Men",Giuseppe Maddaloni,ITA,1,2000,Judo
"Lightweight, Men",,,1,2000,Judo
"Lightweight, Men",Tiago Camilo,BRA,2,2000,Judo
"Lightweight, Men",,,2,2000,Judo
"Lightweight, Men",Anatol LarukouVsevolods ZeÄ¼onijs,BLR,3,2000,Judo
"Lightweight, Men",,LAT,3,2000,Judo
"Lightweight, Women",Isabel FernÃ¡ndez,ESP,1,2000,Judo
"Lightweight, Women",,,1,2000,Judo
"Lightweight, Women",Driulis GonzÃ¡lez,CUB,2,2000,Judo
"Lightweight, Women",,,2,2000,Judo
"Lightweight, Women",Kie KusakabeMÃ¡ria Pekli,JPN,3,2000,Judo
"Lightweight, Women",,AUS,3,2000,Judo
"Middleweight, Men",Mark Huizinga,NED,1,2000,Judo
"Middleweight, Men",,,1,2000,Judo
"Middleweight, Men",Carlos Honorato,BRA,2,2000,Judo
"Middleweight, Men",,,2,2000,Judo
"Middleweight, Men",FrÃ©dÃ©ric DemontfauconRuslan Mashurenko,FRA,3,2000,Judo
"Middleweight, Men",,UKR,3,2000,Judo
"Middleweight, Women",Sibelis Veranes,CUB,1,2000,Judo
"Middleweight, Women",,,1,2000,Judo
"Middleweight, Women",Kate Howey,GBR,2,2000,Judo
"Middleweight, Women",,,2,2000,Judo
"Middleweight, Women",Jo Min-SeonYlenia Scapin,KOR,3,2000,Judo
"Middleweight, Women",,ITA,3,2000,Judo
"Individual, Men",Dmitry Svatkovsky,RUS,1,2000,Modern Pentathlon
"Individual, Men",GÃ¡bor Balogh,HUN,2,2000,Modern Pentathlon
"Individual, Men",Paval Douhal,BLR,3,2000,Modern Pentathlon
"Individual, Women",Steph Cook,GBR,1,2000,Modern Pentathlon
"Individual, Women",Emily deRiel,USA,2,2000,Modern Pentathlon
"Individual, Women",Kate Allenby,GBR,3,2000,Modern Pentathlon
"Group, Women",Russian Federation,RUS,1,2000,Rhythmic Gymnastics
"Group, Women",Belarus,BLR,2,2000,Rhythmic Gymnastics
