Country_x,Country Code,Gold,Silver,Bronze,Total,Year,Host_City,Host_Country,GDP,Country_y,Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020
Colombia,COL,0,0,2,2,2004,Athens,GRC,1.17082E+11,Colombia,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.492777,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.31692,5179.650627,2523.667877,11864.03068
Serbia and Montenegro,SCG,0,2,0,2,2004,Athens,GRC,,,,,,,,,,,,,,,,,,,
Slovakia,SVK,2,2,2,6,2004,Athens,GRC,57332015148,Slovakia,North,East,6747.510414,6648.953818,299.7667061,5061.32444,1217.903049,7451.260557,6021.084807,936.0593313,5627.508364,9253.71086,805.3749423,5444.554674,961.436064,5901.285218,6747.510414
China,CHN,32,17,14,63,2004,Athens,GRC,1.95535E+12,China,North,East,1307.919095,11838.94405,5742.91982,10478.68767,4442.798842,12806.04837,583.2324219,6227.332336,10959.52333,5414.624777,5065.428159,0,6399.345926,9710.393207,1307.919095
Eritrea,ERI,0,0,1,1,2004,Athens,GRC,1109054005,Eritrea,North,East,5698.238423,7520.781444,2708.77619,6572.56989,2778.712564,8659.07919,5038.790224,2685.836782,6833.594754,7021.173488,1750.880118,4560.723013,3266.569667,5178.781122,5698.238423
Egypt,EGY,1,1,3,5,2004,Athens,GRC,78782467532,Egypt,North,East,5937.549254,7150.115523,1644.840016,5923.588067,1787.807171,8160.910325,5230.96362,1765.939261,6313.214457,7899.79732,669.8243057,4690.69353,2251.730749,5458.498004,5937.549254
Mongolia,MNG,0,0,1,1,2004,Athens,GRC,1992066808,,,,,,,,,,,,,,,,,,
Chinese Taipei,TPE,2,2,1,5,2004,Athens,GRC,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,3,2,0,5,2004,Athens,GRC,1.03905E+11,New Zealand,South,East,5633.175948,15503.5678,10817.74758,14901.59198,10022.90373,16800.39824,6014.854576,10995.36704,15046.35597,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
United Arab Emirates,ARE,1,0,0,1,2004,Athens,GRC,1.47824E+11,United Arab Emirates,North,East,4730.337681,8378.607233,2851.436459,7236.213596,2339.672718,9440.416213,4047.603538,3077.394819,7596.262186,6644.012629,1913.865226,3544.336769,3503.081144,6235.222111,4730.337681
Cuba,CUB,9,7,11,27,2004,Athens,GRC,38203000000,Cuba,North,West,12145.25931,959.7442546,5405.504836,1589.019027,6900.018534,2107.325425,11438.33193,4777.760803,745.7027539,13337.29637,5856.225524,10893.17319,4892.460575,3823.071369,12145.25931
Croatia,HRV,1,2,2,5,2004,Athens,GRC,41587470547,Croatia,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540205,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556
Denmark,DNK,2,1,5,8,2004,Athens,GRC,2.51373E+11,Denmark,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.548789,7280.410025,6357.022542,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
Morocco,MAR,2,1,0,3,2004,Athens,GRC,59626020162,,,,,,,,,,,,,,,,,,
Turkey,TUR,3,3,4,10,2004,Athens,GRC,4.08876E+11,Turkey,North,East,5854.362249,7323.680996,1288.161151,5916.970404,1126.75407,8241.393981,5132.585459,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.556338,5972.752883,5854.362249
Ukraine,UKR,8,5,9,22,2004,Athens,GRC,64819702952,Ukraine,North,East,6056.209007,7382.890611,1031.840473,5788.892242,524.677622,8186.342068,5329.522555,1653.359066,6364.271004,8793.543374,953.4060461,4749.510579,1657.632371,6449.854166,6056.209007
Czech Republic,CZE,1,3,5,9,2004,Athens,GRC,1.19814E+11,Czech Republic,North,East,6919.883139,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297,5615.044697,784.3676487,5929.78558,6919.883139
Estonia,EST,0,1,2,3,2004,Athens,GRC,12144397516,Estonia,North,East,6494.667894,7290.647702,1039.512225,5544.152061,749.304823,7983.700543,5771.79885,1731.29871,6198.651988,9441.214208,1494.198241,5188.569733,1444.977146,6764.458204,6494.667894
Slovenia,SVN,0,1,3,4,2004,Athens,GRC,34414784504,Slovenia,North,East,6879.710699,6464.243825,208.6648808,4908.681416,1414.692547,7285.447633,6154.033587,737.3979486,5456.411672,9287.48053,767.6279331,5580.099681,866.7208941,5700.065109,6879.710699
Kenya,KEN,1,4,2,7,2004,Athens,GRC,16095337094,Kenya,South,East,6180.346418,7534.91925,3663.960524,6913.67838,3907.068774,8790.313582,5586.393433,3483.27501,7025.59752,6658.214324,2766.641737,5180.772477,4137.111253,4600.32871,6180.346418
Syria,SYR,0,0,1,1,2004,Athens,GRC,25086930693,Syria,North,East,5651.84829,7450.08623,1688.956147,6159.345715,1529.684488,8431.490815,4939.228021,1939.032452,6583.195225,7805.583634,754.6925338,4390.323618,2337.942252,5814.922835,5651.84829
North Korea,PRK,0,4,1,5,2004,Athens,GRC,0,North Korea,North,East,818.0765882,12328.86427,6240.433449,10976.41656,4932.966251,13301.83066,139.2035301,6724.770867,11455.00145,5229.235973,5561.440052,497.8727621,6896.2761,10144.60384,818.0765882
Argentina,ARG,2,0,4,6,2004,Athens,GRC,1.64658E+11,Argentina,South,West,11979.01152,4384.369678,7015.770065,5707.86309,8266.251627,5802.97869,11379.30611,6344.970262,5013.546431,11533.28485,6837.56043,10951.96318,6877.436486,1303.080956,11979.01152
Norway,NOR,5,0,1,6,2004,Athens,GRC,2.64512E+11,Norway,North,East,7244.041585,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.100898,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041585
Portugal,PRT,0,2,1,3,2004,Athens,GRC,1.89035E+11,Portugal,North,West,8123.950193,5089.808385,1313.294218,3661.993235,2795.165071,5966.667892,7404.156141,648.5692576,4123.443749,10074.42094,1778.72057,6841.824291,1020.472164,4622.586205,8123.950193
Cameroon,CMR,1,0,0,1,2004,Athens,GRC,17462229589,Cameroon,North,East,7348.660545,6127.096655,3080.1856,5560.694684,3855.419933,7382.937537,6706.052031,2662.023508,5628.709012,8059.947265,2442.711544,6241.863267,3360.488213,3490.276702,7348.660545
Belarus,BLR,2,5,6,13,2004,Athens,GRC,23144351852,Belarus,North,East,6256.598253,7296.41535,935.1490671,5643.896773,564.6581814,8059.243893,5530.60053,1607.224845,6248.983632,9062.64947,1119.665581,4948.72656,1500.729049,6528.100653,6256.598253
Paraguay,PRY,0,1,0,1,2004,Athens,GRC,9624440836,Paraguay,South,West,11542.324,3814.736805,6299.400476,4972.487104,7589.327721,5265.786059,10920.39342,5620.623829,4321.64976,11400.71695,6176.454321,10470.85509,6132.240273,786.1573609,11542.324
Bahamas,BHS,1,0,1,2,2004,Athens,GRC,9055290000,Bahamas,North,West,11862.7069,1262.03307,5102.498263,1413.853863,6596.803801,2325.242769,11154.14467,4477.864708,717.2687331,13117.11126,5563.622291,10606.93156,4586.923845,3795.177807,11862.7069
Romania,ROU,8,5,6,19,2004,Athens,GRC,74972669057,Romania,North,East,6228.097396,7051.390932,836.5549451,5551.830735,986.0993251,7912.450468,5502.835655,1321.603461,6076.26716,8702.45026,483.5920645,4930.228611,1509.274895,5982.617879,6228.097396
Uzbekistan,UZB,2,1,2,5,2004,Athens,GRC,12030023548,Uzbekistan,North,East,3870.814474,9308.331593,3176.889203,7904.552329,1992.981727,10240.65463,3145.51278,3654.401516,8396.304708,6850.530992,2504.431063,2574.178894,3840.121994,7559.38737,3870.814474
Nigeria,NGA,0,0,2,2,2004,Athens,GRC,1.36386E+11,Nigeria,North,East,7455.2043,5852.586799,2707.220472,5177.672048,3597.034241,7069.267805,6793.105494,2249.106833,5289.456754,8396.028256,2156.816829,6306.356951,2946.992593,3530.265723,7455.2043
Russia,RUS,28,26,36,90,2004,Athens,GRC,5.91017E+11,Russia,North,East,5749.743872,7858.834811,1494.716181,6203.539526,0,8622.58711,5025.941222,2151.918173,6813.557769,8753.948266,1447.592636,4442.798842,2061.448482,6968.657073,5749.743872
Bulgaria,BGR,2,1,9,12,2004,Athens,GRC,26157894737,Bulgaria,North,East,6375.306752,6867.582742,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345,8751.145986,336.3297301,5081.741124,1410.485748,5785.377927,6375.306752
Poland,POL,3,2,5,10,2004,Athens,GRC,2.5511E+11,Poland,North,East,6576.973455,6939.959522,583.3806667,5292.530216,921.6337616,7704.178945,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.557363,6251.798635,6576.973455
South Korea,KOR,9,12,9,30,2004,Athens,GRC,7.93175E+11,South Korea,North,East,726.745582,12380.98084,6318.972954,11047.48495,5025.941222,13364.69711,0,6794.252899,11517.21381,5093.35796,5626.014846,583.2324219,6977.307506,10153.1711,726.745582
United Kingdom,GBR,9,9,12,30,2004,Athens,GRC,2.41205E+12,United Kingdom,North,West,7703.968961,5845.682904,672.7454291,4143.169369,2061.448482,6562.775491,6977.307506,698.5270459,4762.576734,10138.65589,1597.437237,6399.345926,0,5639.574982,7703.968961
Azerbaijan,AZE,1,0,4,5,2004,Athens,GRC,8680370408,Azerbaijan,North,East,4929.188187,8246.251439,2143.280101,6841.54925,1240.420589,9171.991444,4205.953166,2588.606963,7327.578349,7549.013006,1437.275639,3638.902247,2814.342634,6682.150324,4929.188187
Canada,CAN,3,6,3,12,2004,Athens,GRC,1.02669E+12,Canada,North,West,11761.45096,2215.276999,4754.326022,17.85869536,6197.178624,2462.817034,11038.50466,4244.864848,933.6493084,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
Venezuela,VEN,0,0,2,2,2004,Athens,GRC,1.12453E+11,Venezuela,North,West,11393.90381,1880.336481,5001.499562,2478.228765,6472.067202,3263.545939,10704.02322,4322.067839,1888.620258,12274.09993,5262.688568,10180.21662,4605.444286,2623.070951,11393.90381
Latvia,LVA,0,4,0,4,2004,Athens,GRC,14401882399,Latvia,North,East,6472.043995,7201.990217,894.9542101,5493.861259,728.3641535,7923.971011,5747.233569,1588.211167,6127.493309,9332.163291,1307.988135,5164.406898,1364.93856,6597.559388,6472.043995
Austria,AUT,2,4,1,7,2004,Athens,GRC,3.00904E+11,Austria,North,East,6793.721355,6605.111663,253.3477585,5014.993429,1259.691378,7405.428284,6067.31086,896.7318071,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.69563,6793.721355
Germany,DEU,13,16,20,49,2004,Athens,GRC,2.80919E+12,Germany,North,East,6996.068785,6545.682423,301.1745652,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867,6034.938596,6996.068785
Georgia,GEO,2,2,0,4,2004,Athens,GRC,5125365192,Georgia,North,East,5210.31762,7989.188838,1856.103859,6561.834163,1043.181871,8900.183338,4486.216107,2311.219648,7057.317445,7806.525428,1179.099063,3916.968587,2527.087975,6528.559336,5210.31762
Lithuania,LTU,1,2,0,3,2004,Athens,GRC,22627507452,Lithuania,North,East,6381.32622,7207.311549,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874,1543.745159,6150.070693,9188.192856,1163.042112,5073.410437,1393.769299,6509.395014,6381.32622
France,FRA,11,9,13,33,2004,Athens,GRC,2.11574E+12,France,North,East,7556.722473,5888.888745,512.7500361,4251.284526,1978.195758,6651.180373,6830.559027,490.5927345,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473
South Africa,ZAF,1,3,2,6,2004,Athens,GRC,2.2859E+11,South Africa,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.294383,4824.036858,7376.785794,6745.83847,4355.817524,6575.494888,5517.89968,3896.346639,7407.288549
Chile,CHL,2,0,1,3,2004,Athens,GRC,99210392858,Chile,South,West,12415.56917,3943.105473,7180.963618,5440.38823,8488.879813,5327.327679,11801.49769,6497.463883,4684.999751,12099.98408,7081.086651,11359.06185,6987.801141,1648.784529,12415.56917
Thailand,THA,3,1,4,8,2004,Athens,GRC,1.72896E+11,Thailand,North,East,2639.858405,10894.46673,5403.220327,9853.859942,4495.759578,12016.64593,2181.014183,5694.182572,10180.8894,4288.053365,4513.761544,1999.226818,6071.491062,8225.412151,2639.858405
Ethiopia,ETH,2,3,2,7,2004,Athens,GRC,10131187261,Ethiopia,North,East,5825.236731,7541.375715,3071.432443,6713.587097,3204.202646,8726.251177,5190.225418,2984.306758,6919.135525,6832.509437,2133.215973,4740.553289,3598.175808,4969.84163,5825.236731
Brazil,BRA,5,2,3,10,2004,Athens,GRC,6.69317E+11,Brazil,South,West,10813.30687,3693.901245,5448.606277,4476.475126,6740.502771,5154.81836,10177.04931,4770.980821,3947.154167,10926.30828,5332.087331,9713.367679,5290.56266,566.3305179,10813.30687
United States,USA,36,39,26,101,2004,Athens,GRC,1.22137E+13,United States,North,West,11833.78191,1869.600659,4870.776436,393.7513086,6335.992081,2286.644968,11113.64006,4324.97978,585.3087828,13461.12519,5488.563128,10549.84124,4276.178945,4712.161285,11833.78191
Belgium,BEL,1,0,2,3,2004,Athens,GRC,3.68537E+11,Belgium,North,East,7465.484676,6040.287639,434.360945,4369.683402,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.8764718,5688.273316,7465.484676
Australia,AUS,17,16,17,50,2004,Athens,GRC,6.1249E+11,Australia,South,East,4913.860856,14055.77408,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.02612,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
Finland,FIN,0,2,0,2,2004,Athens,GRC,1.97117E+11,Finland,North,East,6482.014653,7342.902147,1107.26077,5585.00046,746.7650967,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.672561,6834.621887,6482.014653
Mexico,MEX,0,3,1,4,2004,Athens,GRC,7.82241E+11,Mexico,North,West,13085.252,0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.98813,6810.891865,11838.94405,5845.682904,4215.212132,13085.252
Italy,ITA,10,11,11,32,2004,Athens,GRC,1.80323E+12,Italy,North,East,6965.601489,6274.19585,457.0470028,4804.931403,1671.339599,7145.651673,6242.692758,552.6489258,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
France,FRA,7,16,20,43,2008,Beijing,CHN,2.91838E+12,France,North,East,7556.722473,5888.888745,512.7500361,4251.284526,1978.195758,6651.180373,6830.559027,490.5927345,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473
Jamaica,JAM,5,4,2,11,2008,Beijing,CHN,13709402085,Jamaica,North,West,11864.67244,1236.734863,5239.56893,1898.1793,6731.907691,2533.832026,11163.59644,4588.574072,1169.020544,12937.85528,5622.544845,10625.97286,4766.776959,3358.553399,11864.67244
Egypt,EGY,0,0,2,2,2008,Beijing,CHN,1.62818E+11,Egypt,North,East,5937.549254,7150.115523,1644.840016,5923.588067,1787.807171,8160.910325,5230.96362,1765.939261,6313.214457,7899.79732,669.8243057,4690.69353,2251.730749,5458.498004,5937.549254
Estonia,EST,1,1,0,2,2008,Beijing,CHN,24371299253,Estonia,North,East,6494.667894,7290.647702,1039.512225,5544.152061,749.304823,7983.700543,5771.79885,1731.29871,6198.651988,9441.214208,1494.198241,5188.569733,1444.977146,6764.458204,6494.667894
Ethiopia,ETH,4,2,1,7,2008,Beijing,CHN,27066912635,Ethiopia,North,East,5825.236731,7541.375715,3071.432443,6713.587097,3204.202646,8726.251177,5190.225418,2984.306758,6919.135525,6832.509437,2133.215973,4740.553289,3598.175808,4969.84163,5825.236731
Italy,ITA,8,9,10,27,2008,Beijing,CHN,2.39886E+12,Italy,North,East,6965.601489,6274.19585,457.0470028,4804.931403,1671.339599,7145.651673,6242.692758,552.6489258,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
Israel,ISR,0,0,1,1,2008,Beijing,CHN,2.16339E+11,Israel,North,West,9545.281424,3599.434447,2789.484197,2405.821572,4281.513384,4542.314516,8831.816724,2141.753037,2694.912581,11133.55699,3222.927642,8278.673099,2345.355354,3794.449952,9545.281424
Finland,FIN,1,1,2,4,2008,Beijing,CHN,2.84554E+11,Finland,North,East,6482.014653,7342.902147,1107.26077,5585.00046,746.7650967,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.672561,6834.621887,6482.014653
Japan,JPN,9,8,8,25,2008,Beijing,CHN,5.03791E+12,,North,East,0,13085.252,7045.276098,11770.5309,5749.743872,14081.24317,726.745582,7516.740596,12233.30886,4840.279356,6345.328465,1307.919095,7703.968961,10769.55288,0
Iceland,ISL,0,1,0,1,2008,Beijing,CHN,18074622987,Iceland,North,West,9018.393459,5245.729781,2118.677261,3215.614734,3271.92983,5670.837692,8293.256423,2033.618074,4018.727677,11605.73176,3064.859153,7710.615495,1467.43064,6118.429833,9018.393459
Iran,IRN,1,0,1,2,2008,Beijing,CHN,4.12336E+11,Iran,North,East,4823.938424,8287.941294,2339.062511,6961.793767,1576.846874,9257.380845,4107.946907,2713.733005,7409.591644,7254.599739,1527.219054,3554.869761,3011.220363,6543.354447,4823.938424
Indonesia,IDN,1,1,4,6,2008,Beijing,CHN,5.10229E+11,Indonesia,South,East,3406.248969,11355.18349,6387.855745,10554.00055,5678.433253,12574.16717,3189.364766,6566.579415,10773.73946,3108.08264,5439.40113,3194.294807,7035.269185,8248.577302,3406.248969
Georgia,GEO,3,2,2,7,2008,Beijing,CHN,12795076469,Georgia,North,East,5210.31762,7989.188838,1856.103859,6561.834163,1043.181871,8900.183338,4486.216107,2311.219648,7057.317445,7806.525428,1179.099063,3916.968587,2527.087975,6528.559336,5210.31762
Germany,DEU,16,11,14,41,2008,Beijing,CHN,3.73003E+12,Germany,North,East,6996.068785,6545.682423,301.1745652,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867,6034.938596,6996.068785
Greece,GRC,0,2,1,3,2008,Beijing,CHN,3.54461E+11,Greece,North,East,6345.328465,6810.891865,975.5308696,5434.583731,1447.592636,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0,5065.428159,1597.437237,5536.760728,6345.328465
India,IND,1,0,2,3,2008,Beijing,CHN,1.1989E+12,India,North,East,3450.654954,9642.938962,3830.183598,8420.785316,2865.1176,10674.39927,2765.282337,4190.254101,8826.80147,5899.440123,2998.497325,2268.419035,4502.711561,7460.785766,3450.654954
Ecuador,ECU,0,1,0,1,2008,Beijing,CHN,61762635000,Ecuador,South,West,12156.84033,1751.057174,5933.981684,3153.505132,7390.888545,3211.279169,11479.5843,5248.210076,2362.233328,12748.09767,6138.247458,10969.94912,5559.62504,2481.100965,12156.84033
Ireland,IRL,0,1,2,3,2008,Beijing,CHN,2.7482E+11,Ireland,North,West,8052.048537,5591.358463,1029.328577,3827.483511,2380.123695,6261.276638,7325.311382,933.5597391,4477.958742,10484.38373,1943.408303,6746.474883,356.6840144,5627.79411,8052.048537
Cameroon,CMR,1,0,0,1,2008,Beijing,CHN,26516681614,Cameroon,North,East,7348.660545,6127.096655,3080.1856,5560.694684,3855.419933,7382.937537,6706.052031,2662.023508,5628.709012,8059.947265,2442.711544,6241.863267,3360.488213,3490.276702,7348.660545
Canada,CAN,3,9,8,20,2008,Beijing,CHN,1.55299E+12,Canada,North,West,11761.45096,2215.276999,4754.326022,17.85869536,6197.178624,2462.817034,11038.50466,4244.864848,933.6493084,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
Morocco,MAR,0,1,1,2,2008,Beijing,CHN,92507257784,,,,,,,,,,,,,,,,,,
Armenia,ARM,0,1,4,5,2008,Beijing,CHN,11662040714,Armenia,North,East,5214.490326,7961.875734,1871.185441,6556.044561,1125.260362,8885.04204,4491.701293,2302.565068,7040.666552,7753.556298,1151.612601,3925.377452,2543.617705,6458.829748,5214.490326
Dominican Republic,DOM,1,1,0,2,2008,Beijing,CHN,48122547177,Dominican Republic,North,West,11487.2721,1612.442273,4886.808196,1904.989689,6376.817129,2870.00037,10786.56445,4229.632888,1337.705457,12581.6325,5251.812676,10249.55334,4429.438769,3188.468904,11487.2721
Austria,AUT,0,1,2,3,2008,Beijing,CHN,4.30294E+11,Austria,North,East,6793.721355,6605.111663,253.3477585,5014.993429,1259.691378,7405.428284,6067.31086,896.7318071,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.69563,6793.721355
Azerbaijan,AZE,1,1,4,6,2008,Beijing,CHN,48852482960,Azerbaijan,North,East,4929.188187,8246.251439,2143.280101,6841.54925,1240.420589,9171.991444,4205.953166,2588.606963,7327.578349,7549.013006,1437.275639,3638.902247,2814.342634,6682.150324,4929.188187
North Korea,PRK,2,2,2,6,2008,Beijing,CHN,0,North Korea,North,East,818.0765882,12328.86427,6240.433449,10976.41656,4932.966251,13301.83066,139.2035301,6724.770867,11455.00145,5229.235973,5561.440052,497.8727621,6896.2761,10144.60384,818.0765882
Bulgaria,BGR,1,1,3,5,2008,Beijing,CHN,54438966420,Bulgaria,North,East,6375.306752,6867.582742,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345,8751.145986,336.3297301,5081.741124,1410.485748,5785.377927,6375.306752
Algeria,DZA,0,1,1,2,2008,Beijing,CHN,1.71001E+11,Algeria,North,East,7456.896815,5704.149817,932.3905579,4339.752748,2285.897025,6626.090244,6739.011809,346.5107264,4779.414037,9430.625168,1115.622926,6180.126784,1044.929886,4809.973012,7456.896815
Brazil,BRA,3,4,10,17,2008,Beijing,CHN,1.69582E+12,Brazil,South,West,10813.30687,3693.901245,5448.606277,4476.475126,6740.502771,5154.81836,10177.04931,4770.980821,3947.154167,10926.30828,5332.087331,9713.367679,5290.56266,566.3305179,10813.30687
