,Gold,Silver,Bronze,Total,GDP,Latitude Hemisphere,Population,Life Expectancy,Average Distance to Games,Total Competitors,Total Medal Count,Total Win Ratio,Total Male Competitors,Male Wins,Male Medal Ratio,Total Female Competitors,Female Wins,Female Medal Ratio,Open Wins,Open Win Ratio
409,3,6,4,8,1201.09,North,117274156,74.966,7089.643002,99,8,0.080808081,62,2,0.032258065,37,6,0.162162162,0,0.0
410,6,2,1,4,31.06681993,North,7912273,73.97292683,4888.823928,100,4,0.04,86,3,0.034883721,14,0,0.0,0,0.0
411,0,0,2,2,162.818,North,79636081,69.971,4721.534724,100,2,0.02,74,1,0.013513514,26,1,0.038461538,0,0.0
412,3,6,4,8,869.693,North,79827868,76.86,4669.026362,100,8,0.08,53,7,0.132075472,47,1,0.021276596,0,0.0
413,0,6,3,6,71.11388297,North,9818227,72.1197561,4675.567093,101,6,0.059405941,75,4,0.053333333,26,0,0.0,0,0.0
414,12,2,4,9,214.314,North,20537875,72.56585366,4620.226079,101,9,0.089108911,40,2,0.05,61,7,0.114754098,0,0.0
415,3,6,5,9,370.921,North,46075721,75.882,6596.774323,101,9,0.089108911,45,4,0.088888889,56,5,0.089285714,0,0.0
416,9,10,10,18,137.278,North,17794055,72.41,5407.725041,101,18,0.178217822,55,10,0.181818182,46,8,0.173913043,0,0.0
417,3,2,1,3,67.98534489,North,7561434,73.61219512,4604.985842,102,3,0.029411765,71,3,0.042253521,31,0,0.0,0,0.0
418,0,4,0,2,195.078,North,7840709,75.81707317,4604.985842,102,2,0.019607843,71,1,0.014084507,31,0,0.0,0,0.0
419,3,0,0,1,280.157,North,6875364,77.80609756,4591.695619,102,1,0.009803922,73,1,0.01369863,29,0,0.0,0,0.0
420,0,2,0,1,363.158,North,87075136,71.61,7089.643002,102,1,0.009803922,76,1,0.013157895,26,0,0.0,0,0.0
421,3,12,2,9,279.841,North,7184250,79.6804878,4591.695619,102,9,0.088235294,64,3,0.046875,38,5,0.131578947,1,0.009803922
422,0,0,2,2,242.054,North,11045011,80.63414634,4570.22862,102,2,0.019607843,65,1,0.015384615,37,1,0.027027027,0,0.0
423,9,4,2,7,695.601,North,8373338,83.60243902,4591.695619,102,7,0.068627451,57,3,0.052631579,45,4,0.088888889,0,0.0
424,0,2,2,3,62.05795503,North,4140099,76.22439024,4905.527072,103,3,0.029126214,84,2,0.023809524,19,1,0.052631579,0,0.0
425,3,4,7,10,196.272,North,10566332,79.02682927,4632.77991,104,10,0.096153846,62,6,0.096774194,42,3,0.071428571,1,0.009615385
426,9,2,4,8,53.64520242,North,4779535,73.44,4940.610108,105,8,0.076190476,99,5,0.050505051,6,1,0.166666667,2,0.019047619
427,6,8,1,7,170.636,North,20058035,74.41219512,4620.226079,105,7,0.066666667,55,2,0.036363636,50,5,0.1,0,0.0
428,6,0,2,4,235.025,South,120694012,62.63,6524.317219,106,4,0.037735849,91,2,0.021978022,15,0,0.0,0,0.0
429,9,6,1,7,27.81760574,North,12729721,73.61268293,4712.2653,107,7,0.065420561,82,5,0.06097561,25,2,0.08,0,0.0
430,3,0,1,2,122.63,North,10063945,75.26097561,4772.6015,107,2,0.018691589,83,1,0.012048193,24,1,0.041666667,0,0.0
431,9,2,2,6,56.58081962,North,4267558,76.92439024,4571.386285,107,6,0.056074766,64,4,0.0625,43,2,0.046511628,0,0.0
432,6,4,2,6,475.74,North,11331422,81.43902439,4675.567093,107,6,0.056074766,72,4,0.055555556,35,2,0.057142857,0,0.0
433,0,4,3,5,109.169,North,13774037,74.64707317,4712.2653,108,5,0.046296296,72,2,0.027777778,36,2,0.055555556,1,0.009259259
434,3,6,1,5,29.16995301,North,5388720,73.05121951,4608.349577,108,5,0.046296296,81,3,0.037037037,27,2,0.074074074,0,0.0
435,24,10,6,19,74.97266906,North,21451748,71.56097561,4620.226079,108,19,0.175925926,50,7,0.14,58,12,0.206896552,0,0.0
436,0,0,1,1,315.953,North,27635827,73.071,6249.581149,108,1,0.009259259,57,0,0.0,51,1,0.019607843,0,0.0
437,0,6,1,4,782.241,North,104514934,75.243,7089.643002,109,4,0.036697248,59,1,0.016949153,50,3,0.06,0,0.0
438,15,6,7,15,73.141,North,11257112,78.446,6467.743547,109,15,0.137614679,65,11,0.169230769,44,4,0.090909091,0,0.0
439,0,6,1,4,279.117,North,86422240,70.736,4721.534724,109,4,0.036697248,75,3,0.04,34,1,0.029411765,0,0.0
440,0,2,2,3,22.05961248,North,7544201,70.46341463,4604.985842,111,3,0.027027027,97,1,0.010309278,14,1,0.071428571,1,0.009009009
441,9,14,5,15,12.29422147,North,8362826,70.89731707,4584.094277,111,15,0.135135135,75,11,0.146666667,36,4,0.111111111,0,0.0
442,6,2,1,4,17.35861085,North,3933004,74.34463415,4905.527072,112,4,0.035714286,101,4,0.03960396,11,0,0.0,0,0.0
443,3,2,1,3,880.556,North,74651046,75.373,4669.026362,112,3,0.026785714,48,2,0.041666667,64,1,0.015625,0,0.0
444,0,2,1,2,2294.8,North,1324517250,68.897,5416.461758,112,2,0.017857143,61,0,0.0,51,2,0.039215686,0,0.0
445,0,4,0,2,118.507,North,36137812,73.64268293,4676.218313,113,2,0.017699115,103,1,0.009708738,10,0,0.0,0,0.0
446,9,2,7,11,207.999,North,16792090,69.52,5407.725041,113,11,0.097345133,73,7,0.095890411,40,4,0.1,0,0.0
447,0,2,0,1,33.97118899,North,47968643,61.091,4721.534724,114,1,0.00877193,108,1,0.009259259,6,0,0.0,0,0.0
448,3,8,3,8,43.151647,North,15012984,66.06,5407.725041,114,8,0.070175439,71,8,0.112676056,43,0,0.0,0,0.0
449,0,2,2,3,496.181,North,11106932,80.38536585,4675.567093,114,3,0.026315789,71,1,0.014084507,43,2,0.046511628,0,0.0
450,3,4,1,4,49.3775229,North,19325000,71.77634146,6264.481855,115,4,0.034782609,95,4,0.042105263,20,0,0.0,0,0.0
451,12,6,0,7,340.471,North,7071850,78.89609756,4591.695619,115,7,0.060869565,72,5,0.069444444,43,1,0.023255814,1,0.008695652
452,12,6,4,11,67.38778863,North,10315241,73.71463415,4632.77991,115,11,0.095652174,76,7,0.092105263,39,4,0.102564103,0,0.0
453,12,4,1,7,385.118,North,8993531,80.49756098,4888.823928,115,7,0.060869565,62,4,0.064516129,53,2,0.037735849,1,0.008695652
454,12,2,0,5,89.36207167,North,8222286,74.96926829,4888.823928,116,5,0.043103448,99,3,0.03030303,17,1,0.058823529,1,0.00862069
455,15,4,4,11,91.37,North,11335108,78.607,6467.743547,117,11,0.094017094,83,9,0.108433735,34,2,0.058823529,0,0.0
456,0,2,1,2,126.207,South,31668939,71.186,7691.760326,118,2,0.016949153,93,1,0.010752688,25,1,0.04,0,0.0
457,9,2,1,5,54.70655726,North,13328593,73.72707317,4712.2653,119,5,0.042016807,90,4,0.044444444,29,1,0.034482759,0,0.0
458,3,2,4,6,152.916,North,5171370,75.19414634,4769.836091,119,6,0.050420168,86,4,0.046511628,33,0,0.0,0,0.0
459,12,2,1,6,187.632,North,5263074,75.59146341,4769.836091,119,6,0.050420168,54,3,0.055555556,65,3,0.046153846,0,0.0
460,6,6,3,8,61.8281665,North,10255063,74.96829268,4632.77991,119,8,0.067226891,86,7,0.081395349,33,1,0.03030303,0,0.0
461,6,4,5,9,149.776,South,14692000,74.33365854,8930.279555,120,9,0.075,92,7,0.076086957,28,2,0.071428571,0,0.0
462,6,8,3,9,327.149,North,5591572,80.05121951,4769.836091,120,9,0.075,70,7,0.1,50,1,0.02,1,0.008333333
463,3,8,4,9,47.72265782,North,9501534,73.82682927,4770.616006,120,9,0.075,53,5,0.094339623,67,4,0.059701493,0,0.0
464,18,10,3,14,701.288,North,55161510,74.05121951,4657.586983,121,14,0.115702479,98,12,0.12244898,23,2,0.086956522,0,0.0
465,12,8,0,8,145.862,North,10608800,77.68536585,4570.22862,121,8,0.066115702,87,7,0.08045977,34,1,0.029411765,0,0.0
466,0,0,3,3,332.442,North,94447071,71.482,4721.534724,121,3,0.024793388,84,1,0.011904762,37,2,0.054054054,0,0.0
467,0,0,1,1,59.13241522,North,34604469,72.81804878,4676.218313,123,1,0.008130081,118,1,0.008474576,5,0,0.0,0,0.0
468,0,8,1,5,517.706,North,9219637,81.1,4888.823928,123,5,0.040650407,50,3,0.06,73,1,0.01369863,1,0.008130081
469,0,6,2,5,1078.49,North,123333379,74.917,7089.643002,123,5,0.040650407,79,3,0.037974684,44,2,0.045454545,0,0.0
470,6,8,4,10,18.69938073,North,12127120,73.70414634,4712.2653,125,10,0.08,105,7,0.066666667,20,3,0.15,0,0.0
471,3,0,0,1,23.23237995,North,4991596,73.43902439,4769.836091,126,1,0.007936508,114,1,0.00877193,12,0,0.0,0,0.0
472,6,12,7,15,313.116,North,5728010,80.85365854,4769.836091,126,15,0.119047619,83,7,0.084337349,43,8,0.186046512,0,0.0
473,0,4,3,5,136.362,South,44967713,56.048,6388.892675,127,5,0.039370079,89,3,0.033707865,38,2,0.052631579,0,0.0
474,15,14,5,17,32.66547206,South,12009000,70.91902439,8930.279555,128,17,0.1328125,104,9,0.086538462,24,7,0.291666667,1,0.0078125
475,0,8,4,8,109.547,North,6441865,76.60853659,4591.695619,129,8,0.062015504,102,5,0.049019608,27,0,0.0,0,0.0
476,24,2,2,11,21.66597532,South,3227100,74.37073171,10162.12167,130,11,0.084615385,98,8,0.081632653,32,0,0.0,0,0.0
477,9,8,0,7,18.29199491,North,14883626,65.45,5407.725041,130,7,0.053846154,86,6,0.069767442,44,1,0.022727273,0,0.0
478,6,6,4,9,133.442,North,15776938,67.11,5407.725041,130,9,0.069230769,60,6,0.1,70,3,0.042857143,0,0.0
479,12,12,6,16,48.95414581,North,8122300,74.71804878,4888.823928,131,16,0.122137405,104,9,0.086538462,27,2,0.074074074,5,0.038167939
480,6,0,4,6,361.558,South,40080159,74.952,7691.760326,132,6,0.045454545,79,3,0.037974684,53,2,0.037735849,1,0.007575758
481,12,6,4,11,208.858,North,10510785,78.07560976,4632.77991,133,11,0.082706767,68,6,0.088235294,65,5,0.076923077,0,0.0
482,3,8,3,8,552.484,North,9519374,81.70487805,4888.823928,133,8,0.060150376,55,6,0.109090909,78,1,0.012820513,1,0.007518797
483,3,8,5,10,41.64982986,South,3531700,76.12439024,10162.12167,134,10,0.074626866,92,4,0.043478261,42,3,0.071428571,3,0.02238806
484,9,6,1,7,236.816,North,10384603,76.97560976,4632.77991,134,7,0.052238806,75,4,0.053333333,59,3,0.050847458,0,0.0
485,0,2,0,1,286.77,South,49779472,55.36,6388.892675,134,1,0.007462687,75,1,0.013333333,59,0,0.0,0,0.0
486,15,4,6,13,143.913,North,14424211,76.23317073,4712.2653,136,13,0.095588235,82,2,0.024390244,54,11,0.203703704,0,0.0
487,9,2,4,8,8.135150892,North,9025347,70.787,6467.743547,137,8,0.058394161,109,6,0.055045872,28,2,0.071428571,0,0.0
488,3,2,2,4,545.982,South,41733271,75.598,7691.760326,137,4,0.02919708,97,3,0.030927835,40,1,0.025,0,0.0
489,3,16,6,15,94.00785105,North,49230585,70.66341463,4657.586983,138,15,0.108695652,118,11,0.093220339,20,2,0.1,2,0.014492754
490,9,14,6,16,10.35051546,North,8540164,71.49439024,4584.094277,138,16,0.115942029,87,11,0.126436782,51,5,0.098039216,0,0.0
491,3,6,1,5,71.82981052,North,20744000,72.35341463,6264.481855,139,5,0.035971223,111,1,0.009009009,28,3,0.107142857,1,0.007194245
492,9,6,11,17,12.73891213,North,9979610,68.91219512,4770.616006,139,17,0.122302158,72,9,0.125,67,8,0.119402985,0,0.0
493,12,12,3,13,130.134,North,10805808,77.88780488,4570.22862,140,13,0.092857143,82,8,0.097560976,58,5,0.086206897,0,0.0
494,3,6,5,9,119.814,North,10197101,75.72195122,4632.77991,142,9,0.063380282,80,5,0.0625,62,4,0.064516129,0,0.0
495,0,4,2,4,284.204,South,36870796,73.576,7691.760326,143,4,0.027972028,98,2,0.020408163,45,2,0.044444444,0,0.0
496,9,4,3,8,282.825,North,48175048,76.732,6596.774323,143,8,0.055944056,73,4,0.054794521,70,4,0.057142857,0,0.0
497,9,6,6,12,142.092,North,8310531,75.74097561,4888.823928,145,12,0.082758621,122,8,0.06557377,23,1,0.043478261,3,0.020689655
498,33,12,9,26,37.25325902,North,22442971,71.16341463,4620.226079,145,26,0.179310345,71,7,0.098591549,74,19,0.256756757,0,0.0
499,3,10,2,8,209.024,South,132383569,64.039,6524.317219,147,8,0.054421769,126,7,0.055555556,21,0,0.0,0,0.0
500,6,4,5,9,261.911,North,14760094,76.8902439,4712.2653,147,9,0.06122449,93,5,0.053763441,54,4,0.074074074,0,0.0
501,3,0,3,4,52.62328196,South,3857700,78.63658537,10162.12167,147,4,0.027210884,77,2,0.025974026,70,1,0.014285714,1,0.006802721
502,9,4,0,5,103.905,South,4087500,79.54878049,10162.12167,148,5,0.033783784,81,3,0.037037037,67,2,0.029850746,0,0.0
503,12,10,3,12,262.835,North,8872109,79.64390244,4888.823928,150,12,0.08,98,7,0.071428571,52,5,0.096153846,0,0.0
504,6,12,3,11,515.655,North,9923085,82.30731707,4888.823928,150,11,0.073333333,64,2,0.03125,86,8,0.093023256,1,0.006666667
505,6,10,6,13,23.14435185,North,9730146,68.95609756,4770.616006,151,13,0.086092715,82,7,0.085365854,69,6,0.086956522,0,0.0
506,27,14,11,27,38.203,North,11250369,77.499,6467.743547,151,27,0.178807947,97,16,0.164948454,54,11,0.203703704,0,0.0
507,6,0,4,6,164.658,South,38491970,74.28,7691.760326,152,6,0.039473684,106,2,0.018867925,46,3,0.065217391,1,0.006578947
508,0,4,1,3,354.461,North,11077841,79.93902439,4570.22862,152,3,0.019736842,82,2,0.024390244,70,1,0.014285714,0,0.0
509,24,8,6,18,128.475,North,9920362,75.06341463,4606.226091,152,18,0.118421053,93,12,0.129032258,59,6,0.101694915,0,0.0
510,0,4,1,3,3.458939358,North,27984155,57.44092683,6422.407919,154,3,0.019480519,128,3,0.0234375,26,0,0.0,0,0.0
511,24,6,4,15,128.471,North,9814023,76.06341463,4606.226091,154,15,0.097402597,88,5,0.056818182,66,10,0.151515152,0,0.0
512,3,6,2,6,232.767,North,37491165,75.34926829,4676.218313,155,6,0.038709677,146,5,0.034246575,9,0,0.0,0,0.0
513,18,8,3,13,13.7895799,North,9554186,72.543,6467.743547,156,13,0.083333333,132,13,0.098484848,24,0,0.0,0,0.0
514,3,12,8,15,14.75684615,North,10160000,68.51219512,4770.616006,157,15,0.095541401,91,11,0.120879121,66,4,0.060606061,0,0.0
515,9,20,17,30,60.8063,North,11236975,78.15,6467.743547,158,30,0.189873418,102,20,0.196078431,56,10,0.178571429,0,0.0
516,24,6,4,15,477.257,North,56433883,73.94317073,4550.870026,159,15,0.094339623,121,10,0.082644628,38,1,0.026315789,4,0.025157233
517,3,4,3,6,330.397,South,143627505,65.553,6524.317219,160,6,0.0375,127,4,0.031496063,33,0,0.0,0,0.0
518,6,10,3,10,65.68510256,North,9464495,71.96585366,4770.616006,160,10,0.0625,89,3,0.033707865,71,6,0.084507042,1,0.00625
519,27,16,8,25,25.0173687,North,10939285,75.686,6467.743547,164,25,0.152439024,111,18,0.162162162,53,7,0.132075472,0,0.0
520,21,10,5,17,160.193,North,38624370,72.24634146,4703.42606,165,17,0.103030303,126,13,0.103174603,39,4,0.102564103,0,0.0
521,12,14,9,20,36.93707428,North,22619004,69.10487805,4620.226079,165,20,0.121212121,98,7,0.071428571,67,13,0.194029851,0,0.0
522,9,8,9,16,87.94223168,North,53235750,70.78,4550.870026,167,16,0.095808383,152,13,0.085526316,15,0,0.0,0,0.0
523,30,20,7,27,63.17541702,North,51675350,70.31170732,4550.870026,168,27,0.160714286,157,23,0.146496815,11,1,0.090909091,3,0.017857143
524,24,14,2,17,51.96728972,South,13177000,71.45756098,8930.279555,168,17,0.101190476,139,5,0.035971223,29,10,0.344827586,2,0.011904762
525,33,14,7,25,146.601,North,101011000,71.61121951,6878.392656,171,25,0.14619883,146,24,0.164383562,25,1,0.04,0,0.0
526,9,10,2,10,158.136,North,10038188,73.70243902,4606.226091,171,10,0.058479532,88,7,0.079545455,83,3,0.036144578,0,0.0
527,30,24,13,35,22.55594118,North,8981446,71.60439024,4584.094277,172,35,0.203488372,104,19,0.182692308,68,16,0.235294118,0,0.0
528,12,12,8,18,25.12166667,North,22794284,69.78439024,4620.226079,173,18,0.104046243,105,7,0.066666667,68,11,0.161764706,0,0.0
529,18,12,8,20,838.971,North,16754962,81.10487805,4712.2653,173,20,0.115606936,94,5,0.053191489,79,11,0.139240506,4,0.023121387
530,0,2,0,1,45.2,North,54689944,62.327,7089.643002,174,1,0.005747126,152,1,0.006578947,22,0,0.0,0,0.0
531,6,22,6,19,109.201,North,8336605,76.81585366,4888.823928,174,19,0.109195402,131,15,0.114503817,43,3,0.069767442,1,0.005747126
532,18,12,7,19,97.51023599,North,40405956,68.19512195,6422.407919,175,19,0.108571429,116,15,0.129310345,59,4,0.06779661,0,0.0
533,42,12,11,31,22.08585824,North,10736386,74.801,6467.743547,176,31,0.176136364,126,23,0.182539683,50,8,0.16,0,0.0
534,6,8,2,8,291.744,North,8840998,78.95902439,4888.823928,177,8,0.04519774,111,4,0.036036036,66,3,0.045454545,1,0.005649718
535,9,8,7,14,60.76348315,North,9527985,70.45609756,4770.616006,177,14,0.079096045,93,9,0.096774194,84,5,0.05952381,0,0.0
536,24,12,3,17,47.21840589,North,10210971,71.24634146,4606.226091,178,17,0.095505618,109,10,0.091743119,69,7,0.101449275,0,0.0
537,9,4,4,9,133.131,South,4259800,80.35121951,10162.12167,178,9,0.050561798,96,7,0.072916667,82,2,0.024390244,0,0.0
538,18,4,5,13,176.207,South,4408100,81.15609756,10162.12167,178,13,0.073033708,96,7,0.072916667,82,5,0.06097561,1,0.005617978
539,3,4,2,5,172.103,North,38330364,76.29536585,4676.218313,179,5,0.027932961,163,4,0.024539877,16,0,0.0,0,0.0
540,0,4,1,3,272.15,South,35246376,72.843,7691.760326,179,3,0.016759777,132,3,0.022727273,47,0,0.0,0,0.0
541,0,2,4,5,104.921,South,14033000,73.01463415,8930.279555,180,5,0.027777778,146,2,0.01369863,34,0,0.0,0,0.0
542,6,2,0,3,400.599,South,154259382,67.141,6524.317219,182,3,0.016483516,132,3,0.022727273,50,0,0.0,0,0.0
543,39,16,8,29,318.031,North,107188000,73.50658537,6878.392656,184,29,0.157608696,148,27,0.182432432,36,2,0.055555556,0,0.0
544,0,8,7,11,206.987,North,8436489,76.97926829,4888.823928,185,11,0.059459459,148,10,0.067567568,37,1,0.027027027,0,0.0
545,3,14,4,12,284.321,North,8668067,77.99878049,4888.823928,187,12,0.064171123,143,10,0.06993007,44,2,0.045454545,0,0.0
546,18,10,3,14,172.219,North,38258629,73.74878049,4703.42606,187,14,0.07486631,129,9,0.069767442,58,5,0.086206897,0,0.0
547,9,4,5,10,255.11,North,38182222,74.84634146,4703.42606,194,10,0.051546392,132,3,0.022727273,62,7,0.112903226,0,0.0
548,12,18,5,18,188.943,South,4714100,81.61243902,10162.12167,195,18,0.092307692,98,7,0.071428571,97,11,0.113402062,0,0.0
549,0,12,6,12,655.421,South,174790339,70.116,6524.317219,198,12,0.060606061,106,5,0.047169811,92,4,0.043478261,3,0.015151515
550,21,6,5,15,129.785,North,51175507,71.3097561,4657.586983,200,15,0.075,169,12,0.071005917,31,1,0.032258065,2,0.01
551,6,12,7,15,362.963,North,15184166,77.21707317,4712.2653,201,15,0.074626866,117,7,0.05982906,84,5,0.05952381,3,0.014925373
552,9,12,10,19,94.33705069,North,38363667,71.0902439,4703.42606,201,19,0.094527363,149,17,0.11409396,52,2,0.038461538,0,0.0
553,12,24,2,18,94.40755835,North,54000000,71.62439024,4727.145661,204,18,0.088235294,160,11,0.06875,44,5,0.113636364,2,0.009803922
554,6,10,4,11,93.35599363,North,45004673,71.47634146,4731.877346,204,11,0.053921569,87,8,0.091954023,117,3,0.025641026,0,0.0
555,6,6,4,9,372.319,North,54220033,73.10243902,4657.586983,206,9,0.04368932,177,7,0.039548023,29,1,0.034482759,1,0.004854369
556,27,6,9,21,1500.11,North,51217803,82.27560976,6422.407919,207,21,0.101449275,103,12,0.116504854,104,9,0.086538462,0,0.0
557,0,4,3,5,113.083,North,22218463,72.93390244,6264.481855,208,5,0.024038462,158,2,0.012658228,50,2,0.04,1,0.004807692
558,24,14,5,20,19.91288986,North,9849457,73.794,6467.743547,208,20,0.096153846,175,18,0.102857143,33,1,0.03030303,1,0.004807692
559,12,4,1,7,34.80501323,North,10319123,72.27170732,4632.77991,208,7,0.033653846,146,6,0.04109589,62,0,0.0,0,0.0
560,24,12,3,17,103.96,North,10107146,72.64878049,4606.226091,209,17,0.081339713,119,10,0.084033613,90,7,0.077777778,0,0.0
561,6,14,4,13,224.717,North,55718260,72.99195122,4550.870026,210,13,0.061904762,183,9,0.049180328,27,2,0.074074074,2,0.00952381
562,12,18,9,22,657.172,North,16281779,79.09512195,4712.2653,210,22,0.104761905,134,9,0.067164179,76,12,0.157894737,1,0.004761905
563,9,4,6,11,498.524,North,38063164,76.74634146,4703.42606,210,11,0.052380952,124,6,0.048387097,86,5,0.058139535,0,0.0
564,27,12,10,25,586.162,North,112775000,75.45682927,6878.392656,213,25,0.117370892,153,24,0.156862745,60,1,0.016666667,0,0.0
565,21,8,10,21,46.65875515,North,10311238,70.32878049,4606.226091,213,21,0.098591549,147,15,0.102040816,66,6,0.090909091,0,0.0
566,9,2,0,4,557.531,South,43590368,76.221,7691.760326,215,4,0.018604651,140,2,0.014285714,75,1,0.013333333,1,0.004651163
567,33,24,7,30,38.73058592,North,10369341,69.11707317,4606.226091,217,30,0.138248848,159,21,0.132075472,58,9,0.155172414,0,0.0
568,15,14,9,21,564.948,North,56314216,73.67560976,4727.145661,219,21,0.095890411,149,17,0.11409396,70,4,0.057142857,0,0.0
569,9,6,9,15,850.426,South,164614682,68.695,6524.317219,221,15,0.067873303,156,7,0.044871795,65,4,0.061538462,4,0.018099548
570,15,6,10,18,145.26,North,54381345,72.07536585,4550.870026,224,18,0.080357143,197,8,0.040609137,27,5,0.185185185,5,0.022321429
571,15,10,3,13,107.76,North,55211700,71.72439024,4727.145661,225,13,0.057777778,175,4,0.022857143,50,2,0.04,7,0.031111111
572,30,16,14,32,1318.38,North,120083000,77.36536585,6878.392656,226,32,0.14159292,174,29,0.166666667,52,3,0.057692308,0,0.0
573,36,10,12,29,355.525,North,43747962,72.49756098,6422.407919,226,29,0.128318584,154,18,0.116883117,72,11,0.152777778,0,0.0
574,6,8,7,13,203.494,North,52793151,72.10731707,4657.586983,227,13,0.057268722,197,10,0.050761421,30,0,0.0,0,0.0
575,3,2,2,4,376.16,North,38766939,76.74707317,4676.218313,229,4,0.017467249,200,2,0.01,29,0,0.0,0,0.0
576,33,22,7,29,30.5654,North,11126423,76.699,6467.743547,229,29,0.126637555,147,22,0.149659864,82,7,0.085365854,0,0.0
577,9,20,10,23,31.26171832,North,49176500,67.67560976,4731.877346,230,23,0.1,139,14,0.100719424,91,9,0.098901099,0,0.0
578,15,8,10,19,175.781,North,45593342,70.94414634,4731.877346,230,19,0.082608696,119,8,0.067226891,111,11,0.099099099,0,0.0
579,27,4,12,23,44.55807685,North,51057800,67.02243902,4731.877346,231,23,0.0995671,146,13,0.089041096,85,10,0.117647059,0,0.0
580,36,18,4,25,416.443,North,15925513,77.98780488,4712.2653,231,25,0.108225108,147,8,0.054421769,84,13,0.154761905,4,0.017316017
581,6,6,6,11,472.63,North,37970087,77.85121951,4703.42606,234,11,0.047008547,139,3,0.021582734,95,8,0.084210526,0,0.0
582,21,10,4,16,947.998,North,16445593,80.25121951,4712.2653,237,16,0.067510549,139,3,0.021582734,98,11,0.112244898,2,0.008438819
583,24,14,4,19,783.528,North,17030314,81.56097561,4712.2653,237,19,0.080168776,105,7,0.066666667,132,12,0.090909091,0,0.0
584,15,14,16,28,530.684,North,56337675,75.0,4657.586983,238,28,0.117647059,189,24,0.126984127,49,3,0.06122449,1,0.004201681
585,12,10,10,19,450.49,North,15530498,77.43560976,4712.2653,239,19,0.079497908,137,7,0.051094891,102,9,0.088235294,3,0.012552301
586,24,10,9,22,64.81970295,North,47451626,68.18536585,4731.877346,239,22,0.092050209,124,9,0.072580645,115,12,0.104347826,1,0.0041841
587,9,10,5,13,232.615,North,56211968,72.77560976,4727.145661,242,13,0.053719008,176,11,0.0625,66,0,0.0,0,0.0
588,12,16,12,24,193.242,South,15544000,75.38780488,8930.279555,242,24,0.099173554,169,16,0.094674556,73,7,0.095890411,1,0.004132231
589,18,4,10,18,23.76413932,South,11167000,70.88097561,8930.279555,243,18,0.074074074,203,10,0.049261084,40,7,0.175,1,0.004115226
590,15,4,3,10,669.317,South,184006479,71.531,6524.317219,243,10,0.041152263,124,6,0.048387097,119,2,0.016806723,2,0.008230453
591,21,8,11,22,179.817,North,46258189,68.25146341,4731.877346,243,22,0.090534979,127,13,0.102362205,116,9,0.077586207,0,0.0
592,48,44,16,54,426.916,North,1164970000,69.355,6152.34114,244,54,0.221311475,117,19,0.162393162,127,34,0.267716535,1,0.004098361
593,9,10,9,17,2465.19,South,199287292,74.209,6524.317219,248,17,0.068548387,131,11,0.083969466,117,6,0.051282051,0,0.0
594,39,18,8,30,1278.43,North,50199853,80.8195122,6422.407919,250,30,0.12,135,22,0.162962963,115,8,0.069565217,0,0.0
595,9,12,5,14,235.658,South,16532200,76.43268293,8930.279555,252,14,0.055555556,180,9,0.05,72,5,0.069444444,0,0.0
596,18,8,4,14,891.609,North,56629288,76.37073171,4550.870026,253,14,0.055335968,212,13,0.061320755,41,1,0.024390244,0,0.0
597,12,6,7,14,3071.68,North,122578000,78.39926829,6878.392656,255,14,0.054901961,186,11,0.059139785,69,3,0.043478261,0,0.0
598,9,16,11,22,3908.81,North,124425000,79.15390244,6878.392656,256,22,0.0859375,175,12,0.068571429,81,9,0.111111111,1,0.00390625
599,12,10,2,11,533.609,North,38125759,75.54390244,4703.42606,257,11,0.042801556,156,8,0.051282051,101,3,0.02970297,0,0.0
600,9,12,3,12,1026.69,North,31940655,79.89268293,6264.481855,262,12,0.045801527,130,6,0.046153846,132,6,0.045454545,0,0.0
601,27,18,12,30,2412.05,North,59987905,78.74634146,4727.145661,264,30,0.113636364,161,15,0.093167702,103,10,0.097087379,5,0.018939394
602,27,24,9,30,793.175,North,48082519,77.66585366,6422.407919,264,30,0.113636364,145,18,0.124137931,119,12,0.100840336,0,0.0
603,39,22,8,32,1047.34,North,49054708,79.51707317,6422.407919,265,32,0.120754717,159,18,0.113207547,106,13,0.122641509,1,0.003773585
604,18,8,6,16,1018.85,North,57627106,76.1,4657.586983,266,16,0.060150376,192,11,0.057291667,74,1,0.013513514,4,0.015037594
605,15,16,5,18,4887.52,North,126843000,81.07609756,6878.392656,266,18,0.067669173,156,5,0.032051282,110,13,0.118181818,0,0.0
606,45,16,9,32,259.947,North,1036825000,68.231,6152.34114,267,32,0.119850187,182,22,0.120879121,85,10,0.117647059,0,0.0
607,42,12,12,32,437.888,North,56576718,75.3895122,4550.870026,268,32,0.119402985,222,25,0.112612613,46,4,0.086956522,3,0.01119403
608,9,8,10,17,1695.82,South,192030362,72.966,6524.317219,268,17,0.063432836,139,10,0.071942446,129,7,0.054263566,0,0.0
609,24,32,17,41,19.83923077,North,8861535,71.15756098,4584.094277,271,41,0.151291513,183,31,0.169398907,88,7,0.079545455,3,0.011070111
610,6,10,11,18,1828.37,North,34714222,81.64878049,6264.481855,273,18,0.065934066,119,9,0.075630252,154,9,0.058441558,0,0.0
611,9,6,3,9,29.36,North,48431971,60.536,7089.643002,275,9,0.032727273,233,7,0.030042918,42,2,0.047619048,0,0.0
