Year,Country Code,Life Expectancy
1985,KNA,
1986,KNA,
1987,KNA,65.95121951
1988,KNA,
1989,KNA,
1990,KNA,
1991,KNA,
1992,KNA,67.95121951
1993,KNA,
1994,KNA,
1995,KNA,
1996,KNA,
1997,KNA,70.03634146
1998,KNA,
1999,KNA,
2000,KNA,
2001,KNA,
2002,KNA,71.33658537
2003,KNA,
2004,KNA,
2005,KNA,
2006,KNA,
2007,KNA,
2008,KNA,
2009,KNA,
2010,KNA,
2011,KNA,
2012,KNA,
2013,KNA,
2014,KNA,
2015,KNA,
2016,KNA,
1964,KOR,57.44092683
1965,KOR,57.96829268
1966,KOR,58.57517073
1967,KOR,59.24146341
1968,KOR,59.94460976
1969,KOR,60.67502439
1970,KOR,62.16341463
1971,KOR,62.61219512
1972,KOR,63.0097561
1973,KOR,63.40731707
1974,KOR,63.80487805
1975,KOR,64.15365854
1976,KOR,64.50243902
1977,KOR,64.9
1978,KOR,65.19756098
1979,KOR,65.54634146
1980,KOR,66.04634146
1981,KOR,66.54634146
1982,KOR,67.09512195
1983,KOR,67.54634146
1984,KOR,68.19512195
1985,KOR,68.79512195
1986,KOR,69.44634146
1987,KOR,69.99756098
1988,KOR,70.54878049
1989,KOR,71.04878049
1990,KOR,71.59756098
1991,KOR,72.04634146
1992,KOR,72.49756098
1993,KOR,72.99756098
1994,KOR,73.39756098
1995,KOR,73.7
1996,KOR,74.15121951
1997,KOR,74.60243902
1998,KOR,75.00487805
1999,KOR,75.4097561
2000,KOR,75.9097561
2001,KOR,76.41219512
2002,KOR,76.76585366
2003,KOR,77.21463415
2004,KOR,77.66585366
2005,KOR,78.16829268
2006,KOR,78.66829268
2007,KOR,79.1195122
2008,KOR,79.51707317
2009,KOR,79.96829268
2010,KOR,80.11707317
2011,KOR,80.56829268
2012,KOR,80.8195122
2013,KOR,81.27073171
2014,KOR,81.72195122
2015,KOR,82.02439024
2016,KOR,82.27560976
1964,KWT,62.265
1965,KWT,62.934
1966,KWT,63.566
1967,KWT,64.158
1968,KWT,64.713
1969,KWT,65.231
1970,KWT,65.715
1971,KWT,66.169
1972,KWT,66.602
1973,KWT,67.02
1974,KWT,67.426
1975,KWT,67.824
1976,KWT,68.217
1977,KWT,68.602
1978,KWT,68.977
1979,KWT,69.342
1980,KWT,69.693
1981,KWT,70.028
1982,KWT,70.344
1983,KWT,70.64
1984,KWT,70.914
1985,KWT,71.167
1986,KWT,71.398
1987,KWT,71.61
1988,KWT,71.805
1989,KWT,71.985
1990,KWT,72.15
1991,KWT,72.3
1992,KWT,72.435
1993,KWT,72.556
1994,KWT,72.666
1995,KWT,72.764
1996,KWT,72.852
1997,KWT,72.931
1998,KWT,73.004
1999,KWT,73.074
2000,KWT,73.142
2001,KWT,73.21
2002,KWT,73.28
2003,KWT,73.355
2004,KWT,73.439
2005,KWT,73.538
2006,KWT,73.66
2007,KWT,73.807
2008,KWT,73.976
2009,KWT,74.162
2010,KWT,74.358
2011,KWT,74.55
2012,KWT,74.728
2013,KWT,74.885
2014,KWT,75.019
2015,KWT,75.13
2016,KWT,75.224
1964,LAC,57.35307473
1965,LAC,57.77856832
1966,LAC,58.20066231
1967,LAC,58.62389183
1968,LAC,59.05194857
1969,LAC,59.48668809
1970,LAC,59.92811215
1971,LAC,60.37412026
1972,LAC,60.82051471
1973,LAC,61.26211763
1974,LAC,61.69706445
1975,LAC,62.12490366
1976,LAC,62.54349883
1977,LAC,62.95586988
1978,LAC,63.36224618
1979,LAC,63.7630591
1980,LAC,64.15893772
1981,LAC,64.54917609
1982,LAC,64.9358677
1983,LAC,65.31525878
1984,LAC,65.69235047
1985,LAC,66.0674782
1986,LAC,66.44196527
1987,LAC,66.81681537
1988,LAC,67.18896406
1989,LAC,67.562033
1990,LAC,67.93334844
1991,LAC,68.30338831
1992,LAC,68.67101267
1993,LAC,69.03338949
1994,LAC,69.39174609
1995,LAC,69.74557688
1996,LAC,70.09642889
1997,LAC,70.44454461
1998,LAC,70.78697903
1999,LAC,71.12410564
2000,LAC,71.45222166
2001,LAC,71.76704962
2002,LAC,72.06815787
2003,LAC,72.35139475
2004,LAC,72.61821842
2005,LAC,72.86918568
2006,LAC,73.10486464
2007,LAC,73.32899691
2008,LAC,73.54395204
2009,LAC,73.75202251
2010,LAC,73.95428629
2011,LAC,74.15197747
2012,LAC,74.34505753
2013,LAC,74.53323932
2014,LAC,74.71799683
2015,LAC,74.89944926
2016,LAC,75.07700747
1964,LAO,44.424
1965,LAO,44.728
1966,LAO,45.033
1967,LAO,45.34
1968,LAO,45.65
1969,LAO,45.962
1970,LAO,46.273
1971,LAO,46.578
1972,LAO,46.876
1973,LAO,47.166
1974,LAO,47.449
1975,LAO,47.722
1976,LAO,47.985
1977,LAO,48.244
1978,LAO,48.503
1979,LAO,48.771
1980,LAO,49.061
1981,LAO,49.386
1982,LAO,49.753
1983,LAO,50.162
1984,LAO,50.61
1985,LAO,51.084
1986,LAO,51.566
1987,LAO,52.04
1988,LAO,52.497
1989,LAO,52.935
1990,LAO,53.364
1991,LAO,53.799
1992,LAO,54.258
1993,LAO,54.753
1994,LAO,55.285
1995,LAO,55.851
1996,LAO,56.44
1997,LAO,57.04
1998,LAO,57.637
1999,LAO,58.225
2000,LAO,58.803
2001,LAO,59.372
2002,LAO,59.937
2003,LAO,60.502
2004,LAO,61.065
2005,LAO,61.625
2006,LAO,62.182
2007,LAO,62.731
2008,LAO,63.271
2009,LAO,63.797
2010,LAO,64.306
2011,LAO,64.797
2012,LAO,65.267
2013,LAO,65.717
2014,LAO,66.144
2015,LAO,66.546
2016,LAO,66.924
1964,LBN,64.435
1965,LBN,64.709
1966,LBN,64.982
1967,LBN,65.255
1968,LBN,65.528
1969,LBN,65.8
1970,LBN,66.067
1971,LBN,66.323
1972,LBN,66.565
1973,LBN,66.789
1974,LBN,66.995
1975,LBN,67.183
1976,LBN,67.352
1977,LBN,67.507
1978,LBN,67.656
1979,LBN,67.802
1980,LBN,67.952
1981,LBN,68.113
1982,LBN,68.287
1983,LBN,68.478
1984,LBN,68.689
1985,LBN,68.918
1986,LBN,69.163
1987,LBN,69.42
1988,LBN,69.689
1989,LBN,69.969
1990,LBN,70.266
1991,LBN,70.584
1992,LBN,70.929
1993,LBN,71.3
1994,LBN,71.699
1995,LBN,72.125
1996,LBN,72.576
1997,LBN,73.046
1998,LBN,73.528
1999,LBN,74.017
2000,LBN,74.507
2001,LBN,74.999
2002,LBN,75.488
2003,LBN,75.969
2004,LBN,76.432
2005,LBN,76.865
2006,LBN,77.26
2007,LBN,77.609
2008,LBN,77.911
2009,LBN,78.161
2010,LBN,78.36
2011,LBN,78.507
2012,LBN,78.611
2013,LBN,78.683
2014,LBN,78.732
2015,LBN,78.768
2016,LBN,78.8
1964,LBR,35.796
1965,LBR,36.324
1966,LBR,36.895
1967,LBR,37.491
1968,LBR,38.099
1969,LBR,38.714
1970,LBR,39.338
1971,LBR,39.98
1972,LBR,40.65
1973,LBR,41.346
1974,LBR,42.061
1975,LBR,42.786
1976,LBR,43.514
1977,LBR,44.226
1978,LBR,44.902
1979,LBR,45.52
1980,LBR,46.053
1981,LBR,46.474
1982,LBR,46.776
1983,LBR,46.962
1984,LBR,47.038
1985,LBR,47.004
1986,LBR,46.862
1987,LBR,46.645
1988,LBR,46.399
1989,LBR,46.174
1990,LBR,46.046
1991,LBR,46.097
1992,LBR,46.357
1993,LBR,46.832
1994,LBR,47.506
1995,LBR,48.314
1996,LBR,49.163
1997,LBR,49.963
1998,LBR,50.657
1999,LBR,51.234
2000,LBR,51.734
2001,LBR,52.236
2002,LBR,52.826
2003,LBR,53.554
2004,LBR,54.422
2005,LBR,55.393
2006,LBR,56.4
2007,LBR,57.365
2008,LBR,58.229
2009,LBR,58.971
2010,LBR,59.6
2011,LBR,60.146
2012,LBR,60.663
2013,LBR,61.186
2014,LBR,61.723
2015,LBR,62.269
2016,LBR,62.802
1964,LBY,48.914
1965,LBY,50.303
1966,LBY,51.581
1967,LBY,52.778
1968,LBY,53.921
1969,LBY,55.011
1970,LBY,56.052
1971,LBY,57.046
1972,LBY,57.995
1973,LBY,58.902
1974,LBY,59.77
1975,LBY,60.6
1976,LBY,61.393
1977,LBY,62.15
1978,LBY,62.869
1979,LBY,63.548
1980,LBY,64.185
1981,LBY,64.771
1982,LBY,65.306
1983,LBY,65.793
1984,LBY,66.235
1985,LBY,66.644
1986,LBY,67.03
1987,LBY,67.405
1988,LBY,67.775
1989,LBY,68.141
1990,LBY,68.503
1991,LBY,68.85
1992,LBY,69.175
1993,LBY,69.469
1994,LBY,69.732
1995,LBY,69.965
1996,LBY,70.169
1997,LBY,70.352
1998,LBY,70.522
1999,LBY,70.684
2000,LBY,70.852
2001,LBY,71.038
2002,LBY,71.244
2003,LBY,71.466
2004,LBY,71.693
2005,LBY,71.902
2006,LBY,72.063
2007,LBY,72.155
2008,LBY,72.174
2009,LBY,72.129
2010,LBY,72.044
2011,LBY,71.956
2012,LBY,71.901
2013,LBY,71.907
2014,LBY,71.981
2015,LBY,72.121
2016,LBY,72.311
1964,LCA,60.035
1965,LCA,60.781
1966,LCA,61.471
1967,LCA,62.099
1968,LCA,62.67
1969,LCA,63.188
1970,LCA,63.667
1971,LCA,64.124
1972,LCA,64.578
1973,LCA,65.04
1974,LCA,65.515
1975,LCA,65.997
1976,LCA,66.478
1977,LCA,66.94
1978,LCA,67.374
1979,LCA,67.775
1980,LCA,68.144
1981,LCA,68.484
1982,LCA,68.803
1983,LCA,69.11
1984,LCA,69.407
1985,LCA,69.698
1986,LCA,69.985
1987,LCA,70.266
1988,LCA,70.54
1989,LCA,70.81
1990,LCA,71.074
1991,LCA,71.335
1992,LCA,71.592
1993,LCA,71.843
1994,LCA,72.087
1995,LCA,72.323
1996,LCA,72.547
1997,LCA,72.759
1998,LCA,72.958
1999,LCA,73.144
2000,LCA,73.319
2001,LCA,73.486
2002,LCA,73.648
2003,LCA,73.808
2004,LCA,73.966
2005,LCA,74.122
2006,LCA,74.276
2007,LCA,74.426
2008,LCA,74.571
2009,LCA,74.712
2010,LCA,74.852
2011,LCA,74.993
2012,LCA,75.138
2013,LCA,75.286
2014,LCA,75.44
2015,LCA,75.596
2016,LCA,75.752
1964,LCN,57.87529204
1965,LCN,58.29637409
1966,LCN,58.71505938
1967,LCN,59.13550366
1968,LCN,59.56154769
1969,LCN,59.99482876
1970,LCN,60.4354476
1971,LCN,60.88113985
1972,LCN,61.32734064
1973,LCN,61.76894794
1974,LCN,62.20354992
1975,LCN,62.63051114
1976,LCN,63.04782438
1977,LCN,63.45824462
1978,LCN,63.86230017
1979,LCN,64.26000232
1980,LCN,64.65183763
1981,LCN,65.03700893
1982,LCN,65.41724792
1983,LCN,65.78964569
1984,LCN,66.15817772
1985,LCN,66.52328917
1986,LCN,66.88588475
1987,LCN,67.24680017
1988,LCN,67.60393914
1989,LCN,67.96019484
1990,LCN,68.31372589
1991,LCN,68.66521467
1992,LCN,69.01387331
1993,LCN,69.35812021
1994,LCN,69.6989352
1995,LCN,70.03638967
1996,LCN,70.37227939
1997,LCN,70.70664293
1998,LCN,71.0367773
1999,LCN,71.36264785
2000,LCN,71.68738957
2001,LCN,71.99312403
2002,LCN,72.28763379
2003,LCN,72.56226154
2004,LCN,72.8191972
2005,LCN,73.06052666
2006,LCN,73.28745866
2007,LCN,73.50178524
2008,LCN,73.70415657
2009,LCN,73.9041865
2010,LCN,74.09722025
2011,LCN,74.28311752
2012,LCN,74.46145444
2013,LCN,74.63279792
2014,LCN,74.7990465
2015,LCN,74.96168764
2016,LCN,75.12202318
1964,LDC,42.15179795
1965,LDC,42.58674107
1966,LDC,42.98108352
1967,LDC,43.32359374
1968,LDC,43.61106102
1969,LDC,43.84988437
1970,LDC,44.05901022
1971,LDC,44.26573024
1972,LDC,44.49752343
1973,LDC,44.77514548
1974,LDC,45.11153045
1975,LDC,45.51503271
1976,LDC,45.98511446
1977,LDC,46.50062472
1978,LDC,47.03335992
1979,LDC,47.55976773
1980,LDC,48.06381685
1981,LDC,48.54320879
1982,LDC,49.00533724
1983,LDC,49.45390782
1984,LDC,49.88615875
1985,LDC,50.29107293
1986,LDC,50.65536517
1987,LDC,50.97440532
1988,LDC,51.25092111
1989,LDC,51.49640328
1990,LDC,51.73272764
1991,LDC,51.98598238
1992,LDC,52.27296889
1993,LDC,52.59672497
1994,LDC,52.94966066
1995,LDC,53.32466687
1996,LDC,53.7194417
1997,LDC,54.13220548
1998,LDC,54.56205018
1999,LDC,55.01043148
2000,LDC,55.47978628
2001,LDC,55.97573305
2002,LDC,56.50274794
2003,LDC,57.0610828
2004,LDC,57.64678114
2005,LDC,58.25570484
2006,LDC,58.88310501
2007,LDC,59.52027806
2008,LDC,60.15664525
2009,LDC,60.78301471
2010,LDC,61.38893391
2011,LDC,61.96741724
2012,LDC,62.5153219
2013,LDC,63.03046034
2014,LDC,63.50903191
2015,LDC,63.94777733
2016,LDC,64.34582964
1964,LIC,41.25771583
1965,LIC,41.72069531
1966,LIC,42.19900216
1967,LIC,42.68494518
1968,LIC,43.1714236
1969,LIC,43.65337464
1970,LIC,44.12676535
1971,LIC,44.58955759
1972,LIC,45.04039174
1973,LIC,45.47667706
1974,LIC,45.89641373
1975,LIC,46.29709192
1976,LIC,46.6770108
1977,LIC,47.03882413
1978,LIC,47.38767992
1979,LIC,47.72839211
1980,LIC,48.06596588
1981,LIC,48.40456597
1982,LIC,48.74384572
1983,LIC,49.07994289
1984,LIC,49.40718893
1985,LIC,49.71257935
1986,LIC,49.98026336
1987,LIC,50.19882198
1988,LIC,50.36661447
1989,LIC,50.49649768
1990,LIC,50.61204789
1991,LIC,50.741132
1992,LIC,50.90299296
1993,LIC,51.09766523
1994,LIC,51.31130896
1995,LIC,51.5415787
1996,LIC,51.80153953
1997,LIC,52.10649814
1998,LIC,52.46657807
1999,LIC,52.88651251
2000,LIC,53.36597129
2001,LIC,53.90217494
2002,LIC,54.48660128
2003,LIC,55.11056462
2004,LIC,55.76631402
2005,LIC,56.44310836
2006,LIC,57.13229817
2007,LIC,57.82180572
2008,LIC,58.49541946
2009,LIC,59.13783207
2010,LIC,59.73973971
2011,LIC,60.3002394
2012,LIC,60.8265643
2013,LIC,61.32460358
2014,LIC,61.79459416
2015,LIC,62.23539883
2016,LIC,62.64587188
1964,LIE,
1965,LIE,
1966,LIE,
1967,LIE,
1968,LIE,
1969,LIE,
1970,LIE,
1971,LIE,
1972,LIE,
1973,LIE,
1974,LIE,
1975,LIE,
1976,LIE,
1977,LIE,
1978,LIE,
1979,LIE,
1980,LIE,
1981,LIE,
1982,LIE,
1983,LIE,
1984,LIE,
1985,LIE,
1986,LIE,
1987,LIE,
1988,LIE,
1989,LIE,
1990,LIE,
1991,LIE,
1992,LIE,
1993,LIE,
1994,LIE,78.42195122
1995,LIE,77.3902439
1996,LIE,76.83658537
1997,LIE,76.04634146
1998,LIE,77.74634146
1999,LIE,79.1097561
2000,LIE,76.82682927
2001,LIE,79.27560976
2002,LIE,79.63658537
2003,LIE,79.96097561
2004,LIE,81.77073171
2005,LIE,80.66829268
2006,LIE,80.94878049
2007,LIE,81.29512195
2008,LIE,82.68292683
2009,LIE,81.5
2010,LIE,81.84146341
2011,LIE,81.79268293
2012,LIE,82.38292683
2013,LIE,82.26097561
2014,LIE,82.07317073
2015,LIE,82.65609756
2016,LIE,82.25853659
1964,LKA,61.078
1965,LKA,61.579
1966,LKA,62.104
1967,LKA,62.631
1968,LKA,63.144
1969,LKA,63.634
1970,LKA,64.097
1971,LKA,64.528
1972,LKA,64.934
1973,LKA,65.321
1974,LKA,65.694
1975,LKA,66.067
1976,LKA,66.459
1977,LKA,66.874
1978,LKA,67.308
1979,LKA,67.751
1980,LKA,68.171
1981,LKA,68.529
1982,LKA,68.801
1983,LKA,68.975
1984,LKA,69.057
1985,LKA,69.079
1986,LKA,69.086
1987,LKA,69.121
1988,LKA,69.209
1989,LKA,69.352
1990,LKA,69.509
1991,LKA,69.62
1992,LKA,69.639
1993,LKA,69.557
1994,LKA,69.403
1995,LKA,69.259
1996,LKA,69.237
1997,LKA,69.419
1998,LKA,69.845
1999,LKA,70.503
2000,LKA,71.333
2001,LKA,72.233
2002,LKA,73.085
2003,LKA,73.799
2004,LKA,74.337
2005,LKA,74.695
2006,LKA,74.904
2007,LKA,75.037
2008,LKA,75.157
2009,LKA,75.286
2010,LKA,75.439
2011,LKA,75.614
2012,LKA,75.796
2013,LKA,75.974
2014,LKA,76.147
2015,LKA,76.316
2016,LKA,76.482
1964,LMC,47.50025497
1965,LMC,48.04060347
1966,LMC,48.55700109
1967,LMC,49.04471735
1968,LMC,49.50496152
1969,LMC,49.9429407
1970,LMC,50.37198688
1971,LMC,50.81069598
1972,LMC,51.27223946
1973,LMC,51.76332254
1974,LMC,52.28355823
1975,LMC,52.82690687
1976,LMC,53.38114208
1977,LMC,53.92758844
1978,LMC,54.45115996
1979,LMC,54.94290294
1980,LMC,55.39797706
1981,LMC,55.82098186
1982,LMC,56.22313936
1983,LMC,56.61535613
1984,LMC,57.0026504
1985,LMC,57.38891627
1986,LMC,57.77669381
1987,LMC,58.17915047
1988,LMC,58.56418712
1989,LMC,58.95433574
1990,LMC,59.33470428
1991,LMC,59.69181267
1992,LMC,60.04552862
1993,LMC,60.3840461
1994,LMC,60.71132017
1995,LMC,61.02492214
1996,LMC,61.35443804
1997,LMC,61.68125191
1998,LMC,62.00735841
1999,LMC,62.3100784
2000,LMC,62.61528962
2001,LMC,62.93888156
2002,LMC,63.27782923
2003,LMC,63.6206849
2004,LMC,63.97669367
2005,LMC,64.34408993
2006,LMC,64.73197103
2007,LMC,65.13225968
2008,LMC,65.53706318
2009,LMC,65.95707682
2010,LMC,66.37215852
2011,LMC,66.76630503
2012,LMC,67.13620535
2013,LMC,67.48671794
2014,LMC,67.81150661
2015,LMC,68.11004773
2016,LMC,68.38653249
1964,LMY,49.82082083
1965,LMY,50.71417152
1966,LMY,51.64287306
1967,LMY,52.55894838
1968,LMY,53.42441994
1969,LMY,54.21004408
1970,LMY,54.93272677
1971,LMY,55.58121833
1972,LMY,56.16867701
1973,LMY,56.7433603
1974,LMY,57.3014141
1975,LMY,57.81215358
1976,LMY,58.31906389
1977,LMY,58.7983618
1978,LMY,59.25022441
1979,LMY,59.65566338
1980,LMY,60.04456253
1981,LMY,60.41531081
1982,LMY,60.77551536
1983,LMY,61.09746455
1984,LMY,61.39313722
1985,LMY,61.71771697
1986,LMY,62.06477553
1987,LMY,62.34491221
1988,LMY,62.60193905
1989,LMY,62.83566825
1990,LMY,63.05500442
1991,LMY,63.27004455
1992,LMY,63.41892274
1993,LMY,63.56386223
1994,LMY,63.77177176
1995,LMY,64.00401432
1996,LMY,64.29027145
1997,LMY,64.58922945
1998,LMY,64.86289137
1999,LMY,65.10314413
2000,LMY,65.3754761
2001,LMY,65.65898071
2002,LMY,65.94652428
2003,LMY,66.24518342
2004,LMY,66.5682183
2005,LMY,66.88494924
2006,LMY,67.24626158
2007,LMY,67.60655053
2008,LMY,67.95757759
2009,LMY,68.33048552
2010,LMY,68.6806223
2011,LMY,69.0414792
2012,LMY,69.37753829
2013,LMY,69.70552698
2014,LMY,70.00298999
2015,LMY,70.28653312
2016,LMY,70.5508693
1964,LSO,48.797
1965,LSO,49.015
1966,LSO,49.254
1967,LSO,49.523
1968,LSO,49.829
1969,LSO,50.18
1970,LSO,50.584
1971,LSO,51.048
1972,LSO,51.565
1973,LSO,52.129
1974,LSO,52.731
1975,LSO,53.367
1976,LSO,54.03
1977,LSO,54.709
1978,LSO,55.39
1979,LSO,56.058
1980,LSO,56.702
1981,LSO,57.319
1982,LSO,57.901
1983,LSO,58.437
1984,LSO,58.91
1985,LSO,59.309
1986,LSO,59.632
1987,LSO,59.868
1988,LSO,60.0
1989,LSO,60.003
1990,LSO,59.837
1991,LSO,59.464
1992,LSO,58.868
1993,LSO,58.05
1994,LSO,57.022
1995,LSO,55.782
1996,LSO,54.334
1997,LSO,52.728
1998,LSO,51.034
1999,LSO,49.328
2000,LSO,47.691
2001,LSO,46.197
2002,LSO,44.898
2003,LSO,43.845
2004,LSO,43.083
2005,LSO,42.658
2006,LSO,42.595
2007,LSO,42.854
2008,LSO,43.384
2009,LSO,44.146
2010,LSO,45.1
2011,LSO,46.207
2012,LSO,47.416
2013,LSO,48.663
2014,LSO,49.891
2015,LSO,51.038
2016,LSO,52.059
1964,LTE,53.36286253
1965,LTE,54.66525442
1966,LTE,56.04049749
1967,LTE,57.39662372
1968,LTE,58.68192582
1969,LTE,59.7861719
1970,LTE,60.76992131
1971,LTE,61.59482458
1972,LTE,62.32420057
1973,LTE,62.99814138
1974,LTE,63.65325309
1975,LTE,64.19280831
1976,LTE,64.7502905
1977,LTE,65.26681356
1978,LTE,65.74556537
1979,LTE,66.16110731
1980,LTE,66.54986326
1981,LTE,66.9481374
1982,LTE,67.31861066
1983,LTE,67.60382059
1984,LTE,67.83580229
1985,LTE,68.12936924
1986,LTE,68.4848005
1987,LTE,68.67792353
1988,LTE,68.84829645
1989,LTE,68.95931224
1990,LTE,69.06436512
1991,LTE,69.15442278
1992,LTE,69.15326449
1993,LTE,69.13243591
1994,LTE,69.25052785
1995,LTE,69.45195505
1996,LTE,69.76808099
1997,LTE,70.09289357
1998,LTE,70.39213861
1999,LTE,70.61980273
2000,LTE,70.90347725
2001,LTE,71.2118507
2002,LTE,71.49968247
2003,LTE,71.79174156
2004,LTE,72.11890428
2005,LTE,72.40187218
2006,LTE,72.75648176
2007,LTE,73.08178549
2008,LTE,73.37756343
2009,LTE,73.70307665
2010,LTE,73.98341298
2011,LTE,74.31732534
2012,LTE,74.60918305
2013,LTE,74.91808628
2014,LTE,75.19808018
2015,LTE,75.47097315
2016,LTE,75.74643497
1964,LTU,71.50902439
1965,LTU,71.32512195
1966,LTU,71.5202439
1967,LTU,71.60390244
1968,LTU,71.31365854
1969,LTU,70.92853659
1970,LTU,70.80439024
1971,LTU,71.73536585
1972,LTU,71.02463415
1973,LTU,71.33219512
1974,LTU,71.24414634
1975,LTU,70.86731707
1976,LTU,70.95804878
1977,LTU,70.8095122
1978,LTU,70.60463415
1979,LTU,70.48219512
1980,LTU,70.48219512
1981,LTU,70.46073171
1982,LTU,70.83682927
1983,LTU,70.77780488
1984,LTU,70.32
1985,LTU,70.50121951
1986,LTU,72.08073171
1987,LTU,71.93463415
1988,LTU,71.76219512
1989,LTU,71.42536585
1990,LTU,71.16073171
1991,LTU,70.36414634
1992,LTU,70.23439024
1993,LTU,68.9104878
1994,LTU,68.5302439
1995,LTU,69.00634146
1996,LTU,70.10804878
1997,LTU,70.90902439
1998,LTU,71.2195122
1999,LTU,71.57073171
2000,LTU,72.0195122
2001,LTU,71.65853659
2002,LTU,71.76097561
2003,LTU,72.06097561
2004,LTU,71.96097561
2005,LTU,71.25365854
2006,LTU,71.05609756
2007,LTU,70.9
2008,LTU,71.81219512
2009,LTU,72.91463415
2010,LTU,73.26829268
2011,LTU,73.56341463
2012,LTU,73.86341463
2013,LTU,73.91463415
2014,LTU,74.51707317
2015,LTU,74.32195122
2016,LTU,74.67073171
1964,LUX,69.41104878
1965,LUX,69.56102439
1966,LUX,69.67446341
1967,LUX,69.76134146
1968,LUX,69.83514634
1969,LUX,69.90485366
1970,LUX,69.98346341
1971,LUX,70.08143902
1972,LUX,70.20531707
1973,LUX,70.35817073
1974,LUX,70.54256098
1975,LUX,70.75760976
1976,LUX,70.9985122
1977,LUX,71.25629268
1978,LUX,71.52246341
1979,LUX,71.79446341
1980,LUX,72.07260976
1981,LUX,72.35768293
1982,LUX,72.65346341
1983,LUX,72.95887805
1984,LUX,73.27192683
1985,LUX,73.5857561
1986,LUX,73.89460976
1987,LUX,74.1937561
1988,LUX,74.48034146
1989,LUX,74.75241463
1990,LUX,75.01041463
1991,LUX,75.46341463
1992,LUX,75.77073171
1993,LUX,75.71219512
1994,LUX,76.37073171
1995,LUX,76.51219512
1996,LUX,76.5195122
1997,LUX,76.8804878
1998,LUX,77.01707317
1999,LUX,77.77073171
2000,LUX,77.87317073
2001,LUX,77.82439024
2002,LUX,77.96585366
2003,LUX,77.72682927
2004,LUX,79.12195122
2005,LUX,79.43170732
2006,LUX,79.28780488
2007,LUX,79.38292683
2008,LUX,80.53902439
2009,LUX,80.63658537
2010,LUX,80.63170732
2011,LUX,80.98780488
2012,LUX,81.39268293
2013,LUX,81.8
2014,LUX,82.22926829
2015,LUX,82.29268293
2016,LUX,82.68536585
1964,LVA,71.02804878
1965,LVA,70.72658537
1966,LVA,70.70731707
1967,LVA,70.39390244
1968,LVA,70.04292683
1969,LVA,69.79682927
1970,LVA,69.83536585
1971,LVA,70.16463415
1972,LVA,69.87878049
1973,LVA,69.81341463
1974,LVA,69.74097561
1975,LVA,68.92536585
1976,LVA,69.04780488
1977,LVA,69.10463415
1978,LVA,68.98780488
1979,LVA,68.49560976
1980,LVA,68.80853659
1981,LVA,68.78634146
1982,LVA,69.32829268
1983,LVA,69.11902439
1984,LVA,69.16292683
1985,LVA,69.29146341
1986,LVA,70.62243902
1987,LVA,70.69292683
1988,LVA,70.61536585
1989,LVA,70.15536585
1990,LVA,69.27317073
1991,LVA,69.03243902
1992,LVA,68.39609756
1993,LVA,66.72268293
1994,LVA,65.66439024
1995,LVA,66.39121951
1996,LVA,68.77658537
1997,LVA,69.34926829
1998,LVA,69.01219512
1999,LVA,69.74292683
2000,LVA,70.31463415
2001,LVA,70.76097561
2002,LVA,70.96097561
2003,LVA,71.26585366
2004,LVA,72.02682927
2005,LVA,71.35609756
2006,LVA,70.86585366
2007,LVA,71.0195122
2008,LVA,72.4195122
2009,LVA,73.0804878
2010,LVA,73.48292683
2011,LVA,73.57560976
2012,LVA,73.77804878
2013,LVA,73.98292683
2014,LVA,74.12439024
2015,LVA,74.4804878
2016,LVA,74.5804878
1964,MAC,66.629
1965,MAC,67.055
1966,MAC,67.486
1967,MAC,67.928
1968,MAC,68.388
1969,MAC,68.865
1970,MAC,69.36
1971,MAC,69.869
1972,MAC,70.384
1973,MAC,70.897
1974,MAC,71.4
1975,MAC,71.887
1976,MAC,72.352
1977,MAC,72.793
1978,MAC,73.209
1979,MAC,73.602
1980,MAC,73.974
1981,MAC,74.33
1982,MAC,74.677
1983,MAC,75.02
1984,MAC,75.362
1985,MAC,75.702
1986,MAC,76.036
1987,MAC,76.363
1988,MAC,76.68
1989,MAC,76.99
1990,MAC,77.296
1991,MAC,77.607
1992,MAC,77.926
1993,MAC,78.253
1994,MAC,78.588
1995,MAC,78.925
1996,MAC,79.256
1997,MAC,79.573
1998,MAC,79.872
1999,MAC,80.15
2000,MAC,80.407
2001,MAC,80.645
2002,MAC,80.87
2003,MAC,81.089
2004,MAC,81.304
2005,MAC,81.523
2006,MAC,81.748
2007,MAC,81.981
2008,MAC,82.22
2009,MAC,82.462
2010,MAC,82.704
2011,MAC,82.938
2012,MAC,83.158
2013,MAC,83.361
2014,MAC,83.543
2015,MAC,83.707
2016,MAC,83.854
1964,MAF,
1965,MAF,
1966,MAF,
1967,MAF,
1968,MAF,
1969,MAF,
1970,MAF,
1971,MAF,
1972,MAF,
1973,MAF,
1974,MAF,
1975,MAF,
1976,MAF,
1977,MAF,
1978,MAF,
1979,MAF,
1980,MAF,
1981,MAF,
1982,MAF,73.2195122
1983,MAF,72.76829268
1984,MAF,72.9195122
1985,MAF,72.66829268
1986,MAF,73.5195122
1987,MAF,73.67073171
1988,MAF,74.27073171
1989,MAF,74.32195122
1990,MAF,74.52195122
1991,MAF,75.92439024
1992,MAF,75.42439024
1993,MAF,75.57317073
1994,MAF,75.77317073
1995,MAF,75.97317073
1996,MAF,76.12439024
1997,MAF,76.27317073
