Country,Country Code,Pos.,Year,Discipline,Event,Gender
Germany,DEU,3,1996,Judo,Heavyweight,Men
Germany,DEU,3,1996,Judo,Heavyweight,Women
Germany,DEU,3,1996,Wrestling,"Heavyweight, Freestyle",Men
Germany,DEU,1,1996,Artistic Gymnastics,Horizontal Bar,Men
Germany,DEU,1,1996,Equestrian Dressage,Individual,Open
Germany,DEU,1,1996,Equestrian Jumping,Individual,Open
Germany,DEU,3,1996,Cycling Track,Individual Pursuit,Women
Germany,DEU,2,1996,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Germany,DEU,1,1996,Canoe Sprint,"Kayak Doubles, 500 metres",Men
Germany,DEU,2,1996,Canoe Sprint,"Kayak Doubles, 500 metres",Women
Germany,DEU,1,1996,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Germany,DEU,1,1996,Canoe Sprint,"Kayak Fours, 500 metres",Women
Germany,DEU,1,1996,Canoe Slalom,"Kayak Singles, Slalom",Men
Germany,DEU,3,1996,Canoe Slalom,"Kayak Singles, Slalom",Men
Germany,DEU,3,1996,Boxing,Light-Heavyweight,Men
Germany,DEU,2,1996,Weightlifting,Light-Heavyweight,Men
Germany,DEU,3,1996,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Germany,DEU,2,1996,Boxing,Light-Welterweight,Men
Germany,DEU,3,1996,Weightlifting,Middle-Heavyweight,Men
Germany,DEU,3,1996,Judo,Middleweight,Men
Germany,DEU,2,1996,Wrestling,"Middleweight, Greco-Roman",Men
Germany,DEU,2,1996,Diving,Platform,Men
Germany,DEU,2,1996,Diving,Platform,Women
Germany,DEU,3,1996,Athletics,Pole Vault,Men
Germany,DEU,1,1996,Rowing,Quadruple Sculls,Men
Germany,DEU,1,1996,Rowing,Quadruple Sculls,Women
Germany,DEU,1,1996,Shooting,"Rapid-Fire Pistol, 25 metres",Men
Germany,DEU,1,1996,Athletics,Shot Put,Women
Germany,DEU,3,1996,Rowing,Single Sculls,Men
Germany,DEU,3,1996,Table Tennis,Singles,Men
Germany,DEU,1,1996,Shooting,"Small-Bore Rifle, Prone, 50 metres",Men
Germany,DEU,1,1996,Cycling Track,Sprint,Men
Germany,DEU,2,1996,Weightlifting,Super-Heavyweight,Men
Germany,DEU,2,1996,Archery,Team,Women
Germany,DEU,1,1996,Equestrian Dressage,Team,Open
Germany,DEU,1,1996,Equestrian Jumping,Team,Open
Germany,DEU,1,1996,Sailing,Three Person Keelboat,Open
Greece,GRC,2,1996,Weightlifting,Bantamweight,Men
Greece,GRC,2,1996,Weightlifting,Featherweight,Men
Greece,GRC,1,1996,Artistic Gymnastics,Floor Exercise,Men
Greece,GRC,1,1996,Weightlifting,Heavyweight I,Men
Greece,GRC,2,1996,Athletics,High Jump,Women
Greece,GRC,1,1996,Weightlifting,Light-Heavyweight,Men
Greece,GRC,2,1996,Weightlifting,Middle-Heavyweight,Men
Greece,GRC,1,1996,Sailing,Windsurfer,Men
Hong Kong,HKG,1,1996,Sailing,Windsurfer,Women
Hungary,HUN,1,1996,Swimming,200 metres Backstroke,Women
Hungary,HUN,1,1996,Swimming,200 metres Breaststroke,Men
Hungary,HUN,2,1996,Swimming,200 metres Breaststroke,Men
Hungary,HUN,3,1996,Swimming,200 metres Breaststroke,Women
Hungary,HUN,1,1996,Swimming,200 metres Individual Medley,Men
Hungary,HUN,3,1996,Swimming,400 metres Individual Medley,Women
Hungary,HUN,1,1996,Boxing,Bantamweight,Men
Hungary,HUN,3,1996,Canoe Sprint,"Canadian Doubles, 1,000 metres",Men
Hungary,HUN,1,1996,Canoe Sprint,"Canadian Doubles, 500 metres",Men
Hungary,HUN,3,1996,Canoe Sprint,"Canadian Singles, 1,000 metres",Men
Hungary,HUN,3,1996,Canoe Sprint,"Canadian Singles, 500 metres",Men
Hungary,HUN,3,1996,Fencing,"Épée, Individual",Men
Hungary,HUN,3,1996,Fencing,"Épée, Individual",Women
Hungary,HUN,1,1996,Athletics,Hammer Throw,Men
Hungary,HUN,3,1996,Handball,Handball,Women
Hungary,HUN,3,1996,Modern Pentathlon,Individual,Men
Hungary,HUN,2,1996,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Hungary,HUN,1,1996,Canoe Sprint,"Kayak Singles, 500 metres",Women
Hungary,HUN,3,1996,Weightlifting,Lightweight,Men
Hungary,HUN,2,1996,Artistic Gymnastics,Rings,Men
Hungary,HUN,2,1996,Fencing,"Sabre, Team",Men
,HRV,3,1992,Tennis,Singles,Men
,HRV,1,1996,Handball,Handball,Men
,HRV,2,1996,Water Polo,Water Polo,Men
,HRV,3,2000,Rowing,Eights,Men
India,IND,3,1996,Tennis,Singles,Men
Iran,IRN,2,1996,Wrestling,"Heavyweight, Freestyle",Men
Iran,IRN,1,1996,Wrestling,"Light-Heavyweight, Freestyle",Men
Iran,IRN,3,1996,Wrestling,"Middleweight, Freestyle",Men
Ireland,IRL,3,1996,Swimming,200 metres Butterfly,Women
Ireland,IRL,1,1996,Swimming,200 metres Individual Medley,Women
Ireland,IRL,1,1996,Swimming,400 metres Freestyle,Women
Ireland,IRL,1,1996,Swimming,400 metres Individual Medley,Women
Israel,ISR,3,1996,Sailing,Windsurfer,Men
Italy,ITA,2,1996,Athletics,10 kilometres Walk,Women
Italy,ITA,3,1996,Swimming,200 metres Backstroke,Men
Italy,ITA,3,1996,Athletics,"3,000 metres Steeplechase",Men
Italy,ITA,3,1996,Athletics,"5,000 metres",Women
Italy,ITA,1,1996,Shooting,"Air Pistol, 10 metres",Men
Italy,ITA,1,1996,Cycling Mountain Bike,Cross-Country,Women
Italy,ITA,1,1996,Rowing,Double Sculls,Men
Italy,ITA,2,1996,Shooting,Double Trap,Men
Italy,ITA,1,1996,Fencing,"Épée, Team",Men
Italy,ITA,2,1996,Fencing,"Épée, Team",Women
Italy,ITA,2,1996,Judo,Extra-Lightweight,Men
Italy,ITA,1,1996,Fencing,"Foil, Individual",Men
Italy,ITA,2,1996,Fencing,"Foil, Individual",Women
Italy,ITA,3,1996,Fencing,"Foil, Individual",Women
Italy,ITA,1,1996,Fencing,"Foil, Team",Women
Italy,ITA,3,1996,Shooting,"Free Pistol, 50 metres",Men
Italy,ITA,3,1996,Judo,Half-Heavyweight,Women
Italy,ITA,1,1996,Cycling Track,Individual Pursuit,Women
Italy,ITA,1,1996,Cycling Track,"Individual Pursuit, 4,000 metres",Men
Italy,ITA,1,1996,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Italy,ITA,2,1996,Canoe Sprint,"Kayak Doubles, 500 metres",Men
Italy,ITA,2,1996,Canoe Sprint,"Kayak Singles, 1,000 metres",Men
Italy,ITA,1,1996,Canoe Sprint,"Kayak Singles, 500 metres",Men
Italy,ITA,3,1996,Canoe Sprint,"Kayak Singles, 500 metres",Women
Italy,ITA,2,1996,Athletics,Long Jump,Women
Italy,ITA,1,1996,Cycling Track,Points Race,Men
Italy,ITA,1,1996,Artistic Gymnastics,Rings,Men
Italy,ITA,2,1996,Cycling Road,"Road Race, Individual",Women
Italy,ITA,3,1996,Fencing,"Sabre, Team",Men
Italy,ITA,1,1996,Shooting,Skeet,Men
Italy,ITA,3,1996,Shooting,Skeet,Men
Italy,ITA,3,1996,Archery,Team,Men
Italy,ITA,2,1996,Volleyball,Volleyball,Men
Italy,ITA,3,1996,Water Polo,Water Polo,Men
Italy,ITA,3,1996,Sailing,Windsurfer,Women
Jamaica,JAM,2,1996,Athletics,100 metres,Women
Jamaica,JAM,2,1996,Athletics,200 metres,Women
Jamaica,JAM,3,1996,Athletics,4 x 100 metres Relay,Women
Jamaica,JAM,3,1996,Athletics,4 x 400 metres Relay,Men
Jamaica,JAM,1,1996,Athletics,400 metres Hurdles,Women
Jamaica,JAM,2,1996,Athletics,Long Jump,Men
Japan,JPN,3,1996,Cycling Track,"1,000 metres Time Trial",Men
Japan,JPN,2,1996,Baseball,Baseball,Men
Japan,JPN,1,1996,Judo,Extra-Lightweight,Men
Japan,JPN,2,1996,Judo,Extra-Lightweight,Women
Japan,JPN,2,1996,Judo,Half-Heavyweight,Women
Japan,JPN,2,1996,Judo,Half-Lightweight,Men
Japan,JPN,3,1996,Judo,Half-Lightweight,Women
Japan,JPN,2,1996,Judo,Half-Middleweight,Men
Japan,JPN,1,1996,Judo,Half-Middleweight,Women
Japan,JPN,1,1996,Judo,Lightweight,Men
Japan,JPN,3,1996,Athletics,Marathon,Women
Japan,JPN,3,1996,Artistic Swimming,Team,Women
Japan,JPN,2,1996,Sailing,Two Person Dinghy,Women
Japan,JPN,3,1996,Wrestling,"Welterweight, Freestyle",Men
Kazakhstan,KAZ,1,1996,Wrestling,"Bantamweight, Greco-Roman",Men
Kazakhstan,KAZ,2,1996,Boxing,Flyweight,Men
Kazakhstan,KAZ,3,1996,Wrestling,"Flyweight, Freestyle",Men
Kazakhstan,KAZ,2,1996,Weightlifting,Heavyweight I,Men
Kazakhstan,KAZ,1,1996,Modern Pentathlon,Individual,Men
Kazakhstan,KAZ,1,1996,Boxing,Light-Heavyweight,Men
Kazakhstan,KAZ,3,1996,Boxing,Light-Middleweight,Men
Kazakhstan,KAZ,3,1996,Boxing,Light-Welterweight,Men
Kazakhstan,KAZ,3,1996,Shooting,"Rapid-Fire Pistol, 25 metres",Men
Kazakhstan,KAZ,2,1996,Shooting,"Small-Bore Rifle, Prone, 50 metres",Men
Kazakhstan,KAZ,2,1996,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Men
Kenya,KEN,3,1996,Athletics,"1,500 metres",Men
Kenya,KEN,2,1996,Athletics,"10,000 metres",Men
Kenya,KEN,1,1996,Athletics,"3,000 metres Steeplechase",Men
Kenya,KEN,2,1996,Athletics,"3,000 metres Steeplechase",Men
Kenya,KEN,2,1996,Athletics,"5,000 metres",Men
Kenya,KEN,2,1996,Athletics,"5,000 metres",Women
Kenya,KEN,3,1996,Athletics,800 metres,Men
Kenya,KEN,3,1996,Athletics,Marathon,Men
South Korea,KOR,1,1996,Badminton,Doubles,Mixed
South Korea,KOR,2,1996,Badminton,Doubles,Mixed
South Korea,KOR,2,1996,Badminton,Doubles,Women
South Korea,KOR,3,1996,Table Tennis,Doubles,Men
South Korea,KOR,3,1996,Table Tennis,Doubles,Women
South Korea,KOR,2,1996,Wrestling,"Featherweight, Freestyle",Men
South Korea,KOR,2,1996,Judo,Half-Heavyweight,Men
South Korea,KOR,2,1996,Judo,Half-Lightweight,Women
South Korea,KOR,3,1996,Judo,Half-Middleweight,Men
South Korea,KOR,3,1996,Judo,Half-Middleweight,Women
South Korea,KOR,2,1996,Handball,Handball,Women
South Korea,KOR,2,1996,Hockey,Hockey,Women
South Korea,KOR,2,1996,Artistic Gymnastics,Horse Vault,Men
South Korea,KOR,3,1996,Archery,Individual,Men
South Korea,KOR,1,1996,Archery,Individual,Women
South Korea,KOR,1,1996,Wrestling,"Light-Flyweight, Greco-Roman",Men
South Korea,KOR,2,1996,Boxing,Light-Heavyweight,Men
South Korea,KOR,2,1996,Judo,Lightweight,Men
South Korea,KOR,2,1996,Judo,Lightweight,Women
South Korea,KOR,2,1996,Athletics,Marathon,Men
South Korea,KOR,1,1996,Judo,Middleweight,Men
South Korea,KOR,1,1996,Judo,Middleweight,Women
South Korea,KOR,2,1996,Wrestling,"Middleweight, Freestyle",Men
South Korea,KOR,1,1996,Badminton,Singles,Women
South Korea,KOR,2,1996,Archery,Team,Men
South Korea,KOR,1,1996,Archery,Team,Women
South Korea,KOR,2,1996,Wrestling,"Welterweight, Freestyle",Men
,HRV,1,2000,Weightlifting,Featherweight,Men
Lithuania,LTU,3,1996,Basketball,Basketball,Men
Morocco,MUS,3,1996,Athletics,"10,000 metres",Men
Morocco,MUS,3,1996,Athletics,"5,000 metres",Men
,HRV,2,2004,Swimming,50 metres Freestyle,Men
,HRV,2,2004,Rowing,Coxless Pairs,Men
Moldova,MDA,2,1996,Canoe Sprint,"Canadian Doubles, 500 metres",Men
Moldova,MDA,3,1996,Wrestling,"Super-Heavyweight, Greco-Roman",Men
Mexico,MEX,3,1996,Athletics,20 kilometres Walk,Men
Mongolia,MNG,3,1996,Judo,Extra-Lightweight,Men
Mozambique,MOZ,3,1996,Athletics,800 metres,Women
Namibia,NAM,2,1996,Athletics,100 metres,Men
Namibia,NAM,2,1996,Athletics,200 metres,Men
Netherlands,NLD,3,1996,Swimming,400 metres Freestyle,Women
Netherlands,NLD,3,1996,Swimming,800 metres Freestyle,Women
Netherlands,NLD,1,1996,Cycling Mountain Bike,Cross-Country,Men
Netherlands,NLD,3,1996,Rowing,Double Sculls,Women
Netherlands,NLD,1,1996,Rowing,Eights,Men
Netherlands,NLD,3,1996,Judo,Half-Middleweight,Women
Netherlands,NLD,1,1996,Hockey,Hockey,Men
Netherlands,NLD,3,1996,Hockey,Hockey,Women
Netherlands,NLD,2,1996,Equestrian Dressage,Individual,Open
Netherlands,NLD,3,1996,Equestrian Dressage,Individual,Open
Netherlands,NLD,2,1996,Rowing,Lightweight Double Sculls,Men
Netherlands,NLD,3,1996,Judo,Middleweight,Men
Netherlands,NLD,3,1996,Judo,Middleweight,Women
Netherlands,NLD,3,1996,Sailing,One Person Dinghy,Men
Netherlands,NLD,2,1996,Sailing,One Person Dinghy,Women
Netherlands,NLD,2,1996,Cycling Track,Points Race,Women
Netherlands,NLD,3,1996,Cycling Track,Sprint,Women
Netherlands,NLD,2,1996,Equestrian Dressage,Team,Open
Netherlands,NLD,1,1996,Volleyball,Volleyball,Men
Nigeria,NGA,3,1996,Athletics,200 metres,Women
Nigeria,NGA,2,1996,Athletics,4 x 400 metres Relay,Women
Nigeria,NGA,3,1996,Athletics,400 metres,Women
Nigeria,NGA,1,1996,Football,Football,Men
Nigeria,NGA,1,1996,Athletics,Long Jump,Women
Nigeria,NGA,3,1996,Boxing,Super-Heavyweight,Men
Norway,NOR,1,1996,Athletics,800 metres,Men
Norway,NOR,2,1996,Rowing,Double Sculls,Men
Norway,NOR,3,1996,Football,Football,Women
Norway,NOR,3,1996,Athletics,Javelin Throw,Women
Norway,NOR,1,1996,Canoe Sprint,"Kayak Singles, 1,000 metres",Men
Norway,NOR,2,1996,Canoe Sprint,"Kayak Singles, 500 metres",Men
Norway,NOR,3,1996,Sailing,One Person Dinghy,Open
New Zealand,NZL,1,1996,Swimming,200 metres Freestyle,Men
New Zealand,NZL,1,1996,Swimming,400 metres Freestyle,Men
New Zealand,NZL,1,1996,Equestrian Eventing,Individual,Open
New Zealand,NZL,2,1996,Equestrian Eventing,Individual,Open
New Zealand,NZL,3,1996,Equestrian Eventing,Team,Open
New Zealand,NZL,2,1996,Sailing,Windsurfer,Women
,HRV,3,2004,Tennis,Doubles,Men
Poland,POL,1,1996,Athletics,50 kilometres Walk,Men
Poland,POL,1,1996,Shooting,"Air Rifle, 10 metres",Women
Poland,POL,1,1996,Wrestling,"Featherweight, Greco-Roman",Men
Poland,POL,2,1996,Fencing,"Foil, Team",Men
Poland,POL,1,1996,Judo,Half-Heavyweight,Men
Poland,POL,1,1996,Wrestling,"Heavyweight, Greco-Roman",Men
Poland,POL,2,1996,Athletics,High Jump,Men
Poland,POL,3,1996,Canoe Sprint,"Kayak Singles, 500 metres",Men
Poland,POL,3,1996,Weightlifting,Light-Heavyweight,Men
Poland,POL,2,1996,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Poland,POL,1,1996,Wrestling,"Lightweight, Greco-Roman",Men
Poland,POL,2,1996,Judo,Middleweight,Women
Poland,POL,1,1996,Sailing,One Person Dinghy,Men
Poland,POL,2,1996,Shooting,Skeet,Men
Poland,POL,3,1996,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women
Poland,POL,3,1996,Archery,Team,Women
Poland,POL,3,1996,Wrestling,"Welterweight, Greco-Roman",Men
Portugal,PRT,1,1996,Athletics,"10,000 metres",Women
Portugal,PRT,3,1996,Sailing,Two Person Dinghy,Men
North Korea,PRK,3,1996,Wrestling,"Bantamweight, Freestyle",Men
North Korea,PRK,1,1996,Judo,Extra-Lightweight,Women
North Korea,PRK,1,1996,Wrestling,"Light-Flyweight, Freestyle",Men
North Korea,PRK,2,1996,Weightlifting,Lightweight,Men
North Korea,PRK,3,1996,Weightlifting,Middleweight,Men
Puerto Rico,PRI,3,1996,Boxing,Welterweight,Men
Romania,ROU,2,1996,Athletics,"1,500 metres",Women
Romania,ROU,3,1996,Artistic Gymnastics,Balance Beam,Women
Romania,ROU,2,1996,Canoe Sprint,"Canadian Doubles, 1,000 metres",Men
Romania,ROU,3,1996,Canoe Sprint,"Canadian Doubles, 500 metres",Men
Romania,ROU,1,1996,Rowing,Eights,Women
Romania,ROU,2,1996,Artistic Gymnastics,Floor Exercise,Women
Romania,ROU,1,1996,Fencing,"Foil, Individual",Women
Romania,ROU,2,1996,Fencing,"Foil, Team",Women
Romania,ROU,3,1996,Weightlifting,Heavyweight II,Men
Romania,ROU,1,1996,Artistic Gymnastics,Horse Vault,Women
Romania,ROU,3,1996,Artistic Gymnastics,Horse Vault,Women
Romania,ROU,2,1996,Artistic Gymnastics,Individual All-Around,Women
Romania,ROU,3,1996,Artistic Gymnastics,Individual All-Around,Women
Romania,ROU,3,1996,Artistic Gymnastics,Individual All-Around,Women
Romania,ROU,3,1996,Boxing,Lightweight,Men
Romania,ROU,1,1996,Rowing,Lightweight Double Sculls,Women
Romania,ROU,2,1996,Artistic Gymnastics,Pommelled Horse,Men
Romania,ROU,2,1996,Artistic Gymnastics,Rings,Men
Romania,ROU,3,1996,Artistic Gymnastics,Team All-Around,Women
Romania,ROU,3,1996,Boxing,Welterweight,Men
,HRV,1,2004,Handball,Handball,Men
,HRV,3,2004,Weightlifting,Lightweight,Men
,HRV,3,2008,Shooting,"Air Rifle, 10 metres",Women
,HRV,3,2008,Taekwondo,Featherweight,Women
,HRV,2,2008,Athletics,High Jump,Women
Russia,RUS,1,1996,Athletics,"1,500 metres",Women
Russia,RUS,1,1996,Athletics,10 kilometres Walk,Women
Russia,RUS,1,1996,Swimming,100 metres Butterfly,Men
Russia,RUS,3,1996,Swimming,100 metres Butterfly,Men
Russia,RUS,1,1996,Swimming,100 metres Freestyle,Men
Russia,RUS,2,1996,Athletics,20 kilometres Walk,Men
Russia,RUS,3,1996,Swimming,200 metres Breaststroke,Men
Russia,RUS,1,1996,Swimming,200 metres Butterfly,Men
Russia,RUS,2,1996,Swimming,4 x 100 metres Freestyle Relay,Men
Russia,RUS,2,1996,Swimming,4 x 100 metres Medley Relay,Men
Russia,RUS,2,1996,Athletics,50 kilometres Walk,Men
Russia,RUS,1,1996,Swimming,50 metres Freestyle,Men
Russia,RUS,1,1996,Athletics,800 metres,Women
Russia,RUS,1,1996,Shooting,"Air Pistol, 10 metres",Women
Russia,RUS,2,1996,Shooting,"Air Pistol, 10 metres",Women
Russia,RUS,1,1996,Shooting,"Air Rifle, 10 metres",Men
Russia,RUS,3,1996,Boxing,Bantamweight,Men
Russia,RUS,2,1996,Athletics,Discus Throw,Women
Russia,RUS,3,1996,Rowing,Eights,Men
Russia,RUS,1,1996,Fencing,"Épée, Individual",Men
Russia,RUS,2,1996,Fencing,"Épée, Team",Men
Russia,RUS,3,1996,Fencing,"Épée, Team",Women
Russia,RUS,3,1996,Artistic Gymnastics,Floor Exercise,Men
Russia,RUS,3,1996,Boxing,Flyweight,Men
Russia,RUS,1,1996,Fencing,"Foil, Team",Men
Russia,RUS,1,1996,Shooting,"Free Pistol, 50 metres",Men
Russia,RUS,3,1996,Rhythmic Gymnastics,Group,Women
Russia,RUS,2,1996,Weightlifting,Heavyweight II,Men
Russia,RUS,3,1996,Artistic Gymnastics,Horizontal Bar,Men
Russia,RUS,1,1996,Artistic Gymnastics,Horse Vault,Men
Russia,RUS,2,1996,Modern Pentathlon,Individual,Men
Russia,RUS,2,1996,Rhythmic Gymnastics,Individual,Women
Russia,RUS,2,1996,Artistic Gymnastics,Individual All-Around,Men
Russia,RUS,1,1996,Cycling Road,Individual Time Trial,Women
Russia,RUS,3,1996,Canoe Sprint,"Kayak Fours, 1,000 metres",Men
Russia,RUS,3,1996,Wrestling,"Light-Flyweight, Greco-Roman",Men
Russia,RUS,2,1996,Wrestling,"Light-Heavyweight, Freestyle",Men
Russia,RUS,1,1996,Wrestling,"Lightweight, Freestyle",Men
Russia,RUS,3,1996,Wrestling,"Lightweight, Greco-Roman",Men
Russia,RUS,2,1996,Athletics,Marathon,Women
Russia,RUS,1,1996,Weightlifting,Middle-Heavyweight,Men
Russia,RUS,1,1996,Wrestling,"Middleweight, Freestyle",Men
Russia,RUS,1,1996,Diving,Platform,Men
Russia,RUS,2,1996,Athletics,Pole Vault,Men
Russia,RUS,3,1996,Artistic Gymnastics,Pommelled Horse,Men
Russia,RUS,1,1996,Fencing,"Sabre, Individual",Men
Russia,RUS,2,1996,Fencing,"Sabre, Individual",Men
Russia,RUS,1,1996,Fencing,"Sabre, Team",Men
Russia,RUS,3,1996,Athletics,Shot Put,Women
Russia,RUS,2,1996,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Women
Russia,RUS,3,1996,Shooting,"Sporting Pistol, 25 metres",Women
Russia,RUS,2,1996,Diving,Springboard,Women
Russia,RUS,3,1996,Boxing,Super-Heavyweight,Men
Russia,RUS,1,1996,Weightlifting,Super-Heavyweight,Men
Russia,RUS,1,1996,Wrestling,"Super-Heavyweight, Greco-Roman",Men
Russia,RUS,1,1996,Artistic Gymnastics,Team All-Around,Men
Russia,RUS,2,1996,Artistic Gymnastics,Team All-Around,Women
Russia,RUS,2,1996,Cycling Track,"Team Pursuit, 4,000 metres",Men
Russia,RUS,2,1996,Sailing,Three Person Keelboat,Open
Russia,RUS,2,1996,Athletics,Triple Jump,Women
Russia,RUS,1,1996,Artistic Gymnastics,Uneven Bars,Women
Russia,RUS,1,1996,Boxing,Welterweight,Men
Russia,RUS,1,1996,Wrestling,"Welterweight, Freestyle",Men
,HRV,2,2008,Artistic Gymnastics,Pommelled Horse,Men
,HRV,3,2008,Taekwondo,Welterweight,Women
,HRV,1,2012,Athletics,Discus Throw,Women
,HRV,3,2012,Taekwondo,Flyweight,Women
,HRV,3,2012,Handball,Handball,Men
,HRV,2,2012,Rowing,Quadruple Sculls,Men
Switzerland,CHE,2,1996,Cycling Mountain Bike,Cross-Country,Men
Switzerland,CHE,2,1996,Equestrian Jumping,Individual,Open
Switzerland,CHE,2,1996,Canoe Sprint,"Kayak Fours, 500 metres",Women
Switzerland,CHE,1,1996,Rowing,Lightweight Double Sculls,Men
Switzerland,CHE,1,1996,Artistic Gymnastics,Pommelled Horse,Men
Switzerland,CHE,1,1996,Cycling Road,"Road Race, Individual",Men
Switzerland,CHE,1,1996,Rowing,Single Sculls,Men
Slovakia,SVK,2,1996,Canoe Sprint,"Canadian Singles, 500 metres",Men
Slovakia,SVK,1,1996,Canoe Slalom,"Canadian Singles, Slalom",Men
Slovakia,SVK,3,1996,Shooting,"Small-Bore Rifle, Prone, 50 metres",Men
Sweden,SWE,1,1996,Athletics,100 metres Hurdles,Women
Sweden,SWE,2,1996,Swimming,4 x 200 metres Freestyle Relay,Men
Sweden,SWE,2,1996,Handball,Handball,Men
Sweden,SWE,3,1996,Wrestling,"Heavyweight, Greco-Roman",Men
Sweden,SWE,2,1996,Archery,Individual,Men
Sweden,SWE,1,1996,Canoe Sprint,"Kayak Doubles, 500 metres",Women
Sweden,SWE,3,1996,Canoe Sprint,"Kayak Fours, 500 metres",Women
Sweden,SWE,2,1996,Sailing,Two Person Keelboat,Open
Syria,SYR,1,1996,Athletics,Heptathlon,Women
,HRV,1,2012,Shooting,Trap,Men
Thailand,THA,3,1996,Boxing,Bantamweight,Men
Thailand,THA,1,1996,Boxing,Featherweight,Men
Taiwan,TWN,2,1996,Table Tennis,Singles,Women
Trinidad and Tobago,TTO,3,1996,Athletics,100 metres,Men
Trinidad and Tobago,TTO,3,1996,Athletics,200 metres,Men
Tunisia,TUN,3,1996,Boxing,Light-Welterweight,Men
Turkey,TUR,1,1996,Weightlifting,Featherweight,Men
Turkey,TUR,3,1996,Wrestling,"Featherweight, Greco-Roman",Men
Turkey,TUR,1,1996,Weightlifting,Flyweight,Men
Turkey,TUR,2,1996,Boxing,Middleweight,Men
Turkey,TUR,1,1996,Wrestling,"Middleweight, Greco-Roman",Men
Turkey,TUR,1,1996,Wrestling,"Super-Heavyweight, Freestyle",Men
Uganda,UGA,3,1996,Athletics,400 metres,Men
Ukraine,UKR,2,1996,Artistic Gymnastics,Balance Beam,Women
Ukraine,UKR,3,1996,Wrestling,"Featherweight, Freestyle",Men
Ukraine,UKR,1,1996,Artistic Gymnastics,Floor Exercise,Women
Ukraine,UKR,3,1996,Wrestling,"Flyweight, Greco-Roman",Men
Ukraine,UKR,3,1996,Athletics,Hammer Throw,Men
Ukraine,UKR,3,1996,Weightlifting,Heavyweight I,Men
Ukraine,UKR,1,1996,Weightlifting,Heavyweight II,Men
Ukraine,UKR,3,1996,Athletics,High Jump,Women
Ukraine,UKR,3,1996,Archery,Individual,Women
Ukraine,UKR,1,1996,Rhythmic Gymnastics,Individual,Women
Ukraine,UKR,3,1996,Rhythmic Gymnastics,Individual,Women
Ukraine,UKR,1,1996,Artistic Gymnastics,Individual All-Around,Women
Ukraine,UKR,3,1996,Boxing,Light-Flyweight,Men
Ukraine,UKR,1,1996,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Ukraine,UKR,3,1996,Wrestling,"Lightweight, Freestyle",Men
Ukraine,UKR,1,1996,Artistic Gymnastics,Parallel Bars,Men
Ukraine,UKR,2,1996,Rowing,Quadruple Sculls,Women
Ukraine,UKR,3,1996,Athletics,Shot Put,Men
Ukraine,UKR,1,1996,Boxing,Super-Heavyweight,Men
Ukraine,UKR,3,1996,Artistic Gymnastics,Team All-Around,Men
Ukraine,UKR,1,1996,Athletics,Triple Jump,Women
Ukraine,UKR,1,1996,Sailing,Two Person Dinghy,Men
Ukraine,UKR,3,1996,Sailing,Two Person Dinghy,Women
United States,USA,2,1996,Cycling Track,"1,000 metres Time Trial",Men
United States,USA,1,1996,Athletics,100 metres,Women
United States,USA,3,1996,Athletics,100 metres,Women
United States,USA,1,1996,Swimming,100 metres Backstroke,Men
United States,USA,1,1996,Swimming,100 metres Backstroke,Women
United States,USA,2,1996,Swimming,100 metres Backstroke,Women
United States,USA,2,1996,Swimming,100 metres Breaststroke,Men
United States,USA,2,1996,Swimming,100 metres Breaststroke,Women
United States,USA,1,1996,Swimming,100 metres Butterfly,Women
United States,USA,3,1996,Swimming,100 metres Butterfly,Women
United States,USA,2,1996,Swimming,100 metres Freestyle,Men
United States,USA,3,1996,Swimming,100 metres Freestyle,Women
United States,USA,1,1996,Athletics,110 metres Hurdles,Men
United States,USA,2,1996,Athletics,110 metres Hurdles,Men
United States,USA,1,1996,Athletics,200 metres,Men
United States,USA,1,1996,Swimming,200 metres Backstroke,Men
United States,USA,2,1996,Swimming,200 metres Backstroke,Men
United States,USA,2,1996,Swimming,200 metres Backstroke,Women
United States,USA,2,1996,Swimming,200 metres Breaststroke,Women
United States,USA,2,1996,Swimming,200 metres Butterfly,Men
United States,USA,1,1996,Swimming,4 x 100 metres Freestyle Relay,Men
United States,USA,1,1996,Swimming,4 x 100 metres Freestyle Relay,Women
United States,USA,1,1996,Swimming,4 x 100 metres Medley Relay,Men
United States,USA,1,1996,Swimming,4 x 100 metres Medley Relay,Women
United States,USA,2,1996,Athletics,4 x 100 metres Relay,Men
United States,USA,1,1996,Athletics,4 x 100 metres Relay,Women
United States,USA,1,1996,Swimming,4 x 200 metres Freestyle Relay,Men
United States,USA,1,1996,Swimming,4 x 200 metres Freestyle Relay,Women
United States,USA,1,1996,Athletics,4 x 400 metres Relay,Men
United States,USA,1,1996,Athletics,4 x 400 metres Relay,Women
