Country,Country Code,Pos.,Year,Discipline,Event,Gender
Germany,DEU,1,1980,Diving,Platform,Women
Germany,DEU,3,1980,Artistic Gymnastics,Pommelled Horse,Men
Germany,DEU,1,1980,Rowing,Quadruple Sculls,Men
Germany,DEU,2,1980,Shooting,"Rapid-Fire Pistol, 25 metres",Open
Germany,DEU,2,1980,Shooting,"Running Target, 50 metres",Open
Germany,DEU,3,1980,Athletics,Shot Put,Men
Germany,DEU,1,1980,Athletics,Shot Put,Women
Germany,DEU,3,1980,Athletics,Shot Put,Women
Germany,DEU,3,1980,Rowing,Single Sculls,Men
Germany,DEU,3,1980,Rowing,Single Sculls,Women
Germany,DEU,2,1980,Shooting,"Small-Bore Rifle, Prone, 50 metres",Open
Germany,DEU,2,1980,Shooting,"Small-Bore Rifle, Three Positions, 50 metres",Open
Germany,DEU,2,1980,Diving,Springboard,Women
Germany,DEU,3,1980,Diving,Springboard,Women
Germany,DEU,1,1980,Cycling Track,Sprint,Men
Germany,DEU,2,1980,Weightlifting,Super-Heavyweight,Men
Germany,DEU,2,1980,Artistic Gymnastics,Team All-Around,Men
Germany,DEU,3,1980,Artistic Gymnastics,Team All-Around,Women
Germany,DEU,2,1980,Cycling Track,"Team Pursuit, 4,000 metres",Men
Germany,DEU,3,1980,Shooting,Trap,Open
Germany,DEU,2,1980,Sailing,Two Person Dinghy,Open
Germany,DEU,1,1980,Artistic Gymnastics,Uneven Bars,Women
Germany,DEU,3,1980,Artistic Gymnastics,Uneven Bars,Women
Germany,DEU,2,1980,Volleyball,Volleyball,Women
Germany,DEU,3,1980,Boxing,Welterweight,Men
Greece,GRC,3,1980,Wrestling,"Featherweight, Freestyle",Men
Greece,GRC,1,1980,Wrestling,"Featherweight, Greco-Roman",Men
Greece,GRC,3,1980,Sailing,Three Person Keelboat,Open
Guyana,GUY,3,1980,Boxing,Bantamweight,Men
Hungary,HUN,1,1980,Swimming,200 metres Backstroke,Men
Hungary,HUN,2,1980,Swimming,200 metres Backstroke,Men
Hungary,HUN,2,1980,Swimming,200 metres Breaststroke,Men
Hungary,HUN,3,1980,Swimming,400 metres Individual Medley,Men
Hungary,HUN,1,1980,Canoe Sprint,"Canadian Doubles, 500 metres",Men
Hungary,HUN,2,1980,Fencing,"Épée, Individual",Men
Hungary,HUN,3,1980,Judo,Extra-Lightweight,Men
Hungary,HUN,2,1980,Wrestling,"Featherweight, Greco-Roman",Men
Hungary,HUN,3,1980,Boxing,Flyweight,Men
Hungary,HUN,2,1980,Wrestling,"Flyweight, Greco-Roman",Men
Hungary,HUN,2,1980,Fencing,"Foil, Individual",Women
Hungary,HUN,3,1980,Fencing,"Foil, Team",Women
Hungary,HUN,3,1980,Boxing,Heavyweight,Men
Hungary,HUN,3,1980,Weightlifting,Heavyweight II,Men
Hungary,HUN,2,1980,Modern Pentathlon,Individual,Men
Hungary,HUN,2,1980,Canoe Sprint,"Kayak Doubles, 1,000 metres",Men
Hungary,HUN,3,1980,Canoe Sprint,"Kayak Doubles, 500 metres",Women
Hungary,HUN,3,1980,Wrestling,"Light-Flyweight, Greco-Roman",Men
Hungary,HUN,1,1980,Wrestling,"Light-Heavyweight, Greco-Roman",Men
Hungary,HUN,1,1980,Weightlifting,Middle-Heavyweight,Men
Hungary,HUN,3,1980,Wrestling,"Middleweight, Freestyle",Men
Hungary,HUN,3,1980,Judo,Open Class,Men
Hungary,HUN,1,1980,Artistic Gymnastics,Pommelled Horse,Men
Hungary,HUN,3,1980,Fencing,"Sabre, Individual",Men
Hungary,HUN,3,1980,Fencing,"Sabre, Team",Men
Hungary,HUN,1,1980,Shooting,"Small-Bore Rifle, Prone, 50 metres",Open
Hungary,HUN,2,1980,Wrestling,"Super-Heavyweight, Freestyle",Men
Hungary,HUN,2,1980,Modern Pentathlon,Team,Men
Hungary,HUN,3,1980,Artistic Gymnastics,Team All-Around,Men
Hungary,HUN,3,1980,Sailing,Two Person Heavyweight Dinghy,Open
Hungary,HUN,3,1980,Water Polo,Water Polo,Men
Hungary,HUN,1,1980,Wrestling,"Welterweight, Greco-Roman",Men
India,IND,1,1980,Hockey,Hockey,Men
Ireland,IRL,3,1980,Boxing,Flyweight,Men
Ireland,IRL,2,1980,Sailing,Two Person Heavyweight Dinghy,Open
Italy,ITA,1,1980,Athletics,20 kilometres Walk,Men
Italy,ITA,1,1980,Athletics,200 metres,Men
Italy,ITA,3,1980,Athletics,4 x 400 metres Relay,Men
Italy,ITA,2,1980,Basketball,Basketball,Men
Italy,ITA,1,1980,Athletics,High Jump,Women
Italy,ITA,3,1980,Archery,Individual,Men
Italy,ITA,1,1980,Equestrian Eventing,Individual,Open
Italy,ITA,1,1980,Wrestling,"Light-Flyweight, Freestyle",Men
Italy,ITA,1,1980,Judo,Lightweight,Men
Italy,ITA,1,1980,Boxing,Light-Welterweight,Men
Italy,ITA,2,1980,Fencing,"Sabre, Team",Men
Italy,ITA,3,1980,Diving,Springboard,Men
Italy,ITA,2,1980,Equestrian Eventing,Team,Open
Italy,ITA,1,1980,Shooting,Trap,Open
Italy,ITA,3,1980,Sailing,Two Person Keelboat,Open
Jamaica,JAM,3,1980,Cycling Track,"1,000 metres Time Trial",Men
Jamaica,JAM,3,1980,Athletics,200 metres,Men
Jamaica,JAM,3,1980,Athletics,200 metres,Women
Lebanon,LBN,3,1980,Wrestling,"Super-Heavyweight, Greco-Roman",Men
Mexico,MEX,3,1980,Equestrian Jumping,Individual,Open
Mexico,MEX,2,1980,Diving,Springboard,Men
Mexico,MEX,3,1980,Equestrian Eventing,Team,Open
Mexico,MEX,3,1980,Equestrian Jumping,Team,Open
Mongolia,MNG,3,1980,Wrestling,"Bantamweight, Freestyle",Men
Mongolia,MNG,2,1980,Judo,Half-Lightweight,Men
Mongolia,MNG,3,1980,Judo,Lightweight,Men
Mongolia,MNG,2,1980,Wrestling,"Welterweight, Freestyle",Men
Netherlands,NLD,3,1980,Swimming,4 x 100 metres Freestyle Relay,Women
Netherlands,NLD,3,1980,Judo,Half-Heavyweight,Men
Netherlands,NLD,2,1980,Athletics,Marathon,Men
Poland,POL,3,1980,Athletics,100 metres Hurdles,Women
Poland,POL,1,1980,Athletics,"3,000 metres Steeplechase",Men
Poland,POL,2,1980,Athletics,4 x 100 metres Relay,Men
Poland,POL,3,1980,Swimming,400 metres Individual Medley,Women
Poland,POL,3,1980,Weightlifting,Bantamweight,Men
Poland,POL,2,1980,Wrestling,"Bantamweight, Greco-Roman",Men
Poland,POL,3,1980,Rowing,Coxed Fours,Men
Poland,POL,2,1980,Rowing,Coxless Pairs,Women
Poland,POL,2,1980,Fencing,"Épée, Team",Men
Poland,POL,3,1980,Boxing,Featherweight,Men
Poland,POL,3,1980,Weightlifting,Featherweight,Men
Poland,POL,2,1980,Wrestling,"Flyweight, Freestyle",Men
Poland,POL,3,1980,Fencing,"Foil, Individual",Women
Poland,POL,3,1980,Fencing,"Foil, Team",Men
Poland,POL,3,1980,Judo,Half-Lightweight,Men
Poland,POL,2,1980,Wrestling,"Heavyweight, Greco-Roman",Men
Poland,POL,2,1980,Athletics,High Jump,Men
Poland,POL,2,1980,Athletics,High Jump,Women
Poland,POL,1,1980,Equestrian Jumping,Individual,Open
Poland,POL,2,1980,Boxing,Light-Heavyweight,Men
Poland,POL,3,1980,Wrestling,"Light-Heavyweight, Freestyle",Men
