,Country,Gold,Silver,Bronze,Total,Year,Life Expectancy at Birth,Population,GDP (Billions),Latitude Hemisphere,Longitude Hemisphere,Distance From Tokyo 1964,Distance From Mexico City 1968,Distance From Munich 1972,Distance From Montreal 1976,Distance From Moscow 1980,Distance From Los Angeles 1984,Distance From Seoul 1988,Distance From Barcelona 1992,Distance From Atlanta 1996,Distance From Sydney 2000,Distance From Athens 2004,Distance From Beijing 2008,Distance From London 2012,Distance From Rio de Janeiro 2016,Distance From Tokyo 2020
288,Germany,11,14,15,40,1988,75.8,78144617.0,3861.0,North,East,6996.0687849999995,6545.682422999999,301.17456519999996,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867000001,6034.938596,6996.0687849999995
289,Spain,1,1,2,4,1988,76.9,38764307.0,1393.0,North,West,7819.620505,5420.702243,984.7989516000001,3954.379329,2462.2224969999997,6282.117102,7098.169379999999,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
290,Greece,0,0,1,1,1988,76.8,10037037.0,205.0,North,East,6345.328465,6810.8918650000005,975.5308696000001,5434.583731000001,1447.5926359999999,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0.0,5065.428159,1597.4372369999999,5536.760728,6345.328465
295,Germany,37,35,30,102,1988,75.8,78144617.0,3861.0,North,East,6996.0687849999995,6545.682422999999,301.17456519999996,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867000001,6034.938596,6996.0687849999995
299,Sweden,0,4,7,11,1988,77.1,8436483.0,531.0,North,East,6835.886355,6965.4458939999995,840.4798442,5197.250774,1086.1429460000002,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
301,Canada,3,2,5,10,1988,76.8,26791747.0,1742.0,North,West,11761.45096,2215.2769989999997,4754.326022,17.85869536,6197.178624,2462.817034,11038.504659999999,4244.864847999999,933.6493083999999,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
304,Portugal,1,0,0,1,1988,73.8,10019610.0,240.0,North,West,8123.950193000001,5089.808385,1313.294218,3661.9932350000004,2795.165071,5966.667892,7404.1561409999995,648.5692576,4123.443749,10074.42094,1778.72057,6841.824291,1020.472164,4622.586205,8123.950193000001
311,Mexico,0,1,0,1,1992,71.9,87312337.0,1269.0,North,West,13085.252,0.0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.988130000002,6810.8918650000005,11838.94405,5845.682904,4215.212132,13085.252
312,South Africa,0,2,0,2,1992,63.4,39360225.0,351.0,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.2943829999995,4824.0368579999995,7376.785793999999,6745.838470000001,4355.817524,6575.494888,5517.8996799999995,3896.346639,7407.288549
314,Germany,33,21,28,82,1992,76.0,80624601.0,3861.0,North,East,6996.0687849999995,6545.682422999999,301.17456519999996,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867000001,6034.938596,6996.0687849999995
315,Greece,2,0,0,2,1992,77.2,10399058.0,205.0,North,East,6345.328465,6810.8918650000005,975.5308696000001,5434.583731000001,1447.5926359999999,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0.0,5065.428159,1597.4372369999999,5536.760728,6345.328465
319,Denmark,1,1,4,6,1992,75.3,5171370.0,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
320,Finland,1,2,2,5,1992,75.7,5041990.0,269.0,North,East,6482.014653,7342.902147,1107.2607699999999,5585.00046,746.7650967000001,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.6725609999999,6834.621887,6482.014653
322,Australia,7,9,11,27,1992,77.5,17478635.0,1397.0,South,East,4913.860856,14055.774080000001,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.026119999999,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
325,France,8,5,16,29,1992,77.5,58711615.0,2716.0,North,East,7556.722473000001,5888.888745,512.7500361000001,4251.2845259999995,1978.1957579999998,6651.180372999999,6830.559026999999,490.59273449999995,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473000001
328,Netherlands,2,6,7,15,1992,77.4,15184163.0,907.0,North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.1512579999999,6820.142453,6738.124602,759.0711687,5020.216004,9971.222179999999,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
329,Hungary,11,12,7,30,1992,69.4,10369339.0,164.0,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.5541900000001,5724.574890999999,9134.012281,711.9441677,5331.207495000001,1080.0104019999999,5916.371169,6633.310595
330,Switzerland,1,0,0,1,1992,78.1,6875364.0,731.0,North,East,7266.357867000001,6107.655201,258.5672781,4524.212450999999,1752.428395,6907.624089,6540.694834000001,453.42408889999996,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867000001
332,Austria,0,2,0,2,1992,75.9,7840709.0,445.0,North,East,6793.721355,6605.111663000001,253.3477585,5014.993429,1259.691378,7405.4282840000005,6067.3108600000005,896.7318071000001,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.695629999999,6793.721355
334,Turkey,2,2,2,6,1992,68.2,56986000.0,761.0,North,East,5854.362249,7323.680995999999,1288.161151,5916.970404,1126.75407,8241.393981000001,5132.585459000001,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.5563379999999,5972.752883,5854.362249
335,Poland,3,6,10,19,1992,71.1,38173500.0,596.0,North,East,6576.973454999999,6939.959522,583.3806667,5292.530215999999,921.6337616000001,7704.178945000001,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.5573630000001,6251.798635,6576.973454999999
336,Czech Republic,4,2,1,7,1992,72.5,10317807.0,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005
340,Slovenia,0,0,2,2,1992,73.6,1995832.0,54.17,North,East,6879.710698999999,6464.243825,208.66488080000002,4908.681415999999,1414.692547,7285.447633,6154.033587,737.3979486000001,5456.411672,9287.480529999999,767.6279331000001,5580.099681000001,866.7208941,5700.065109,6879.710698999999
344,Spain,13,7,2,22,1992,77.6,39147940.0,1393.0,North,West,7819.620505,5420.702243,984.7989516000001,3954.379329,2462.2224969999997,6282.117102,7098.169379999999,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
346,Colombia,0,0,1,1,1992,67.5,35520940.0,323.0,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.4927769999995,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.316920000001,5179.650627,2523.667877,11864.03068
349,New Zealand,1,4,5,10,1992,76.1,3531700.0,209.0,South,East,5633.175948,15503.5678,10817.74758,14901.591980000001,10022.90373,16800.398240000002,6014.854576,10995.367040000001,15046.355969999999,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
351,Belgium,0,1,2,3,1992,76.5,10045165.0,533.0,North,East,7465.484676000001,6040.287639,434.360945,4369.683402000001,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.87647180000005,5688.273316,7465.484676000001
352,Italy,6,5,8,19,1992,77.5,56797078.0,2005.0,North,East,6965.601489,6274.19585,457.0470028,4804.9314030000005,1671.3395990000001,7145.651673,6242.692758,552.6489257999999,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
354,Israel,0,1,1,2,1992,76.6,5123500.0,395.0,North,West,9545.281423999999,3599.434447,2789.4841969999998,2405.821572,4281.513384000001,4542.3145159999995,8831.816724,2141.753037,2694.912581,11133.556990000001,3222.927642,8278.673099,2345.355354,3794.4499520000004,9545.281423999999
360,Norway,2,4,1,7,1992,77.4,4286397.0,406.0,North,East,7244.041584999999,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.1008980000001,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041584999999
364,Canada,7,4,7,18,1992,77.7,28371264.0,1742.0,North,West,11761.45096,2215.2769989999997,4754.326022,17.85869536,6197.178624,2462.817034,11038.504659999999,4244.864847999999,933.6493083999999,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
365,Sweden,1,7,4,12,1992,78.2,8668065.0,531.0,North,East,6835.886355,6965.4458939999995,840.4798442,5197.250774,1086.1429460000002,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
370,Ireland,1,1,0,2,1992,75.5,3554500.0,399.0,North,West,8052.048537000001,5591.3584630000005,1029.328577,3827.483511,2380.1236949999998,6261.276638,7325.311381999999,933.5597391000001,4477.958742,10484.38373,1943.4083030000002,6746.474883,356.68401439999997,5627.79411,8052.048537000001
374,Australia,9,9,23,41,1996,78.2,18224767.0,1397.0,South,East,4913.860856,14055.774080000001,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.026119999999,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
375,India,0,0,1,1,1996,60.8,978893217.0,2870.0,North,East,3450.654954,9642.938962,3830.1835979999996,8420.785316,2865.1176,10674.39927,2765.282337,4190.2541009999995,8826.80147,5899.440122999999,2998.497325,2268.4190350000003,4502.711561,7460.785766,3450.654954
376,Germany,20,18,27,65,1996,76.9,81914834.0,3861.0,North,East,6996.0687849999995,6545.682422999999,301.17456519999996,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867000001,6034.938596,6996.0687849999995
377,Turkey,4,1,1,6,1996,69.7,60671000.0,761.0,North,East,5854.362249,7323.680995999999,1288.161151,5916.970404,1126.75407,8241.393981000001,5132.585459000001,1662.950453,6396.995306,8225.602013,514.4316727,4567.836208,1956.5563379999999,5972.752883,5854.362249
378,Greece,4,4,0,8,1996,78.0,10608801.0,205.0,North,East,6345.328465,6810.8918650000005,975.5308696000001,5434.583731000001,1447.5926359999999,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0.0,5065.428159,1597.4372369999999,5536.760728,6345.328465
379,Denmark,4,1,1,6,1996,75.7,5261503.0,350.0,North,East,7083.182967,6577.621265,503.3433966,4848.347592,1365.5487890000002,7280.410025,6357.022542000001,1115.420174,5488.84764,9769.383098,1371.93215,5775.38342,731.9401851,6195.975155,7083.182967
380,Brazil,3,3,9,15,1996,68.8,163767821.0,1878.0,South,West,10813.30687,3693.9012450000005,5448.606277000001,4476.475125999999,6740.5027709999995,5154.81836,10177.049309999999,4770.980821,3947.154167,10926.30828,5332.087331000001,9713.367679,5290.5626600000005,566.3305178999999,10813.30687
385,Czech Republic,4,3,4,11,1996,74.0,10315353.0,251.0,North,East,6919.8831390000005,6543.201481,195.3102579,4912.576129,1316.716415,7316.092586,6193.192198,888.7777768,5500.322491,9459.116375,997.4287297000001,5615.044697,784.3676487,5929.78558,6919.8831390000005
389,Bulgaria,3,7,5,15,1996,74.35813953488372,8362826.0,68.56,North,East,6375.306752,6867.5827420000005,746.1045184,5396.946733,1183.851472,7744.343588,5651.319682,1150.565063,5905.006345000001,8751.145986,336.32973010000006,5081.741124,1410.485748,5785.377927,6375.306752
390,Ireland,3,0,1,4,1996,75.9,3626087.0,399.0,North,West,8052.048537000001,5591.3584630000005,1029.328577,3827.483511,2380.1236949999998,6261.276638,7325.311381999999,933.5597391000001,4477.958742,10484.38373,1943.4083030000002,6746.474883,356.68401439999997,5627.79411,8052.048537000001
394,Israel,0,0,1,1,1996,78.2,5685100.0,395.0,North,West,9545.281423999999,3599.434447,2789.4841969999998,2405.821572,4281.513384000001,4542.3145159999995,8831.816724,2141.753037,2694.912581,11133.556990000001,3222.927642,8278.673099,2345.355354,3794.4499520000004,9545.281423999999
395,Finland,1,2,1,4,1996,76.9,5124573.0,269.0,North,East,6482.014653,7342.902147,1107.2607699999999,5585.00046,746.7650967000001,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.6725609999999,6834.621887,6482.014653
397,Indonesia,1,1,2,4,1996,64.6,199914831.0,1119.0,South,East,3406.2489689999998,11355.183490000001,6387.855745000001,10554.00055,5678.433253,12574.16717,3189.364766,6566.579415,10773.739459999999,3108.0826399999996,5439.401129999999,3194.294807,7035.269184999999,8248.577302,3406.2489689999998
399,France,15,7,15,37,1996,78.3,59589289.0,2716.0,North,East,7556.722473000001,5888.888745,512.7500361000001,4251.2845259999995,1978.1957579999998,6651.180372999999,6830.559026999999,490.59273449999995,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473000001
400,Italy,13,10,12,35,1996,78.6,56860279.0,2005.0,North,East,6965.601489,6274.19585,457.0470028,4804.9314030000005,1671.3395990000001,7145.651673,6242.692758,552.6489257999999,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
404,Sweden,2,4,2,8,1996,79.2,8840999.0,531.0,North,East,6835.886355,6965.4458939999995,840.4798442,5197.250774,1086.1429460000002,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
407,Canada,3,11,8,22,1996,78.1,29610218.0,1742.0,North,West,11761.45096,2215.2769989999997,4754.326022,17.85869536,6197.178624,2462.817034,11038.504659999999,4244.864847999999,933.6493083999999,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
408,Costa Rica,1,0,0,1,1996,76.8,3520866.0,63.95,North,West,12344.75496,1058.9103300000002,5859.685913,2523.091473,7344.727848,2519.673322,11652.89483,5193.536804,1669.922202,13188.36147,6178.902752,11126.265609999999,5416.884059,3160.880263,12344.75496
419,Spain,5,6,6,17,1996,78.3,39884246.0,1393.0,North,West,7819.620505,5420.702243,984.7989516000001,3954.379329,2462.2224969999997,6282.117102,7098.169379999999,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
420,New Zealand,3,2,1,6,1996,77.1,3732000.0,209.0,South,East,5633.175948,15503.5678,10817.74758,14901.591980000001,10022.90373,16800.398240000002,6014.854576,10995.367040000001,15046.355969999999,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
422,Romania,4,7,9,20,1996,74.35813953488372,22619005.0,250.0,North,East,6228.097396,7051.390931999999,836.5549451,5551.8307350000005,986.0993251,7912.450468000001,5502.835655,1321.603461,6076.26716,8702.45026,483.59206449999994,4930.228611,1509.274895,5982.617879,6228.097396
424,Lithuania,0,0,1,1,1996,70.3,3601613.0,54.64,North,East,6381.32622,7207.311548999999,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874000001,1543.745159,6150.070693,9188.192856,1163.0421119999999,5073.410437,1393.769299,6509.395014,6381.32622
426,Norway,2,2,3,7,1996,78.3,4381339.0,406.0,North,East,7244.041584999999,6597.650799,789.7038605,4795.701101,1495.737142,7243.423025,6519.505523,1332.1008980000001,5475.721879,10030.82783,1674.107286,5936.572968,804.9982622,6398.772343,7244.041584999999
427,Poland,7,5,5,17,1996,72.4,38289000.0,596.0,North,East,6576.973454999999,6939.959522,583.3806667,5292.530215999999,921.6337616000001,7704.178945000001,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.5573630000001,6251.798635,6576.973454999999
429,Mexico,0,0,1,1,1996,72.7,93294783.0,1269.0,North,West,13085.252,0.0,6364.498871,2223.440536,7858.834811,1463.565709,12380.98084,5737.41412,1285.687064,14148.988130000002,6810.8918650000005,11838.94405,5845.682904,4215.212132,13085.252
430,South Africa,3,1,1,5,1996,60.7,42898520.0,351.0,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.2943829999995,4824.0368579999995,7376.785793999999,6745.838470000001,4355.817524,6575.494888,5517.8996799999995,3896.346639,7407.288549
433,Portugal,1,0,1,2,1996,75.3,10063945.0,240.0,North,West,8123.950193000001,5089.808385,1313.294218,3661.9932350000004,2795.165071,5966.667892,7404.1561409999995,648.5692576,4123.443749,10074.42094,1778.72057,6841.824291,1020.472164,4622.586205,8123.950193000001
435,Hungary,7,4,10,21,1996,70.7,10311235.0,164.0,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.5541900000001,5724.574890999999,9134.012281,711.9441677,5331.207495000001,1080.0104019999999,5916.371169,6633.310595
438,Belgium,2,2,2,6,1996,77.3,10156641.0,533.0,North,East,7465.484676000001,6040.287639,434.360945,4369.683402000001,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.87647180000005,5688.273316,7465.484676000001
439,Switzerland,4,3,0,7,1996,79.1,7071851.0,731.0,North,East,7266.357867000001,6107.655201,258.5672781,4524.212450999999,1752.428395,6907.624089,6540.694834000001,453.42408889999996,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867000001
440,Austria,0,1,2,3,1996,77.0,7959016.0,445.0,North,East,6793.721355,6605.111663000001,253.3477585,5014.993429,1259.691378,7405.4282840000005,6067.3108600000005,896.7318071000001,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.695629999999,6793.721355
442,Croatia,1,1,0,2,1996,74.35813953488372,4574853.0,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556
447,Slovenia,0,2,0,2,1996,75.1,1991169.0,54.17,North,East,6879.710698999999,6464.243825,208.66488080000002,4908.681415999999,1414.692547,7285.447633,6154.033587,737.3979486000001,5456.411672,9287.480529999999,767.6279331000001,5580.099681000001,866.7208941,5700.065109,6879.710698999999
448,Latvia,0,1,0,1,1996,74.35813953488372,2457226.0,34.06,North,East,6472.043995,7201.9902170000005,894.9542101,5493.861259,728.3641535,7923.971011,5747.233569,1588.211167,6127.493309,9332.163290999999,1307.988135,5164.406897999999,1364.93856,6597.559388000001,6472.043995
451,Netherlands,4,5,10,19,1996,77.6,15530500.0,907.0,North,East,7464.868875,6100.454387,476.857991,4398.587044,1805.1512579999999,6820.142453,6738.124602,759.0711687,5020.216004,9971.222179999999,1445.327934,6159.095349,257.7032749,5802.288098,7464.868875
452,Ireland,0,1,0,1,2000,76.6,3789536.0,399.0,North,West,8052.048537000001,5591.3584630000005,1029.328577,3827.483511,2380.1236949999998,6261.276638,7325.311381999999,933.5597391000001,4477.958742,10484.38373,1943.4083030000002,6746.474883,356.68401439999997,5627.79411,8052.048537000001
456,Spain,3,3,5,11,2000,79.3,40554387.0,1393.0,North,West,7819.620505,5420.702243,984.7989516000001,3954.379329,2462.2224969999997,6282.117102,7098.169379999999,316.7736503,4442.023961,9872.403926,1480.791019,6533.068547,788.7473852,4867.835698,7819.620505
458,Sweden,4,5,3,12,2000,79.7,8872112.0,531.0,North,East,6835.886355,6965.4458939999995,840.4798442,5197.250774,1086.1429460000002,7640.034601,6112.028674,1503.346409,5861.369457,9701.36456,1520.955875,5528.906607,1125.672413,6577.588157,6835.886355
459,Hungary,8,6,3,17,2000,71.9,10210965.0,164.0,North,East,6633.310595,6735.868911,412.0573183,5167.728171,1146.897866,7551.497706,5907.045601,1007.5541900000001,5724.574890999999,9134.012281,711.9441677,5331.207495000001,1080.0104019999999,5916.371169,6633.310595
460,Indonesia,1,3,2,6,2000,65.8,211540429.0,1119.0,South,East,3406.2489689999998,11355.183490000001,6387.855745000001,10554.00055,5678.433253,12574.16717,3189.364766,6566.579415,10773.739459999999,3108.0826399999996,5439.401129999999,3194.294807,7035.269184999999,8248.577302,3406.2489689999998
463,India,0,0,1,1,2000,62.5,1053050912.0,2870.0,North,East,3450.654954,9642.938962,3830.1835979999996,8420.785316,2865.1176,10674.39927,2765.282337,4190.2541009999995,8826.80147,5899.440122999999,2998.497325,2268.4190350000003,4502.711561,7460.785766,3450.654954
464,Australia,16,25,17,58,2000,79.3,19028802.0,1397.0,South,East,4913.860856,14055.774080000001,9451.196419,13465.23217,8731.68456,15352.68274,5148.457275,9600.139656,13601.026119999999,149.5349657,8495.174416,5456.561157,10092.5908,10526.41725,4913.860856
466,Iceland,0,0,1,1,2000,79.7,281200.0,24.84,North,West,9018.393459,5245.729781,2118.677261,3215.6147339999998,3271.92983,5670.837692,8293.256423,2033.6180739999998,4018.7276770000003,11605.731759999999,3064.8591530000003,7710.615495,1467.43064,6118.429833,9018.393459
467,Israel,0,0,1,1,2000,78.8,6289200.0,395.0,North,West,9545.281423999999,3599.434447,2789.4841969999998,2405.821572,4281.513384000001,4542.3145159999995,8831.816724,2141.753037,2694.912581,11133.556990000001,3222.927642,8278.673099,2345.355354,3794.4499520000004,9545.281423999999
469,Italy,13,8,13,34,2000,79.9,56942108.0,2005.0,North,East,6965.601489,6274.19585,457.0470028,4804.9314030000005,1671.3395990000001,7145.651673,6242.692758,552.6489257999999,5306.023586,9198.202937,668.2934621,5675.147349,955.5483159,5380.124554,6965.601489
470,France,13,14,11,38,2000,79.2,60724780.0,2716.0,North,East,7556.722473000001,5888.888745,512.7500361000001,4251.2845259999995,1978.1957579999998,6651.180372999999,6830.559026999999,490.59273449999995,4836.118307,9924.52168,1383.900092,6254.959901,232.4547227,5514.953898,7556.722473000001
472,Portugal,0,0,2,2,2000,76.9,10289898.0,240.0,North,West,8123.950193000001,5089.808385,1313.294218,3661.9932350000004,2795.165071,5966.667892,7404.1561409999995,648.5692576,4123.443749,10074.42094,1778.72057,6841.824291,1020.472164,4622.586205,8123.950193000001
473,Latvia,1,1,1,3,2000,75.27441860465116,2367549.0,34.06,North,East,6472.043995,7201.9902170000005,894.9542101,5493.861259,728.3641535,7923.971011,5747.233569,1588.211167,6127.493309,9332.163290999999,1307.988135,5164.406897999999,1364.93856,6597.559388000001,6472.043995
474,Poland,6,5,3,14,2000,73.8,38258478.0,596.0,North,East,6576.973454999999,6939.959522,583.3806667,5292.530215999999,921.6337616000001,7704.178945000001,5850.361181,1267.358097,5892.391824,9260.500138,1012.895054,5269.89858,1150.5573630000001,6251.798635,6576.973454999999
477,Lithuania,2,0,3,5,2000,72.1,3499534.0,54.64,North,East,6381.32622,7207.311548999999,858.8296926,5535.511181,668.0283534,7955.920989,5655.533874000001,1543.745159,6150.070693,9188.192856,1163.0421119999999,5073.410437,1393.769299,6509.395014,6381.32622
480,Greece,4,6,3,13,2000,78.6,10805806.0,205.0,North,East,6345.328465,6810.8918650000005,975.5308696000001,5434.583731000001,1447.5926359999999,7740.653077,5626.014846,1191.790232,5894.536993,8541.551997,0.0,5065.428159,1597.4372369999999,5536.760728,6345.328465
483,South Africa,0,2,3,5,2000,56.2,45728315.0,351.0,South,East,7407.288549,7598.50293,5156.713371,7484.112658,5604.115564,8983.854273,6899.2943829999995,4824.0368579999995,7376.785793999999,6745.838470000001,4355.817524,6575.494888,5517.8996799999995,3896.346639,7407.288549
484,Finland,2,1,1,4,2000,77.7,5176203.0,269.0,North,East,6482.014653,7342.902147,1107.2607699999999,5585.00046,746.7650967000001,8027.166633,5760.047999,1798.184727,6245.868187,9463.102949,1559.687466,5176.841428,1497.6725609999999,6834.621887,6482.014653
487,Romania,11,6,9,26,2000,75.27441860465116,22442973.0,250.0,North,East,6228.097396,7051.390931999999,836.5549451,5551.8307350000005,986.0993251,7912.450468000001,5502.835655,1321.603461,6076.26716,8702.45026,483.59206449999994,4930.228611,1509.274895,5982.617879,6228.097396
490,Switzerland,1,6,2,9,2000,79.9,7184250.0,731.0,North,East,7266.357867000001,6107.655201,258.5672781,4524.212450999999,1752.428395,6907.624089,6540.694834000001,453.42408889999996,5082.748138,9621.005369,1079.457978,5966.725534,519.0484637,5529.126736,7266.357867000001
491,Germany,13,17,26,56,2000,78.2,82211501.0,3861.0,North,East,6996.0687849999995,6545.682422999999,301.17456519999996,4872.216869,1333.68983,7288.952903,6269.358107,965.7531077,5482.642461,9596.458151,1158.608736,5689.498045,729.0707867000001,6034.938596,6996.0687849999995
494,Colombia,1,0,0,1,2000,71.0,40295563.0,323.0,North,West,11864.03068,1711.573173,5564.846725,2841.333395,7028.4927769999995,3168.141186,11181.17542,4881.775916,2107.092876,12575.93558,5794.551013,10665.316920000001,5179.650627,2523.667877,11864.03068
495,New Zealand,1,0,3,4,2000,78.4,3857700.0,209.0,South,East,5633.175948,15503.5678,10817.74758,14901.591980000001,10022.90373,16800.398240000002,6014.854576,10995.367040000001,15046.355969999999,1363.195659,9872.18615,6413.627205,11467.58087,11946.09641,5633.175948
496,Canada,3,3,8,14,2000,79.0,30685730.0,1742.0,North,West,11761.45096,2215.2769989999997,4754.326022,17.85869536,6197.178624,2462.817034,11038.504659999999,4244.864847999999,933.6493083999999,13525.33305,5424.860063,10469.8937,4136.60053,5023.162376,11761.45096
497,Saudi Arabia,0,1,1,2,2000,75.27441860465116,20764312.0,793.0,North,East,5149.412878,7953.520420999999,2509.898174,6817.767072,2198.267665,9015.008447,4462.04885,2685.1426460000002,7171.242635,6993.351547,1548.3356509999999,3950.6104689999997,3145.73118,5881.210329,5149.412878
499,Chile,0,0,1,1,2000,76.4,15343326.0,279.0,South,West,12415.56917,3943.1054729999996,7180.963618000001,5440.38823,8488.879813,5327.327679,11801.49769,6497.463882999999,4684.999750999999,12099.98408,7081.0866510000005,11359.06185,6987.801141,1648.784529,12415.56917
503,Estonia,1,0,2,3,2000,71.0,1396985.0,31.47,North,East,6494.667894,7290.647701999999,1039.512225,5544.152061,749.304823,7983.700543000001,5771.79885,1731.2987100000003,6198.6519880000005,9441.214208,1494.198241,5188.569733,1444.9771460000002,6764.4582040000005,6494.667894
505,Slovenia,2,0,0,2,2000,76.1,1990272.0,54.17,North,East,6879.710698999999,6464.243825,208.66488080000002,4908.681415999999,1414.692547,7285.447633,6154.033587,737.3979486000001,5456.411672,9287.480529999999,767.6279331000001,5580.099681000001,866.7208941,5700.065109,6879.710698999999
507,Belgium,0,2,3,5,2000,77.8,10251247.0,533.0,North,East,7465.484676000001,6040.287639,434.360945,4369.683402000001,1841.269434,6781.550401,6738.867833,639.0615885,4973.865723,9915.550018,1378.649126,6161.241147,239.87647180000005,5688.273316,7465.484676000001
509,Brazil,0,6,6,12,2000,70.2,173765726.0,1878.0,South,West,10813.30687,3693.9012450000005,5448.606277000001,4476.475125999999,6740.5027709999995,5154.81836,10177.049309999999,4770.980821,3947.154167,10926.30828,5332.087331000001,9713.367679,5290.5626600000005,566.3305178999999,10813.30687
513,Croatia,1,0,1,2,2000,75.27441860465116,4428069.0,60.75,North,East,6808.024556,6519.192357,284.3955443,4976.79,1372.669191,7349.161408,6082.540204999999,785.1876379,5518.245309,9210.445178,695.52407,5509.170636,944.3405011,5707.083121,6808.024556
514,Austria,2,1,0,3,2000,78.2,8011566.0,445.0,North,East,6793.721355,6605.111663000001,253.3477585,5014.993429,1259.691378,7405.4282840000005,6067.3108600000005,896.7318071000001,5582.07332,9291.326525,827.7513878,5490.842169,916.0407101,5876.695629999999,6793.721355
